Category,Team/All_Teams,Place,Player,Record,Last_Year
Passes Defensed,11,7,1177,6,2016
Passes Defensed,11,8,3929,5,2016
Passes Defensed,11,9,328,4,2015
Passes Defensed,11,10,2234,4,2016
Passes Defensed,11,11,4815,4,2016
Passes Defensed,11,12,3122,3,2014
Passes Defensed,11,13,3796,3,2016
Passes Defensed,11,14,204,2,2014
Passes Defensed,11,15,799,1,2014
Passes Defensed,11,16,1040,1,2014
Passes Defensed,11,17,1676,1,2014
Passes Defensed,11,18,1821,1,2014
Passes Defensed,11,19,948,1,2016
Passes Defensed,11,20,2948,1,2016
Passes Defensed,11,21,4649,1,2016
Punt Return Yards,11,0,912,134,2016
Punt Return Yards,11,1,3929,133,2016
Punt Return Yards,11,2,928,81,2014
Punt Return Yards,11,3,1168,20,2014
Punt Return Yards,11,4,328,17,2015
Kickoff Return Yards,11,0,3929,936,2016
Kickoff Return Yards,11,1,1632,928,2015
Kickoff Return Yards,11,2,912,118,2016
Kickoff Return Yards,11,3,928,81,2014
Points Scored,11,0,1231,336,2016
Points Scored,11,1,36,156,2016
Points Scored,11,2,405,132,2016
Points Scored,11,3,1637,126,2016
Points Scored,11,4,1529,48,2016
Points Scored,11,5,2412,24,2016
Points Scored,11,6,1221,18,2014
Points Scored,11,7,1612,18,2014
Points Scored,11,8,4115,8,2016
Points Scored,11,9,928,6,2014
Points Scored,11,10,1168,6,2014
Points Scored,11,11,291,6,2015
Points Scored,11,12,200,6,2016
Points Scored,11,13,575,6,2016
Points Scored,11,14,1757,6,2016
Points Scored,11,15,2234,6,2016
Points Scored,11,16,2334,6,2016
Points Scored,11,17,2948,6,2016
Points Scored,11,18,3199,6,2016
Points Scored,11,19,3278,6,2016
Points Scored,11,20,3740,6,2016
Points Scored,11,21,431,2,2016
Yards from Scrimmage,11,0,1637,4106,2016
Yards from Scrimmage,11,1,36,3539,2016
Yards from Scrimmage,11,2,405,3279,2016
Yards from Scrimmage,11,3,1529,1392,2016
Yards from Scrimmage,11,4,1612,758,2014
Yards from Scrimmage,11,5,2412,626,2016
Yards from Scrimmage,11,6,200,400,2016
Yards from Scrimmage,11,7,1632,364,2015
Yards from Scrimmage,11,8,4115,298,2016
Yards from Scrimmage,11,9,372,286,2016
Yards from Scrimmage,11,10,3278,257,2016
Yards from Scrimmage,11,11,1757,201,2016
Yards from Scrimmage,11,12,1168,200,2014
Yards from Scrimmage,11,13,1221,198,2014
Yards from Scrimmage,11,14,928,128,2014
Yards from Scrimmage,11,15,3199,121,2016
Yards from Scrimmage,11,16,3438,115,2016
Yards from Scrimmage,11,17,4192,114,2016
Yards from Scrimmage,11,18,2517,95,2016
Yards from Scrimmage,11,19,98,61,2016
Yards from Scrimmage,11,20,2464,58,2014
Yards from Scrimmage,11,21,4274,33,2016
Yards from Scrimmage,11,22,2510,19,2015
Yards from Scrimmage,11,23,670,5,2014
Yards from Scrimmage,11,24,2426,3,2015
All-Purpose Yards,11,0,1637,4106,2016
All-Purpose Yards,11,1,36,3544,2016
All-Purpose Yards,11,2,405,3288,2016
All-Purpose Yards,11,3,1529,1401,2016
All-Purpose Yards,11,4,1632,1292,2015
All-Purpose Yards,11,5,3929,1123,2016
All-Purpose Yards,11,6,1612,758,2014
All-Purpose Yards,11,7,2412,626,2016
All-Purpose Yards,11,8,200,400,2016
All-Purpose Yards,11,9,4115,298,2016
All-Purpose Yards,11,10,928,290,2014
All-Purpose Yards,11,11,372,286,2016
All-Purpose Yards,11,12,912,263,2016
All-Purpose Yards,11,13,3278,257,2016
All-Purpose Yards,11,14,1168,220,2014
All-Purpose Yards,11,15,1757,201,2016
All-Purpose Yards,11,16,1221,198,2014
All-Purpose Yards,11,17,3199,121,2016
All-Purpose Yards,11,18,575,120,2016
All-Purpose Yards,11,19,3438,115,2016
All-Purpose Yards,11,20,4192,114,2016
All-Purpose Yards,11,21,2517,95,2016
All-Purpose Yards,11,22,328,89,2015
All-Purpose Yards,11,23,2234,73,2016
All-Purpose Yards,11,24,2334,62,2016
All-Purpose Yards,11,25,98,61,2016
All-Purpose Yards,11,26,431,61,2016
All-Purpose Yards,11,27,2464,58,2014
All-Purpose Yards,11,28,1040,48,2014
All-Purpose Yards,11,29,3796,43,2016
All-Purpose Yards,11,30,291,39,2015
All-Purpose Yards,11,31,4274,33,2016
All-Purpose Yards,11,32,3122,27,2014
All-Purpose Yards,11,33,948,24,2016
All-Purpose Yards,11,34,2510,19,2015
All-Purpose Yards,11,35,2948,19,2016
All-Purpose Yards,11,36,1209,15,2016
All-Purpose Yards,11,37,4730,15,2016
All-Purpose Yards,11,38,1682,12,2016
All-Purpose Yards,11,39,204,9,2014
All-Purpose Yards,11,40,1177,6,2016
All-Purpose Yards,11,41,1482,6,2016
All-Purpose Yards,11,42,670,5,2014
All-Purpose Yards,11,43,2426,3,2015
All-Purpose Yards,11,44,1676,2,2014
Games Started,11,0,36,48,2016
Games Started,11,1,1482,48,2016
Games Started,11,2,1518,48,2016
Games Started,11,3,1682,48,2016
Games Started,11,4,2071,48,2016
Games Started,11,5,1637,47,2016
Games Started,11,6,1663,47,2016
Games Started,11,7,575,46,2016
Games Started,11,8,1209,43,2016
Games Started,11,9,1529,43,2016
Games Started,11,10,1882,43,2016
Games Started,11,11,405,40,2016
Games Started,11,12,948,36,2016
Games Started,11,13,107,32,2016
Games Started,11,14,431,32,2016
Games Started,11,15,2334,32,2016
Games Started,11,16,291,30,2015
Games Started,11,17,372,30,2016
Games Started,11,18,200,19,2016
Games Started,11,19,912,17,2016
Games Started,11,20,2241,17,2016
Games Started,11,21,3929,17,2016
Games Started,11,22,244,16,2014
Games Started,11,23,1040,16,2014
Games Started,11,24,204,15,2014
Games Started,11,25,98,15,2016
Games Started,11,26,328,14,2015
Games Started,11,27,4730,14,2016
Games Started,11,28,3677,12,2016
Games Started,11,29,4115,12,2016
Games Started,11,30,3828,10,2015
Games Started,11,31,2234,10,2016
Games Started,11,32,3796,10,2016
Games Started,11,33,1221,9,2014
Games Started,11,34,799,8,2014
Games Started,11,35,1821,7,2014
Games Started,11,36,4649,7,2016
Games Started,11,37,1676,6,2014
Games Started,11,38,3122,6,2014
Games Started,11,39,2976,6,2015
Games Started,11,40,1177,6,2016
Games Started,11,41,4192,6,2016
Games Started,11,42,765,5,2016
Games Started,11,43,2517,5,2016
Games Started,11,44,2948,5,2016
Games Started,11,45,3199,5,2016
Games Started,11,46,3177,4,2014
Games Started,11,47,2335,2,2014
Games Started,11,48,1450,2,2015
Games Started,11,49,1632,2,2015
Games Started,11,50,928,1,2014
Games Started,11,51,996,1,2014
Games Started,11,52,1168,1,2014
Games Started,11,53,1757,1,2016
Games Started,11,54,3278,1,2016
Games Started,11,55,4274,1,2016
Quarterback Rating,12,0,1138,695,2016
Pass Attempts,12,0,1138,2016,2016
Pass Attempts,12,1,2374,7,2015
Pass Completions,12,0,1138,1149,2016
Pass Completions,12,1,2374,4,2015
Completion Percentage,12,0,1138,570,2016
Passing Yards,12,0,1138,12036,2016
Passing Yards,12,1,2374,72,2015
Yards per Pass Attempt,12,0,1138,597,2016
Passing Touchdowns,12,0,1138,69,2016
Passing Touchdowns,12,1,2374,1,2015
Times Sacked,12,0,1138,98,2016
300 Yards Passing,12,0,1138,9,2016
Rushing Attempts,12,0,165,428,2015
Rushing Attempts,12,1,1138,121,2016
Rushing Attempts,12,2,718,116,2016
Rushing Attempts,12,3,1945,104,2016
Rushing Attempts,12,4,1938,86,2014
Rushing Attempts,12,5,1235,74,2015
Rushing Attempts,12,6,4084,60,2016
Rushing Attempts,12,7,1670,25,2016
Rushing Attempts,12,8,779,6,2016
Rushing Attempts,12,9,1280,3,2014
Rushing Attempts,12,10,2374,2,2015
Rushing Attempts,12,11,656,1,2014
Rushing Attempts,12,12,1816,1,2015
Rushing Attempts,12,13,536,1,2016
Rushing Yards,12,0,165,1870,2015
Rushing Yards,12,1,1138,870,2016
Rushing Yards,12,2,718,519,2016
Rushing Yards,12,3,1945,381,2016
Rushing Yards,12,4,1938,369,2014
Rushing Yards,12,5,1235,273,2015
Rushing Yards,12,6,4084,157,2016
Rushing Yards,12,7,1670,80,2016
Rushing Yards,12,8,779,17,2016
Rushing Yards,12,9,2374,4,2015
Rushing Yards,12,10,1280,3,2014
Rushing Yards,12,11,536,1,2016
Rushing Touchdowns,12,0,165,14,2015
Rushing Touchdowns,12,1,1138,5,2016
Rushing Touchdowns,12,2,1938,4,2014
Rushing Touchdowns,12,3,1235,2,2015
Rushing Touchdowns,12,4,718,2,2016
Rushing Touchdowns,12,5,1945,1,2016
Rushing Touchdowns,12,6,4084,1,2016
100 Yards Rushing,12,0,165,6,2015
100 Yards Rushing,12,1,718,1,2016
Receptions,12,0,779,218,2016
Receptions,12,1,1593,174,2016
Receptions,12,2,1280,103,2014
Receptions,12,3,494,93,2016
Receptions,12,4,1670,64,2016
Receptions,12,5,987,51,2014
Receptions,12,6,165,51,2015
Receptions,12,7,1816,49,2015
Receptions,12,8,786,46,2016
Receptions,12,9,271,39,2015
Receptions,12,10,255,37,2015
Receptions,12,11,718,32,2016
Receptions,12,12,3428,32,2016
Receptions,12,13,4236,23,2016
Receptions,12,14,1235,22,2015
Receptions,12,15,1945,20,2016
Receptions,12,16,481,19,2014
Receptions,12,17,411,16,2016
Receptions,12,18,2042,14,2014
Receptions,12,19,195,11,2015
Receptions,12,20,3462,11,2016
Receptions,12,21,1938,9,2014
Receptions,12,22,4084,9,2016
Receptions,12,23,4179,1,2016
Receiving Yards,12,0,779,3104,2016
Receiving Yards,12,1,1593,1888,2016
Receiving Yards,12,2,1280,1237,2014
Receiving Yards,12,3,494,919,2016
Receiving Yards,12,4,987,533,2014
Receiving Yards,12,5,1816,486,2015
Receiving Yards,12,6,255,425,2015
Receiving Yards,12,7,165,414,2015
Receiving Yards,12,8,271,405,2015
Receiving Yards,12,9,786,357,2016
Receiving Yards,12,10,1670,357,2016
Receiving Yards,12,11,3428,342,2016
Receiving Yards,12,12,4236,269,2016
Receiving Yards,12,13,718,199,2016
Receiving Yards,12,14,481,191,2014
Receiving Yards,12,15,2042,163,2014
Receiving Yards,12,16,1235,124,2015
Receiving Yards,12,17,1945,115,2016
Receiving Yards,12,18,411,103,2016
Receiving Yards,12,19,3462,96,2016
Receiving Yards,12,20,195,94,2015
Receiving Yards,12,21,4084,83,2016
Receiving Yards,12,22,1938,64,2014
Receiving Yards,12,23,4179,8,2016
Yards per Reception,12,0,779,1424,2016
Yards per Reception,12,1,1280,1201,2014
Yards per Reception,12,2,1593,1085,2016
Receiving Touchdowns,12,0,779,17,2016
Receiving Touchdowns,12,1,1593,12,2016
Receiving Touchdowns,12,2,1280,9,2014
Receiving Touchdowns,12,3,1670,5,2016
Receiving Touchdowns,12,4,2042,3,2014
Receiving Touchdowns,12,5,1235,3,2015
Receiving Touchdowns,12,6,1816,3,2015
Receiving Touchdowns,12,7,494,3,2016
Receiving Touchdowns,12,8,987,2,2014
Receiving Touchdowns,12,9,271,2,2015
Receiving Touchdowns,12,10,3428,2,2016
Receiving Touchdowns,12,11,481,1,2014
Receiving Touchdowns,12,12,1938,1,2014
Receiving Touchdowns,12,13,165,1,2015
Receiving Touchdowns,12,14,195,1,2015
Receiving Touchdowns,12,15,255,1,2015
Receiving Touchdowns,12,16,411,1,2016
Receiving Touchdowns,12,17,786,1,2016
Receiving Touchdowns,12,18,1945,1,2016
Receiving Touchdowns,12,19,4236,1,2016
Targeted Passes,12,0,779,394,2016
Targeted Passes,12,1,1593,320,2016
Targeted Passes,12,2,494,175,2016
Targeted Passes,12,3,1280,174,2014
Targeted Passes,12,4,987,92,2014
Targeted Passes,12,5,1816,89,2015
Targeted Passes,12,6,1670,87,2016
Targeted Passes,12,7,271,79,2015
Targeted Passes,12,8,786,74,2016
Targeted Passes,12,9,165,71,2015
Targeted Passes,12,10,255,69,2015
Targeted Passes,12,11,4236,64,2016
Targeted Passes,12,12,3428,61,2016
Targeted Passes,12,13,481,51,2014
Targeted Passes,12,14,718,39,2016
Targeted Passes,12,15,1235,33,2015
Targeted Passes,12,16,1945,27,2016
Targeted Passes,12,17,411,25,2016
Targeted Passes,12,18,2042,22,2014
Targeted Passes,12,19,3462,17,2016
Targeted Passes,12,20,195,14,2015
Targeted Passes,12,21,1938,13,2014
Targeted Passes,12,22,4084,9,2016
Targeted Passes,12,23,656,3,2014
Targeted Passes,12,24,4179,1,2016
Passes Dropped,12,0,779,25,2016
Passes Dropped,12,1,1593,21,2016
Passes Dropped,12,2,494,10,2016
Passes Dropped,12,3,271,9,2015
Passes Dropped,12,4,1280,7,2014
Passes Dropped,12,5,987,6,2014
Passes Dropped,12,6,786,6,2016
Passes Dropped,12,7,1816,5,2015
Passes Dropped,12,8,3428,5,2016
Passes Dropped,12,9,481,3,2014
Passes Dropped,12,10,1670,3,2016
Passes Dropped,12,11,4236,3,2016
Passes Dropped,12,12,255,2,2015
Passes Dropped,12,13,718,2,2016
Passes Dropped,12,14,1938,1,2014
Passes Dropped,12,15,165,1,2015
Passes Dropped,12,16,195,1,2015
Passes Dropped,12,17,1235,1,2015
100 Yards Receiving,12,0,779,9,2016
100 Yards Receiving,12,1,1280,5,2014
100 Yards Receiving,12,2,1593,4,2016
100 Yards Receiving,12,3,987,1,2014
Interceptions,12,0,1309,16,2016
Interceptions,12,1,920,7,2016
Interceptions,12,2,3816,6,2016
Interceptions,12,3,642,4,2016
Interceptions,12,4,471,3,2014
Interceptions,12,5,1175,3,2014
Interceptions,12,6,2239,3,2014
Interceptions,12,7,2334,3,2014
Interceptions,12,8,440,2,2016
Interceptions,12,9,3933,2,2016
Interceptions,12,10,48,1,2014
Interceptions,12,11,822,1,2014
Interceptions,12,12,2984,1,2015
Interceptions,12,13,3732,1,2015
Interceptions,12,14,312,1,2016
Interceptions,12,15,1526,1,2016
Interceptions,12,16,3063,1,2016
Interceptions,12,17,4621,1,2016
Pass Defense Percentage,12,0,1309,837,2016
Pass Defense Percentage,12,1,920,803,2016
Pass Defense Percentage,12,2,2334,788,2014
Pass Defense Percentage,12,3,642,786,2016
Pass Defense Percentage,12,4,440,783,2016
Pass Defense Percentage,12,5,1175,765,2014
Tackles,12,0,312,237,2016
Tackles,12,1,790,185,2016
Tackles,12,2,920,182,2016
Tackles,12,3,440,165,2016
Tackles,12,4,3816,156,2016
Tackles,12,5,1309,153,2016
Tackles,12,6,4621,128,2016
Tackles,12,7,3933,111,2016
Tackles,12,8,642,96,2016
Tackles,12,9,1175,90,2014
Tackles,12,10,471,75,2014
Tackles,12,11,2334,73,2014
Tackles,12,12,2239,60,2014
Tackles,12,13,1777,60,2016
Tackles,12,14,48,38,2014
Tackles,12,15,466,35,2016
Tackles,12,16,2907,35,2016
Tackles,12,17,1552,34,2015
Tackles,12,18,1108,33,2015
Tackles,12,19,4817,32,2016
Tackles,12,20,1346,31,2015
Tackles,12,21,2909,30,2016
Tackles,12,22,3858,29,2015
Tackles,12,23,108,28,2014
Tackles,12,24,214,27,2014
Tackles,12,25,2984,27,2015
Tackles,12,26,3732,24,2015
Tackles,12,27,2154,23,2015
Tackles,12,28,2153,23,2016
Tackles,12,29,3817,23,2016
Tackles,12,30,3036,21,2014
Tackles,12,31,1440,18,2015
Tackles,12,32,822,17,2014
Tackles,12,33,1593,16,2016
Tackles,12,34,779,15,2016
Tackles,12,35,3063,15,2016
Tackles,12,36,2144,14,2014
Tackles,12,37,1298,12,2016
Tackles,12,38,1526,12,2016
Tackles,12,39,910,11,2014
Tackles,12,40,1223,11,2014
Tackles,12,41,130,11,2015
Tackles,12,42,83,11,2016
Tackles,12,43,1782,10,2015
Tackles,12,44,1834,9,2016
Tackles,12,45,184,8,2015
Tackles,12,46,1074,6,2015
Tackles,12,47,1035,5,2014
Tackles,12,48,1138,5,2016
Tackles,12,49,1280,4,2014
Tackles,12,50,494,4,2016
Tackles,12,51,4236,4,2016
Tackles,12,52,2042,3,2014
Tackles,12,53,271,3,2015
Tackles,12,54,786,3,2016
Tackles,12,55,481,2,2014
Tackles,12,56,165,2,2015
Tackles,12,57,255,2,2015
Tackles,12,58,1347,2,2015
Tackles,12,59,3428,2,2016
Tackles,12,60,3862,2,2016
Tackles,12,61,1816,1,2015
Tackles,12,62,411,1,2016
Tackles,12,63,1670,1,2016
Tackles,12,64,1945,1,2016
Tackles,12,65,2677,1,2016
Tackles,12,66,3462,1,2016
Tackles,12,67,4084,1,2016
Assists,12,0,312,95,2016
Assists,12,1,440,68,2016
Assists,12,2,3816,65,2016
Assists,12,3,790,60,2016
Assists,12,4,920,50,2016
Assists,12,5,4621,39,2016
Assists,12,6,2334,38,2014
Assists,12,7,642,37,2016
Assists,12,8,1309,34,2016
Assists,12,9,1175,31,2014
Assists,12,10,1777,30,2016
Assists,12,11,3933,25,2016
Assists,12,12,471,18,2014
Assists,12,13,2239,18,2014
Assists,12,14,1108,15,2015
Assists,12,15,1552,14,2015
Assists,12,16,1834,14,2016
Assists,12,17,1346,13,2015
Assists,12,18,2154,13,2015
Assists,12,19,3732,13,2015
Assists,12,20,48,12,2014
Assists,12,21,4817,12,2016
Assists,12,22,2984,11,2015
Assists,12,23,2907,11,2016
Assists,12,24,1223,10,2014
Assists,12,25,3858,10,2015
Assists,12,26,214,9,2014
Assists,12,27,466,8,2016
Assists,12,28,2153,8,2016
Assists,12,29,822,7,2014
Assists,12,30,2144,7,2014
Assists,12,31,1298,6,2016
Assists,12,32,2909,6,2016
Assists,12,33,108,5,2014
Assists,12,34,3036,5,2014
Assists,12,35,130,5,2015
Assists,12,36,1074,5,2015
Assists,12,37,1440,5,2015
Assists,12,38,83,5,2016
Assists,12,39,1526,5,2016
Assists,12,40,1035,4,2014
Assists,12,41,184,4,2015
Assists,12,42,1347,3,2015
Assists,12,43,3817,3,2016
Assists,12,44,3063,2,2016
Assists,12,45,1782,1,2015
Assists,12,46,2979,1,2015
Assists,12,47,3862,1,2016
Sacks,12,0,790,275,2016
Sacks,12,1,1777,120,2016
Sacks,12,2,1552,90,2015
Sacks,12,3,108,85,2014
Sacks,12,4,312,70,2016
Sacks,12,5,466,70,2016
Sacks,12,6,440,60,2016
Sacks,12,7,2153,45,2016
Sacks,12,8,2909,40,2016
Sacks,12,9,2907,35,2016
Sacks,12,10,1223,30,2014
Sacks,12,11,2144,30,2014
Sacks,12,12,920,30,2016
Sacks,12,13,3732,25,2015
Sacks,12,14,48,20,2014
Sacks,12,15,1108,20,2015
Sacks,12,16,1309,20,2016
Sacks,12,17,3816,20,2016
Sacks,12,18,4621,20,2016
Sacks,12,19,1175,15,2014
Sacks,12,20,2154,15,2015
Sacks,12,21,2984,15,2015
Sacks,12,22,214,10,2014
Sacks,12,23,910,10,2014
Sacks,12,24,1074,10,2015
Sacks,12,25,1347,10,2015
Sacks,12,26,83,10,2016
Sacks,12,27,642,10,2016
Sacks,12,28,2239,5,2014
Sacks,12,29,184,5,2015
Sacks,12,30,1440,5,2015
Sacks,12,31,1298,5,2016
Hurries,12,0,790,38,2016
Hurries,12,1,108,21,2014
Hurries,12,2,1777,19,2016
Hurries,12,3,1108,18,2015
Hurries,12,4,466,15,2016
Hurries,12,5,214,7,2014
Hurries,12,6,1223,6,2014
Hurries,12,7,2909,5,2016
Hurries,12,8,312,4,2016
Hurries,12,9,2153,4,2016
Hurries,12,10,3816,4,2016
Hurries,12,11,1552,3,2015
Hurries,12,12,1782,3,2015
Hurries,12,13,2154,3,2015
Hurries,12,14,83,3,2016
Hurries,12,15,2907,3,2016
Hurries,12,16,48,2,2014
Hurries,12,17,2144,2,2014
Hurries,12,18,1346,2,2015
Hurries,12,19,3732,2,2015
Hurries,12,20,1309,2,2016
Hurries,12,21,1175,1,2014
Hurries,12,22,2334,1,2014
Hurries,12,23,1074,1,2015
Hurries,12,24,642,1,2016
Hurries,12,25,1298,1,2016
Hurries,12,26,4621,1,2016
Blocked Passes,12,0,790,10,2016
Blocked Passes,12,1,108,5,2014
Blocked Passes,12,2,466,4,2016
Blocked Passes,12,3,1777,4,2016
Blocked Passes,12,4,1108,3,2015
Blocked Passes,12,5,214,2,2014
Blocked Passes,12,6,2144,2,2014
Blocked Passes,12,7,1074,1,2015
Blocked Passes,12,8,1782,1,2015
Blocked Passes,12,9,3732,1,2015
Blocked Passes,12,10,83,1,2016
Blocked Passes,12,11,312,1,2016
Blocked Passes,12,12,2907,1,2016
Blocked Passes,12,13,4621,1,2016
Field Goals,12,0,4474,33,2016
Field Goals,12,1,1419,27,2015
Field Goals,12,2,2132,24,2014
Key Run Blocks,12,0,979,50,2016
Key Run Blocks,12,1,536,48,2016
Key Run Blocks,12,2,1015,40,2016
Key Run Blocks,12,3,1773,38,2016
Key Run Blocks,12,4,275,33,2015
Key Run Blocks,12,5,1670,27,2016
Key Run Blocks,12,6,1041,15,2016
Key Run Blocks,12,7,271,9,2015
Key Run Blocks,12,8,4398,9,2016
Key Run Blocks,12,9,618,7,2016
Key Run Blocks,12,10,891,3,2014
Key Run Blocks,12,11,1061,3,2014
Key Run Blocks,12,12,2654,3,2014
Key Run Blocks,12,13,2677,3,2016
Key Run Blocks,12,14,411,2,2016
Key Run Blocks,12,15,1551,1,2015
Key Run Opportunities,12,0,979,177,2016
Key Run Opportunities,12,1,536,144,2016
Key Run Opportunities,12,2,1773,135,2016
Key Run Opportunities,12,3,1015,134,2016
Key Run Opportunities,12,4,275,108,2015
Key Run Opportunities,12,5,1670,65,2016
Key Run Opportunities,12,6,1041,41,2016
Key Run Opportunities,12,7,618,25,2016
Key Run Opportunities,12,8,4398,23,2016
Key Run Opportunities,12,9,271,20,2015
Key Run Opportunities,12,10,891,12,2014
Key Run Opportunities,12,11,786,7,2016
Key Run Opportunities,12,12,823,6,2016
Key Run Opportunities,12,13,2654,5,2014
Key Run Opportunities,12,14,411,5,2016
Key Run Opportunities,12,15,2677,5,2016
Key Run Opportunities,12,16,1061,4,2014
Key Run Opportunities,12,17,3579,4,2016
Key Run Opportunities,12,18,2715,3,2014
Key Run Opportunities,12,19,656,1,2014
Key Run Opportunities,12,20,1551,1,2015
Pancake Blocks,12,0,1670,4,2016
Pancake Blocks,12,1,536,3,2016
Pancake Blocks,12,2,979,3,2016
Pancake Blocks,12,3,271,1,2015
Pancake Blocks,12,4,1773,1,2016
Passes Defensed,12,0,1309,35,2016
Passes Defensed,12,1,920,34,2016
Passes Defensed,12,2,440,11,2016
Passes Defensed,12,3,312,10,2016
Passes Defensed,12,4,2334,9,2014
Passes Defensed,12,5,1175,7,2014
Passes Defensed,12,6,3933,7,2016
Passes Defensed,12,7,471,6,2014
Passes Defensed,12,8,642,6,2016
Passes Defensed,12,9,3816,6,2016
Passes Defensed,12,10,4621,6,2016
Passes Defensed,12,11,2239,5,2014
Passes Defensed,12,12,4817,4,2016
Passes Defensed,12,13,48,2,2014
Passes Defensed,12,14,910,2,2014
Passes Defensed,12,15,3036,2,2014
Passes Defensed,12,16,130,2,2015
Passes Defensed,12,17,1440,2,2015
Passes Defensed,12,18,1347,1,2015
Passes Defensed,12,19,2984,1,2015
Passes Defensed,12,20,3732,1,2015
Passes Defensed,12,21,466,1,2016
Passes Defensed,12,22,2907,1,2016
Passes Defensed,12,23,3063,1,2016
Passes Defensed,12,24,3817,1,2016
Punt Return Yards,12,0,3933,415,2016
Punt Return Yards,12,1,987,344,2014
Punt Return Yards,12,2,481,27,2014
Punt Return Yards,12,3,130,11,2015
Punt Return Yards,12,4,494,11,2016
Kickoff Return Yards,12,0,3933,1445,2016
Kickoff Return Yards,12,1,2042,786,2014
Kickoff Return Yards,12,2,130,303,2015
Kickoff Return Yards,12,3,4236,130,2016
Kickoff Return Yards,12,4,987,111,2014
Kickoff Return Yards,12,5,494,53,2016
Kickoff Return Yards,12,6,165,25,2015
Kickoff Return Yards,12,7,3462,23,2016
Kickoff Return Yards,12,8,1593,21,2016
Points Scored,12,0,4474,132,2016
Points Scored,12,1,2132,118,2014
Points Scored,12,2,1419,105,2015
Points Scored,12,3,779,102,2016
Points Scored,12,4,165,90,2015
Points Scored,12,5,1593,72,2016
Points Scored,12,6,1280,54,2014
Points Scored,12,7,1670,32,2016
Points Scored,12,8,1938,30,2014
Points Scored,12,9,1235,30,2015
Points Scored,12,10,1138,30,2016
Points Scored,12,11,2042,18,2014
Points Scored,12,12,1816,18,2015
Points Scored,12,13,494,18,2016
Points Scored,12,14,987,12,2014
Points Scored,12,15,271,12,2015
Points Scored,12,16,718,12,2016
Points Scored,12,17,1309,12,2016
Points Scored,12,18,1945,12,2016
Points Scored,12,19,3428,12,2016
Points Scored,12,20,3816,12,2016
Points Scored,12,21,1175,10,2014
Points Scored,12,22,471,6,2014
Points Scored,12,23,481,6,2014
Points Scored,12,24,2334,6,2014
Points Scored,12,25,195,6,2015
Points Scored,12,26,255,6,2015
Points Scored,12,27,1108,6,2015
Points Scored,12,28,411,6,2016
Points Scored,12,29,466,6,2016
Points Scored,12,30,642,6,2016
Points Scored,12,31,786,6,2016
Points Scored,12,32,920,6,2016
Points Scored,12,33,4084,6,2016
Points Scored,12,34,4236,6,2016
Yards from Scrimmage,12,0,779,3121,2016
Yards from Scrimmage,12,1,165,2284,2015
Yards from Scrimmage,12,2,1593,1888,2016
Yards from Scrimmage,12,3,1280,1240,2014
Yards from Scrimmage,12,4,494,919,2016
Yards from Scrimmage,12,5,1138,870,2016
Yards from Scrimmage,12,6,718,718,2016
Yards from Scrimmage,12,7,987,533,2014
Yards from Scrimmage,12,8,1945,496,2016
Yards from Scrimmage,12,9,1816,485,2015
Yards from Scrimmage,12,10,1670,437,2016
Yards from Scrimmage,12,11,1938,433,2014
Yards from Scrimmage,12,12,255,425,2015
Yards from Scrimmage,12,13,271,405,2015
Yards from Scrimmage,12,14,1235,397,2015
Yards from Scrimmage,12,15,786,357,2016
Yards from Scrimmage,12,16,3428,342,2016
Yards from Scrimmage,12,17,4236,269,2016
Yards from Scrimmage,12,18,4084,240,2016
Yards from Scrimmage,12,19,481,191,2014
Yards from Scrimmage,12,20,2042,163,2014
Yards from Scrimmage,12,21,411,103,2016
Yards from Scrimmage,12,22,3462,96,2016
Yards from Scrimmage,12,23,195,94,2015
Yards from Scrimmage,12,24,4179,8,2016
Yards from Scrimmage,12,25,2374,4,2015
Yards from Scrimmage,12,26,536,1,2016
All-Purpose Yards,12,0,779,3121,2016
All-Purpose Yards,12,1,165,2312,2015
All-Purpose Yards,12,2,1593,1909,2016
All-Purpose Yards,12,3,3933,1860,2016
All-Purpose Yards,12,4,1280,1240,2014
All-Purpose Yards,12,5,987,991,2014
All-Purpose Yards,12,6,494,988,2016
All-Purpose Yards,12,7,2042,949,2014
All-Purpose Yards,12,8,1138,870,2016
All-Purpose Yards,12,9,718,718,2016
All-Purpose Yards,12,10,1945,496,2016
All-Purpose Yards,12,11,1816,485,2015
All-Purpose Yards,12,12,1670,437,2016
All-Purpose Yards,12,13,1938,433,2014
All-Purpose Yards,12,14,255,425,2015
All-Purpose Yards,12,15,271,405,2015
All-Purpose Yards,12,16,4236,399,2016
All-Purpose Yards,12,17,1235,397,2015
All-Purpose Yards,12,18,786,357,2016
All-Purpose Yards,12,19,3428,342,2016
All-Purpose Yards,12,20,130,314,2015
All-Purpose Yards,12,21,4084,240,2016
All-Purpose Yards,12,22,481,218,2014
All-Purpose Yards,12,23,1309,169,2016
All-Purpose Yards,12,24,920,136,2016
All-Purpose Yards,12,25,3462,119,2016
All-Purpose Yards,12,26,195,114,2015
All-Purpose Yards,12,27,642,106,2016
All-Purpose Yards,12,28,2334,104,2014
All-Purpose Yards,12,29,411,103,2016
All-Purpose Yards,12,30,471,91,2014
All-Purpose Yards,12,31,3816,89,2016
All-Purpose Yards,12,32,1175,62,2014
All-Purpose Yards,12,33,440,47,2016
