Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Rushing Yards,3,6,477,153,2016,3,13
Rushing Yards,3,7,477,152,2014,3,30
Rushing Yards,3,8,477,150,2016,3,25
Rushing Yards,3,9,477,136,2015,3,12
Rushing Yards,3,10,477,135,2014,3,5
Rushing Yards,3,11,477,135,2016,3,19
Rushing Yards,3,12,1616,134,2015,3,31
Rushing Yards,3,13,477,126,2014,3,31
Rushing Yards,3,14,1829,125,2016,3,22
Rushing Yards,3,15,477,121,2016,3,19
Rushing Yards,3,16,477,119,2016,3,14
Rushing Yards,3,17,477,114,2014,3,9
Rushing Yards,3,18,477,114,2016,3,14
Rushing Yards,3,19,477,113,2014,3,16
Rushing Yards,3,20,477,113,2015,3,7
Rushing Yards,3,21,477,112,2015,3,29
Rushing Yards,3,22,477,110,2015,3,2
Rushing Yards,3,23,477,106,2015,3,14
Rushing Yards,3,24,477,103,2014,3,19
Rushing Yards,3,25,1616,103,2015,3,11
Rushing Yards,3,26,477,102,2014,3,15
Rushing Yards,3,27,477,97,2016,3,22
Rushing Yards,3,28,477,96,2015,3,28
Rushing Yards,3,29,477,95,2016,3,16
Rushing Yards,3,30,477,92,2014,3,23
Rushing Yards,3,31,477,92,2015,3,19
Rushing Yards,3,32,1616,89,2015,3,29
Rushing Yards,3,33,477,83,2015,3,8
Rushing Yards,3,34,477,80,2016,3,6
Rushing Yards,3,35,477,71,2016,3,12
Rushing Yards,3,36,477,68,2014,3,13
Rushing Yards,3,37,477,65,2014,3,8
Rushing Yards,3,38,477,63,2014,3,19
Rushing Yards,3,39,1488,59,2014,3,8
Rushing Yards,3,40,477,59,2016,3,2
Rushing Yards,3,41,477,57,2016,3,24
Rushing Yards,3,42,1488,56,2015,3,7
Rushing Yards,3,43,1488,55,2016,3,2
Rushing Yards,3,44,1616,53,2014,3,15
Rushing Yards,3,45,477,53,2015,3,18
Rushing Yards,3,46,1488,50,2014,3,19
Rushing Yards,3,47,1488,50,2015,3,28
Rushing Yards,3,48,477,48,2014,3,10
Rushing Yards,3,49,477,48,2015,3,16
Rushing Yards,3,50,477,45,2014,3,20
Rushing Yards,3,51,477,44,2014,3,16
Rushing Yards,3,52,1829,44,2016,3,16
Rushing Yards,3,53,1488,41,2014,3,9
Rushing Yards,3,54,477,41,2014,3,14
Rushing Yards,3,55,1829,41,2016,3,6
Rushing Yards,3,56,1488,40,2015,3,31
Rushing Yards,3,57,1488,38,2015,3,18
Rushing Yards,3,58,1488,37,2014,3,16
Rushing Yards,3,59,1616,35,2014,3,10
Rushing Yards,3,60,1488,35,2016,3,13
Rushing Yards,3,61,1488,35,2016,3,26
Rushing Yards,3,62,1488,34,2014,3,13
Rushing Yards,3,63,1616,34,2014,3,20
Rushing Yards,3,64,1938,34,2015,3,11
Rushing Yards,3,65,1829,34,2016,3,25
Rushing Yards,3,66,1488,33,2016,3,14
Rushing Yards,3,67,1829,33,2016,3,24
Rushing Yards,3,68,1616,32,2014,3,16
Rushing Yards,3,69,1938,32,2015,3,31
Rushing Yards,3,70,1616,31,2014,3,8
Rushing Yards,3,71,1616,30,2014,3,19
Rushing Yards,3,72,1616,30,2014,3,30
Rushing Yards,3,73,1488,30,2015,3,8
Rushing Yards,3,74,1829,30,2016,3,19
Rushing Yards,3,75,477,29,2016,3,16
Rushing Yards,3,76,1488,29,2016,3,25
Rushing Yards,3,77,1616,28,2014,3,14
Rushing Yards,3,78,1829,28,2016,3,0
Rushing Yards,3,79,1488,28,2016,3,6
Rushing Yards,3,80,1488,27,2015,3,14
Rushing Yards,3,81,1488,27,2015,3,12
Rushing Yards,3,82,1488,26,2015,3,21
Rushing Yards,3,83,366,26,2016,3,16
Rushing Yards,3,84,1488,25,2014,3,15
Rushing Yards,3,85,429,25,2015,3,31
Rushing Yards,3,86,1616,25,2015,3,16
Rushing Yards,3,87,1488,25,2016,3,19
Rushing Yards,3,88,1488,24,2016,3,30
Rushing Yards,3,89,1616,23,2014,3,16
Rushing Yards,3,90,1488,23,2014,3,14
Rushing Yards,3,91,1488,23,2016,3,16
Rushing Yards,3,92,429,22,2014,3,31
Rushing Yards,3,93,1488,22,2014,3,10
Rushing Yards,3,94,429,22,2015,3,14
Rushing Yards,3,95,429,22,2015,3,18
Rushing Yards,3,96,1829,22,2016,3,16
Rushing Yards,3,97,1829,22,2016,3,26
Rushing Yards,3,98,477,21,2015,3,16
Rushing Yards,3,99,1488,21,2015,3,16
Yards per Carry,3,0,477,850,2015,3,14
Yards per Carry,3,1,477,800,2016,3,0
Yards per Carry,3,2,477,765,2016,3,13
Yards per Carry,3,3,477,740,2015,3,19
Yards per Carry,3,4,1616,705,2015,3,31
Yards per Carry,3,5,477,683,2016,3,30
Yards per Carry,3,6,477,643,2014,3,5
Yards per Carry,3,7,477,624,2015,3,14
Yards per Carry,3,8,1616,606,2015,3,11
Yards per Carry,3,9,477,605,2016,3,19
Yards per Carry,3,10,477,583,2014,3,14
Yards per Carry,3,11,477,567,2015,3,12
Yards per Carry,3,12,477,565,2015,3,28
Yards per Carry,3,13,477,557,2015,3,21
Yards per Carry,3,14,1829,543,2016,3,22
Yards per Carry,3,15,477,541,2015,3,19
Yards per Carry,3,16,477,518,2014,3,9
Yards per Carry,3,17,477,496,2016,3,14
Yards per Carry,3,18,477,478,2015,3,2
Yards per Carry,3,19,477,475,2016,3,14
Yards per Carry,3,20,477,469,2016,3,25
Yards per Carry,3,21,477,460,2014,3,23
Yards per Carry,3,22,477,450,2014,3,31
Yards per Carry,3,23,477,448,2015,3,29
Yards per Carry,3,24,477,447,2014,3,30
Yards per Carry,3,25,477,429,2014,3,19
Yards per Carry,3,26,477,421,2016,3,6
Yards per Carry,3,27,477,409,2016,3,19
Yards per Carry,3,28,477,408,2014,3,15
Yards per Carry,3,29,477,377,2014,3,16
Yards per Carry,3,30,477,377,2015,3,7
Yards per Carry,3,31,477,369,2016,3,2
Yards per Carry,3,32,477,353,2015,3,18
Yards per Carry,3,33,477,332,2015,3,8
Yards per Carry,3,34,477,317,2016,3,16
Yards per Carry,3,35,477,309,2016,3,12
Yards per Carry,3,36,477,300,2014,3,10
Yards per Carry,3,37,477,285,2016,3,24
Yards per Carry,3,38,477,283,2014,3,8
Yards per Carry,3,39,477,272,2014,3,13
Yards per Carry,3,40,1829,241,2016,3,6
Rushing Touchdowns,3,0,1488,2,2014,3,30
Rushing Touchdowns,3,1,477,2,2015,3,12
Rushing Touchdowns,3,2,477,2,2016,3,22
Rushing Touchdowns,3,3,1829,2,2016,3,22
Rushing Touchdowns,3,4,477,2,2016,3,24
Rushing Touchdowns,3,5,477,2,2016,3,14
Rushing Touchdowns,3,6,1616,1,2014,3,5
Rushing Touchdowns,3,7,477,1,2014,3,14
Rushing Touchdowns,3,8,1616,1,2014,3,14
Rushing Touchdowns,3,9,477,1,2014,3,23
Rushing Touchdowns,3,10,477,1,2014,3,31
Rushing Touchdowns,3,11,477,1,2014,3,30
Rushing Touchdowns,3,12,477,1,2014,3,8
Rushing Touchdowns,3,13,477,1,2014,3,10
Rushing Touchdowns,3,14,1616,1,2014,3,16
Rushing Touchdowns,3,15,477,1,2015,3,8
Rushing Touchdowns,3,16,1616,1,2015,3,11
Rushing Touchdowns,3,17,1938,1,2015,3,11
Rushing Touchdowns,3,18,1616,1,2015,3,31
Rushing Touchdowns,3,19,1938,1,2015,3,31
Rushing Touchdowns,3,20,477,1,2015,3,14
Rushing Touchdowns,3,21,1488,1,2015,3,7
Rushing Touchdowns,3,22,477,1,2015,3,2
Rushing Touchdowns,3,23,1616,1,2015,3,2
Rushing Touchdowns,3,24,477,1,2015,3,19
Rushing Touchdowns,3,25,1616,1,2015,3,19
Rushing Touchdowns,3,26,477,1,2016,3,0
Rushing Touchdowns,3,27,477,1,2016,3,13
Rushing Touchdowns,3,28,1829,1,2016,3,13
Rushing Touchdowns,3,29,477,1,2016,3,14
Rushing Touchdowns,3,30,1829,1,2016,3,19
Rushing Touchdowns,3,31,366,1,2016,3,16
Rushing Touchdowns,3,32,477,1,2016,3,25
Receptions,3,0,366,13,2016,3,26
Receptions,3,1,571,9,2015,3,31
Receptions,3,2,366,9,2016,3,16
Receptions,3,3,366,8,2014,3,30
Receptions,3,4,571,8,2014,3,20
Receptions,3,5,571,8,2015,3,16
Receptions,3,6,571,8,2015,3,18
Receptions,3,7,366,8,2016,3,12
Receptions,3,8,571,7,2014,3,19
Receptions,3,9,571,7,2014,3,8
Receptions,3,10,571,7,2015,3,14
Receptions,3,11,571,7,2015,3,8
Receptions,3,12,366,7,2015,3,16
Receptions,3,13,477,7,2016,3,13
Receptions,3,14,366,7,2016,3,30
Receptions,3,15,366,7,2016,3,2
Receptions,3,16,571,7,2016,3,2
Receptions,3,17,366,7,2016,3,16
Receptions,3,18,477,7,2016,3,16
Receptions,3,19,477,7,2016,3,26
Receptions,3,20,571,7,2016,3,24
Receptions,3,21,571,6,2014,3,13
Receptions,3,22,292,6,2014,3,8
Receptions,3,23,477,6,2014,3,20
Receptions,3,24,429,6,2015,3,14
Receptions,3,25,477,6,2015,3,21
Receptions,3,26,571,6,2015,3,28
Receptions,3,27,571,6,2015,3,16
Receptions,3,28,366,6,2016,3,0
Receptions,3,29,571,6,2016,3,19
Receptions,3,30,477,6,2016,3,12
Receptions,3,31,571,6,2016,3,12
Receptions,3,32,571,5,2014,3,14
Receptions,3,33,571,5,2014,3,23
Receptions,3,34,292,5,2014,3,31
Receptions,3,35,366,5,2014,3,31
Receptions,3,36,571,5,2014,3,31
Receptions,3,37,366,5,2014,3,16
Receptions,3,38,571,5,2014,3,15
Receptions,3,39,366,5,2014,3,14
Receptions,3,40,477,5,2014,3,19
Receptions,3,41,366,5,2014,3,8
Receptions,3,42,477,5,2014,3,8
Receptions,3,43,657,5,2014,3,10
Receptions,3,44,571,5,2015,3,21
Receptions,3,45,571,5,2015,3,11
Receptions,3,46,366,5,2015,3,31
Receptions,3,47,429,5,2015,3,31
Receptions,3,48,366,5,2015,3,14
Receptions,3,49,366,5,2015,3,16
Receptions,3,50,571,5,2015,3,7
Receptions,3,51,477,5,2015,3,2
Receptions,3,52,571,5,2015,3,2
Receptions,3,53,366,5,2015,3,29
Receptions,3,54,366,5,2015,3,19
Receptions,3,55,571,5,2016,3,19
Receptions,3,56,366,5,2016,3,14
Receptions,3,57,429,5,2016,3,2
Receptions,3,58,366,5,2016,3,19
Receptions,3,59,429,5,2016,3,6
Receptions,3,60,571,5,2016,3,6
Receptions,3,61,571,5,2016,3,26
Receptions,3,62,366,5,2016,3,24
Receptions,3,63,571,5,2016,3,16
Receptions,3,64,477,5,2016,3,25
Receptions,3,65,366,5,2016,3,14
Receptions,3,66,429,4,2014,3,5
Receptions,3,67,366,4,2014,3,23
Receptions,3,68,477,4,2014,3,16
Receptions,3,69,477,4,2014,3,19
Receptions,3,70,571,4,2014,3,19
Receptions,3,71,366,4,2014,3,13
Receptions,3,72,477,4,2014,3,13
Receptions,3,73,571,4,2014,3,14
Receptions,3,74,571,4,2014,3,30
Receptions,3,75,477,4,2014,3,10
Receptions,3,76,292,4,2014,3,20
Receptions,3,77,571,4,2014,3,16
Receptions,3,78,366,4,2015,3,14
Receptions,3,79,366,4,2015,3,21
Receptions,3,80,366,4,2015,3,8
Receptions,3,81,477,4,2015,3,8
Receptions,3,82,429,4,2015,3,28
Receptions,3,83,477,4,2015,3,29
Receptions,3,84,571,4,2015,3,29
Receptions,3,85,571,4,2015,3,19
Receptions,3,86,477,4,2015,3,16
Receptions,3,87,366,4,2016,3,19
Receptions,3,88,571,4,2016,3,13
Receptions,3,89,477,4,2016,3,30
Receptions,3,90,571,4,2016,3,30
Receptions,3,91,2012,4,2016,3,16
Receptions,3,92,429,4,2016,3,12
Receptions,3,93,571,4,2016,3,25
Receptions,3,94,571,4,2016,3,14
Receptions,3,95,366,3,2014,3,5
Receptions,3,96,477,3,2014,3,23
Receptions,3,97,477,3,2014,3,31
Receptions,3,98,366,3,2014,3,9
Receptions,3,99,477,3,2014,3,9
Receiving Yards,3,0,366,129,2016,3,26
Receiving Yards,3,1,571,123,2014,3,15
Receiving Yards,3,2,366,120,2016,3,16
Receiving Yards,3,3,366,120,2016,3,14
Receiving Yards,3,4,571,115,2016,3,6
Receiving Yards,3,5,571,114,2014,3,20
Receiving Yards,3,6,571,112,2015,3,11
Receiving Yards,3,7,366,111,2016,3,12
Receiving Yards,3,8,366,109,2016,3,30
Receiving Yards,3,9,366,106,2015,3,16
Receiving Yards,3,10,429,104,2015,3,31
Receiving Yards,3,11,366,104,2016,3,16
Receiving Yards,3,12,571,102,2016,3,24
Receiving Yards,3,13,571,100,2016,3,2
Receiving Yards,3,14,292,99,2014,3,8
Receiving Yards,3,15,292,97,2015,3,12
Receiving Yards,3,16,571,95,2016,3,19
Receiving Yards,3,17,477,94,2016,3,13
Receiving Yards,3,18,571,93,2015,3,8
Receiving Yards,3,19,292,92,2014,3,19
Receiving Yards,3,20,429,92,2016,3,6
Receiving Yards,3,21,366,86,2016,3,2
Receiving Yards,3,22,571,85,2016,3,0
Receiving Yards,3,23,366,84,2014,3,16
Receiving Yards,3,24,366,84,2014,3,30
Receiving Yards,3,25,571,84,2015,3,16
Receiving Yards,3,26,429,81,2015,3,18
Receiving Yards,3,27,571,81,2016,3,26
Receiving Yards,3,28,571,80,2014,3,8
Receiving Yards,3,29,366,78,2014,3,31
Receiving Yards,3,30,366,76,2015,3,19
Receiving Yards,3,31,571,76,2016,3,16
Receiving Yards,3,32,571,74,2015,3,28
Receiving Yards,3,33,366,70,2015,3,31
Receiving Yards,3,34,571,70,2015,3,31
Receiving Yards,3,35,477,70,2016,3,14
Receiving Yards,3,36,657,68,2014,3,10
Receiving Yards,3,37,571,68,2015,3,7
Receiving Yards,3,38,571,67,2014,3,13
Receiving Yards,3,39,571,67,2015,3,18
Receiving Yards,3,40,477,67,2016,3,16
Receiving Yards,3,41,366,67,2016,3,24
Receiving Yards,3,42,645,67,2016,3,14
Receiving Yards,3,43,366,66,2015,3,8
Receiving Yards,3,44,571,65,2015,3,21
Receiving Yards,3,45,366,64,2016,3,14
Receiving Yards,3,46,366,64,2016,3,25
Receiving Yards,3,47,292,63,2014,3,31
Receiving Yards,3,48,571,63,2014,3,30
Receiving Yards,3,49,477,63,2015,3,8
Receiving Yards,3,50,366,63,2015,3,18
Receiving Yards,3,51,366,63,2016,3,19
Receiving Yards,3,52,571,62,2014,3,19
Receiving Yards,3,53,571,62,2015,3,16
Receiving Yards,3,54,366,60,2014,3,5
Receiving Yards,3,55,477,58,2015,3,21
Receiving Yards,3,56,571,58,2015,3,19
Receiving Yards,3,57,571,58,2016,3,12
Receiving Yards,3,58,366,57,2014,3,9
Receiving Yards,3,59,292,57,2014,3,20
Receiving Yards,3,60,571,56,2014,3,16
Receiving Yards,3,61,571,56,2015,3,14
Receiving Yards,3,62,571,56,2015,3,29
Receiving Yards,3,63,571,55,2014,3,19
Receiving Yards,3,64,366,55,2014,3,14
Receiving Yards,3,65,366,55,2016,3,0
Receiving Yards,3,66,571,54,2014,3,23
Receiving Yards,3,67,571,54,2015,3,19
Receiving Yards,3,68,477,53,2014,3,20
Receiving Yards,3,69,292,53,2016,3,14
Receiving Yards,3,70,477,51,2014,3,19
Receiving Yards,3,71,366,51,2016,3,19
Receiving Yards,3,72,366,50,2015,3,16
Receiving Yards,3,73,571,48,2016,3,22
Receiving Yards,3,74,366,47,2014,3,13
Receiving Yards,3,75,645,47,2016,3,30
Receiving Yards,3,76,477,46,2016,3,0
Receiving Yards,3,77,477,46,2016,3,6
Receiving Yards,3,78,571,45,2014,3,14
Receiving Yards,3,79,366,45,2014,3,8
Receiving Yards,3,80,366,45,2016,3,6
Receiving Yards,3,81,657,44,2014,3,16
Receiving Yards,3,82,366,44,2015,3,14
Receiving Yards,3,83,366,44,2016,3,22
Receiving Yards,3,84,429,43,2015,3,28
Receiving Yards,3,85,477,41,2014,3,9
Receiving Yards,3,86,477,41,2015,3,16
Receiving Yards,3,87,571,41,2016,3,16
Receiving Yards,3,88,366,40,2014,3,23
Receiving Yards,3,89,2574,40,2014,3,19
Receiving Yards,3,90,477,40,2015,3,12
Receiving Yards,3,91,3388,40,2015,3,18
Receiving Yards,3,92,571,40,2016,3,19
Receiving Yards,3,93,477,40,2016,3,12
Receiving Yards,3,94,571,40,2016,3,25
Receiving Yards,3,95,571,39,2014,3,14
Receiving Yards,3,96,571,39,2016,3,14
Receiving Yards,3,97,571,38,2014,3,31
Receiving Yards,3,98,571,38,2015,3,2
Receiving Yards,3,99,477,37,2014,3,13
Yards per Reception,3,0,571,2460,2014,3,15
Yards per Reception,3,1,366,2400,2016,3,14
Yards per Reception,3,2,571,2300,2016,3,6
Yards per Reception,3,3,571,2240,2015,3,11
Yards per Reception,3,4,429,2080,2015,3,31
Yards per Reception,3,5,429,1840,2016,3,6
Yards per Reception,3,6,366,1680,2014,3,16
Yards per Reception,3,7,292,1650,2014,3,8
Yards per Reception,3,8,571,1620,2016,3,26
Yards per Reception,3,9,571,1583,2016,3,19
Yards per Reception,3,10,366,1560,2014,3,31
Yards per Reception,3,11,366,1557,2016,3,30
Yards per Reception,3,12,366,1520,2015,3,19
Yards per Reception,3,13,366,1514,2015,3,16
Yards per Reception,3,14,366,1486,2016,3,16
Yards per Reception,3,15,571,1457,2016,3,24
Yards per Reception,3,16,571,1429,2016,3,2
Yards per Reception,3,17,571,1425,2014,3,20
Yards per Reception,3,18,366,1400,2015,3,31
Yards per Reception,3,19,571,1400,2015,3,16
Yards per Reception,3,20,366,1388,2016,3,12
Yards per Reception,3,21,657,1360,2014,3,10
Yards per Reception,3,22,571,1360,2015,3,7
Yards per Reception,3,23,477,1343,2016,3,13
Yards per Reception,3,24,366,1340,2016,3,24
Yards per Reception,3,25,366,1333,2016,3,16
Yards per Reception,3,26,571,1329,2015,3,8
Yards per Reception,3,27,571,1300,2015,3,21
Yards per Reception,3,28,366,1280,2016,3,14
Yards per Reception,3,29,292,1260,2014,3,31
Yards per Reception,3,30,366,1260,2016,3,19
Yards per Reception,3,31,571,1233,2015,3,28
Yards per Reception,3,32,366,1229,2016,3,2
Yards per Reception,3,33,571,1143,2014,3,8
Yards per Reception,3,34,571,1117,2014,3,13
Yards per Reception,3,35,366,1100,2014,3,14
Yards per Reception,3,36,571,1080,2014,3,23
Yards per Reception,3,37,366,1050,2014,3,30
Yards per Reception,3,38,366,1000,2015,3,16
Yards per Reception,3,39,366,992,2016,3,26
Yards per Reception,3,40,477,967,2015,3,21
Yards per Reception,3,41,571,967,2016,3,12
Yards per Reception,3,42,477,957,2016,3,16
Yards per Reception,3,43,366,917,2016,3,0
Yards per Reception,3,44,366,900,2014,3,8
Yards per Reception,3,45,571,886,2014,3,19
Yards per Reception,3,46,477,883,2014,3,20
Yards per Reception,3,47,571,838,2015,3,18
Yards per Reception,3,48,571,820,2016,3,16
Yards per Reception,3,49,571,800,2015,3,14
Yards per Reception,3,50,571,800,2016,3,19
Yards per Reception,3,51,571,780,2014,3,14
Yards per Reception,3,52,571,778,2015,3,31
Yards per Reception,3,53,571,775,2015,3,16
Yards per Reception,3,54,571,760,2014,3,31
Yards per Reception,3,55,571,760,2015,3,2
Yards per Reception,3,56,477,740,2014,3,19
Yards per Reception,3,57,366,740,2015,3,29
Yards per Reception,3,58,429,720,2016,3,2
Yards per Reception,3,59,477,680,2014,3,8
Yards per Reception,3,60,477,667,2016,3,12
Yards per Reception,3,61,366,540,2015,3,14
Yards per Reception,3,62,477,443,2016,3,26
Yards per Reception,3,63,429,433,2015,3,14
Yards per Reception,3,64,477,300,2016,3,25
Yards per Reception,3,65,477,100,2015,3,2
Receiving Touchdowns,3,0,366,3,2016,3,14
Receiving Touchdowns,3,1,571,3,2016,3,6
Receiving Touchdowns,3,2,571,2,2015,3,8
Receiving Touchdowns,3,3,292,2,2016,3,19
Receiving Touchdowns,3,4,366,2,2016,3,19
Receiving Touchdowns,3,5,366,1,2014,3,5
Receiving Touchdowns,3,6,292,1,2014,3,23
Receiving Touchdowns,3,7,366,1,2014,3,23
Receiving Touchdowns,3,8,571,1,2014,3,23
Receiving Touchdowns,3,9,571,1,2014,3,31
Receiving Touchdowns,3,10,366,1,2014,3,9
Receiving Touchdowns,3,11,657,1,2014,3,9
Receiving Touchdowns,3,12,1616,1,2014,3,9
Receiving Touchdowns,3,13,477,1,2014,3,16
Receiving Touchdowns,3,14,292,1,2014,3,15
Receiving Touchdowns,3,15,366,1,2014,3,15
Receiving Touchdowns,3,16,571,1,2014,3,19
Receiving Touchdowns,3,17,292,1,2014,3,13
Receiving Touchdowns,3,18,1616,1,2014,3,13
Receiving Touchdowns,3,19,657,1,2014,3,14
Receiving Touchdowns,3,20,292,1,2014,3,19
Receiving Touchdowns,3,21,594,1,2014,3,19
Receiving Touchdowns,3,22,366,1,2014,3,10
Receiving Touchdowns,3,23,292,1,2014,3,20
Receiving Touchdowns,3,24,477,1,2014,3,20
Receiving Touchdowns,3,25,571,1,2014,3,20
Receiving Touchdowns,3,26,429,1,2015,3,14
Receiving Touchdowns,3,27,366,1,2015,3,21
Receiving Touchdowns,3,28,571,1,2015,3,21
Receiving Touchdowns,3,29,292,1,2015,3,8
Receiving Touchdowns,3,30,366,1,2015,3,8
Receiving Touchdowns,3,31,571,1,2015,3,28
Receiving Touchdowns,3,32,571,1,2015,3,31
Receiving Touchdowns,3,33,292,1,2015,3,14
Receiving Touchdowns,3,34,477,1,2015,3,14
Receiving Touchdowns,3,35,2031,1,2015,3,14
Receiving Touchdowns,3,36,292,1,2015,3,12
Receiving Touchdowns,3,37,366,1,2015,3,16
Receiving Touchdowns,3,38,429,1,2015,3,16
Receiving Touchdowns,3,39,2565,1,2015,3,16
Receiving Touchdowns,3,40,571,1,2015,3,29
Receiving Touchdowns,3,41,477,1,2015,3,19
Receiving Touchdowns,3,42,3388,1,2015,3,19
Receiving Touchdowns,3,43,292,1,2015,3,18
Receiving Touchdowns,3,44,429,1,2015,3,18
Receiving Touchdowns,3,45,571,1,2015,3,18
Receiving Touchdowns,3,46,3388,1,2015,3,18
Receiving Touchdowns,3,47,366,1,2015,3,16
Receiving Touchdowns,3,48,477,1,2016,3,19
Receiving Touchdowns,3,49,477,1,2016,3,0
Receiving Touchdowns,3,50,571,1,2016,3,0
Receiving Touchdowns,3,51,571,1,2016,3,13
Receiving Touchdowns,3,52,366,1,2016,3,30
Receiving Touchdowns,3,53,645,1,2016,3,30
Receiving Touchdowns,3,54,571,1,2016,3,22
Receiving Touchdowns,3,55,366,1,2016,3,2
Receiving Touchdowns,3,56,429,1,2016,3,19
Receiving Touchdowns,3,57,429,1,2016,3,6
Receiving Touchdowns,3,58,2012,1,2016,3,16
Receiving Touchdowns,3,59,366,1,2016,3,26
Receiving Touchdowns,3,60,477,1,2016,3,26
Receiving Touchdowns,3,61,292,1,2016,3,12
Receiving Touchdowns,3,62,429,1,2016,3,12
Receiving Touchdowns,3,63,571,1,2016,3,12
Receiving Touchdowns,3,64,366,1,2016,3,24
Receiving Touchdowns,3,65,571,1,2016,3,24
Receiving Touchdowns,3,66,366,1,2016,3,25
Receiving Touchdowns,3,67,4213,1,2016,3,14
Targeted Passes,3,0,366,18,2016,3,26
Targeted Passes,3,1,366,14,2016,3,12
Targeted Passes,3,2,571,13,2015,3,14
Targeted Passes,3,3,571,13,2015,3,16
Targeted Passes,3,4,366,13,2016,3,16
Targeted Passes,3,5,571,13,2016,3,12
Targeted Passes,3,6,571,12,2014,3,8
Targeted Passes,3,7,571,12,2014,3,20
Targeted Passes,3,8,571,12,2015,3,8
Targeted Passes,3,9,571,12,2015,3,31
Targeted Passes,3,10,571,12,2016,3,2
Targeted Passes,3,11,366,11,2014,3,30
Targeted Passes,3,12,571,11,2015,3,16
Targeted Passes,3,13,366,11,2015,3,16
Targeted Passes,3,14,366,11,2016,3,2
Targeted Passes,3,15,571,11,2016,3,16
Targeted Passes,3,16,571,10,2014,3,13
Targeted Passes,3,17,571,10,2014,3,19
Targeted Passes,3,18,366,10,2014,3,8
Targeted Passes,3,19,366,10,2015,3,14
Targeted Passes,3,20,571,10,2015,3,7
Targeted Passes,3,21,571,10,2015,3,18
Targeted Passes,3,22,366,10,2016,3,30
Targeted Passes,3,23,366,10,2016,3,16
Targeted Passes,3,24,366,9,2014,3,23
Targeted Passes,3,25,366,9,2014,3,31
Targeted Passes,3,26,571,9,2014,3,19
Targeted Passes,3,27,366,9,2014,3,10
Targeted Passes,3,28,657,9,2014,3,10
Targeted Passes,3,29,366,9,2015,3,14
Targeted Passes,3,30,366,9,2016,3,19
Targeted Passes,3,31,571,9,2016,3,19
Targeted Passes,3,32,366,9,2016,3,0
Targeted Passes,3,33,366,9,2016,3,14
Targeted Passes,3,34,571,9,2016,3,19
Targeted Passes,3,35,571,9,2016,3,26
Targeted Passes,3,36,571,9,2016,3,24
Targeted Passes,3,37,571,8,2014,3,31
Targeted Passes,3,38,571,8,2014,3,15
Targeted Passes,3,39,366,8,2014,3,13
Targeted Passes,3,40,366,8,2014,3,14
Targeted Passes,3,41,657,8,2014,3,14
Targeted Passes,3,42,477,8,2014,3,8
Targeted Passes,3,43,366,8,2015,3,21
Targeted Passes,3,44,477,8,2015,3,21
Targeted Passes,3,45,571,8,2015,3,11
Targeted Passes,3,46,571,8,2015,3,14
Targeted Passes,3,47,366,8,2015,3,16
Targeted Passes,3,48,477,8,2015,3,29
Targeted Passes,3,49,571,8,2015,3,29
Targeted Passes,3,50,477,8,2016,3,16
Targeted Passes,3,51,366,7,2014,3,5
Targeted Passes,3,52,571,7,2014,3,5
Targeted Passes,3,53,571,7,2014,3,14
Targeted Passes,3,54,366,7,2014,3,16
Targeted Passes,3,55,571,7,2014,3,14
Targeted Passes,3,56,477,7,2014,3,19
Targeted Passes,3,57,571,7,2015,3,21
Targeted Passes,3,58,571,7,2015,3,28
Targeted Passes,3,59,366,7,2015,3,29
Targeted Passes,3,60,366,7,2015,3,19
Targeted Passes,3,61,477,7,2016,3,13
Targeted Passes,3,62,477,7,2016,3,26
Targeted Passes,3,63,366,7,2016,3,14
Targeted Passes,3,64,571,7,2016,3,14
Targeted Passes,3,65,292,6,2014,3,31
Targeted Passes,3,66,477,6,2014,3,31
Targeted Passes,3,67,366,6,2014,3,15
Targeted Passes,3,68,366,6,2014,3,19
Targeted Passes,3,69,292,6,2014,3,8
Targeted Passes,3,70,477,6,2014,3,10
Targeted Passes,3,71,477,6,2014,3,20
Targeted Passes,3,72,429,6,2015,3,14
Targeted Passes,3,73,366,6,2015,3,31
Targeted Passes,3,74,366,6,2015,3,12
Targeted Passes,3,75,571,6,2015,3,19
Targeted Passes,3,76,685,6,2015,3,7
Targeted Passes,3,77,571,6,2015,3,2
Targeted Passes,3,78,571,6,2015,3,19
Targeted Passes,3,79,477,6,2015,3,16
Targeted Passes,3,80,571,6,2016,3,0
Targeted Passes,3,81,571,6,2016,3,30
Targeted Passes,3,82,366,6,2016,3,22
Targeted Passes,3,83,366,6,2016,3,19
Targeted Passes,3,84,571,6,2016,3,16
Targeted Passes,3,85,477,6,2016,3,12
Targeted Passes,3,86,366,6,2016,3,24
Targeted Passes,3,87,292,6,2016,3,14
Targeted Passes,3,88,571,5,2014,3,23
Targeted Passes,3,89,366,5,2014,3,9
Targeted Passes,3,90,477,5,2014,3,16
Targeted Passes,3,91,477,5,2014,3,19
Targeted Passes,3,92,477,5,2014,3,13
Targeted Passes,3,93,366,5,2014,3,19
Targeted Passes,3,94,571,5,2014,3,30
Targeted Passes,3,95,571,5,2014,3,16
Targeted Passes,3,96,366,5,2015,3,8
Targeted Passes,3,97,429,5,2015,3,31
Targeted Passes,3,98,571,5,2015,3,12
Targeted Passes,3,99,2574,5,2015,3,19
