Category,Team/All_Teams,Place,Record,Year,Team
Rushing Yards,23,1,1158,2016,23
Rushing Yards,23,2,1080,2014,23
Rushing Yards Allowed,23,0,950,2015,23
Rushing Yards Allowed,23,1,996,2014,23
Rushing Yards Allowed,23,2,998,2016,23
Total Yards,23,0,3690,2016,23
Total Yards,23,1,3642,2015,23
Total Yards,23,2,3426,2014,23
Total Yards Allowed,23,0,3231,2015,23
Total Yards Allowed,23,1,3266,2016,23
Total Yards Allowed,23,2,3330,2014,23
Pass Attempts,23,0,342,2014,23
Pass Attempts,23,1,320,2015,23
Pass Attempts,23,2,320,2016,23
Rush Attempts,23,0,316,2016,23
Rush Attempts,23,1,308,2015,23
Rush Attempts,23,2,285,2014,23
Points Scored,24,0,243,2015,24
Points Scored,24,1,206,2014,24
Points Scored,24,2,137,2016,24
Points Allowed,24,0,176,2014,24
Points Allowed,24,1,186,2015,24
Points Allowed,24,2,235,2016,24
Passing Yards,24,0,2272,2015,24
Passing Yards,24,1,2109,2016,24
Passing Yards,24,2,1846,2014,24
Passing Yards Allowed,24,0,2003,2014,24
Passing Yards Allowed,24,1,2265,2016,24
Passing Yards Allowed,24,2,2290,2015,24
Rushing Yards,24,0,1547,2015,24
Rushing Yards,24,1,1365,2014,24
Rushing Yards,24,2,1103,2016,24
Rushing Yards Allowed,24,0,923,2015,24
Rushing Yards Allowed,24,1,1029,2014,24
Rushing Yards Allowed,24,2,1139,2016,24
Total Yards,24,0,3820,2015,24
Total Yards,24,1,3213,2016,24
Total Yards,24,2,3212,2014,24
Total Yards Allowed,24,0,3032,2014,24
Total Yards Allowed,24,1,3213,2015,24
Total Yards Allowed,24,2,3404,2016,24
Pass Attempts,24,0,335,2014,24
Pass Attempts,24,1,330,2016,24
Pass Attempts,24,2,308,2015,24
Rush Attempts,24,0,376,2015,24
Rush Attempts,24,1,335,2014,24
Rush Attempts,24,2,276,2016,24
Points Scored,25,0,243,2015,25
Points Scored,25,1,220,2014,25
Points Scored,25,2,173,2016,25
Points Allowed,25,0,167,2015,25
Points Allowed,25,1,206,2016,25
Points Allowed,25,2,215,2014,25
Passing Yards,25,0,2807,2014,25
Passing Yards,25,1,2594,2015,25
Passing Yards,25,2,2281,2016,25
Passing Yards Allowed,25,0,2010,2015,25
Passing Yards Allowed,25,1,2072,2016,25
Passing Yards Allowed,25,2,2651,2014,25
Rushing Yards,25,0,1200,2016,25
Rushing Yards,25,1,1120,2015,25
Rushing Yards,25,2,1118,2014,25
Rushing Yards Allowed,25,0,925,2014,25
Rushing Yards Allowed,25,1,1113,2015,25
Rushing Yards Allowed,25,2,1237,2016,25
Total Yards,25,0,3926,2014,25
Total Yards,25,1,3715,2015,25
Total Yards,25,2,3481,2016,25
Total Yards Allowed,25,0,3123,2015,25
Total Yards Allowed,25,1,3310,2016,25
Total Yards Allowed,25,2,3576,2014,25
Pass Attempts,25,0,355,2014,25
Pass Attempts,25,1,320,2015,25
Pass Attempts,25,2,316,2016,25
Rush Attempts,25,0,294,2015,25
Rush Attempts,25,1,290,2016,25
Rush Attempts,25,2,263,2014,25
Points Scored,26,0,226,2014,26
Points Scored,26,1,185,2015,26
Points Scored,26,2,164,2016,26
Points Allowed,26,0,191,2016,26
Points Allowed,26,1,218,2015,26
Points Allowed,26,2,221,2014,26
Passing Yards,26,0,2740,2014,26
Passing Yards,26,1,2321,2015,26
Passing Yards,26,2,2269,2016,26
Passing Yards Allowed,26,0,2274,2014,26
Passing Yards Allowed,26,1,2290,2015,26
Passing Yards Allowed,26,2,2308,2016,26
Rushing Yards,26,0,1006,2016,26
Rushing Yards,26,1,980,2014,26
Rushing Yards,26,2,880,2015,26
Rushing Yards Allowed,26,0,1093,2016,26
Rushing Yards Allowed,26,1,1151,2014,26
Rushing Yards Allowed,26,2,1215,2015,26
Total Yards,26,0,3720,2014,26
Total Yards,26,1,3275,2016,26
Total Yards,26,2,3201,2015,26
Total Yards Allowed,26,0,3401,2016,26
Total Yards Allowed,26,1,3425,2014,26
Total Yards Allowed,26,2,3505,2015,26
Pass Attempts,26,0,365,2016,26
Pass Attempts,26,1,358,2015,26
Pass Attempts,26,2,353,2014,26
Rush Attempts,26,0,268,2016,26
Rush Attempts,26,1,263,2014,26
Rush Attempts,26,2,258,2015,26
Points Scored,27,0,275,2014,27
Points Scored,27,1,268,2016,27
Points Scored,27,2,200,2015,27
Points Allowed,27,0,171,2014,27
Points Allowed,27,1,171,2016,27
Points Allowed,27,2,172,2015,27
Passing Yards,27,0,2523,2016,27
Passing Yards,27,1,2064,2015,27
Passing Yards,27,2,1957,2014,27
Passing Yards Allowed,27,0,2197,2015,27
Passing Yards Allowed,27,1,2344,2014,27
Passing Yards Allowed,27,2,2422,2016,27
Rushing Yards,27,0,1603,2014,27
Rushing Yards,27,1,1385,2016,27
Rushing Yards,27,2,1319,2015,27
Rushing Yards Allowed,27,0,784,2014,27
Rushing Yards Allowed,27,1,946,2015,27
Rushing Yards Allowed,27,2,1025,2016,27
Total Yards,27,0,3909,2016,27
Total Yards,27,1,3561,2014,27
Total Yards,27,2,3383,2015,27
Total Yards Allowed,27,0,3128,2014,27
Total Yards Allowed,27,1,3143,2015,27
Total Yards Allowed,27,2,3447,2016,27
Pass Attempts,27,0,335,2015,27
Pass Attempts,27,1,321,2016,27
Pass Attempts,27,2,281,2014,27
Rush Attempts,27,0,346,2014,27
Rush Attempts,27,1,306,2015,27
Rush Attempts,27,2,296,2016,27
Points Scored,28,0,218,2014,28
Points Scored,28,1,213,2016,28
Points Scored,28,2,203,2015,28
Points Allowed,28,0,180,2015,28
Points Allowed,28,1,201,2016,28
Points Allowed,28,2,212,2014,28
Passing Yards,28,0,2345,2016,28
Passing Yards,28,1,2310,2014,28
Passing Yards,28,2,2210,2015,28
Passing Yards Allowed,28,0,2363,2015,28
Passing Yards Allowed,28,1,2374,2016,28
Passing Yards Allowed,28,2,2759,2014,28
Rushing Yards,28,0,1206,2014,28
Rushing Yards,28,1,1197,2015,28
Rushing Yards,28,2,1171,2016,28
Rushing Yards Allowed,28,0,761,2014,28
Rushing Yards Allowed,28,1,925,2016,28
Rushing Yards Allowed,28,2,953,2015,28
Total Yards,28,0,3517,2014,28
Total Yards,28,1,3517,2016,28
Total Yards,28,2,3407,2015,28
Total Yards Allowed,28,0,3299,2016,28
Total Yards Allowed,28,1,3316,2015,28
Total Yards Allowed,28,2,3520,2014,28
Pass Attempts,28,0,333,2016,28
Pass Attempts,28,1,326,2014,28
Pass Attempts,28,2,286,2015,28
Rush Attempts,28,0,338,2015,28
Rush Attempts,28,1,294,2014,28
Rush Attempts,28,2,281,2016,28
Points Scored,29,0,280,2014,29
Points Scored,29,1,220,2015,29
Points Scored,29,2,161,2016,29
Points Allowed,29,0,175,2015,29
Points Allowed,29,1,176,2014,29
Points Allowed,29,2,179,2016,29
Passing Yards,29,0,2934,2014,29
Passing Yards,29,1,2450,2015,29
Passing Yards,29,2,2200,2016,29
Passing Yards Allowed,29,0,2057,2015,29
Passing Yards Allowed,29,1,2175,2016,29
Passing Yards Allowed,29,2,2400,2014,29
Rushing Yards,29,0,1103,2015,29
Rushing Yards,29,1,837,2014,29
Rushing Yards,29,2,823,2016,29
Rushing Yards Allowed,29,0,918,2016,29
Rushing Yards Allowed,29,1,1165,2014,29
Rushing Yards Allowed,29,2,1166,2015,29
Total Yards,29,0,3771,2014,29
Total Yards,29,1,3553,2015,29
Total Yards,29,2,3023,2016,29
Total Yards Allowed,29,0,3093,2016,29
Total Yards Allowed,29,1,3224,2015,29
Total Yards Allowed,29,2,3565,2014,29
Pass Attempts,29,0,353,2016,29
Pass Attempts,29,1,352,2014,29
Pass Attempts,29,2,328,2015,29
Rush Attempts,29,0,301,2015,29
Rush Attempts,29,1,256,2016,29
Rush Attempts,29,2,255,2014,29
Points Scored,30,0,243,2016,30
Points Scored,30,1,114,2014,30
Points Scored,30,2,94,2015,30
Points Allowed,30,0,238,2016,30
Points Allowed,30,1,245,2014,30
Points Allowed,30,2,303,2015,30
Passing Yards,30,0,2437,2016,30
Passing Yards,30,1,1898,2015,30
Passing Yards,30,2,1817,2014,30
Passing Yards Allowed,30,0,2156,2015,30
Passing Yards Allowed,30,1,2248,2014,30
Passing Yards Allowed,30,2,2440,2016,30
Rushing Yards,30,0,1017,2016,30
Rushing Yards,30,1,847,2014,30
Rushing Yards,30,2,561,2015,30
Rushing Yards Allowed,30,0,1120,2016,30
Rushing Yards Allowed,30,1,1358,2014,30
Rushing Yards Allowed,30,2,1637,2015,30
Total Yards,30,0,3455,2016,30
Total Yards,30,1,2665,2014,30
Total Yards,30,2,2460,2015,30
Total Yards Allowed,30,0,3560,2016,30
Total Yards Allowed,30,1,3607,2014,30
Total Yards Allowed,30,2,3793,2015,30
Pass Attempts,30,0,386,2014,30
Pass Attempts,30,1,373,2015,30
Pass Attempts,30,2,364,2016,30
Rush Attempts,30,0,250,2016,30
Rush Attempts,30,1,216,2014,30
Rush Attempts,30,2,181,2015,30
Points Scored,31,0,211,2015,31
Points Scored,31,1,205,2014,31
Points Scored,31,2,201,2016,31
Points Allowed,31,0,210,2015,31
Points Allowed,31,1,223,2014,31
Points Allowed,31,2,230,2016,31
Passing Yards,31,0,2498,2014,31
Passing Yards,31,1,2357,2016,31
Passing Yards,31,2,2026,2015,31
Passing Yards Allowed,31,0,2229,2015,31
Passing Yards Allowed,31,1,2291,2016,31
Passing Yards Allowed,31,2,2530,2014,31
Rushing Yards,31,0,1286,2016,31
Rushing Yards,31,1,1115,2015,31
Rushing Yards,31,2,993,2014,31
Rushing Yards Allowed,31,0,1094,2016,31
Rushing Yards Allowed,31,1,1364,2014,31
Rushing Yards Allowed,31,2,1399,2015,31
Total Yards,31,0,3644,2016,31
Total Yards,31,1,3491,2014,31
Total Yards,31,2,3141,2015,31
Total Yards Allowed,31,0,3385,2016,31
Total Yards Allowed,31,1,3628,2015,31
Total Yards Allowed,31,2,3894,2014,31
Pass Attempts,31,0,373,2014,31
Pass Attempts,31,1,358,2016,31
Pass Attempts,31,2,309,2015,31
Rush Attempts,31,0,298,2016,31
Rush Attempts,31,1,290,2015,31
Rush Attempts,31,2,244,2014,31
Points Scored,99,0,316,2016,19
Points Scored,99,1,308,2014,19
Points Scored,99,2,296,2015,19
Points Scored,99,3,292,2016,18
Points Scored,99,4,283,2015,18
Points Scored,99,5,280,2014,29
Points Scored,99,6,277,2014,22
Points Scored,99,7,275,2014,27
Points Scored,99,8,275,2016,20
Points Scored,99,9,268,2016,27
Points Scored,99,10,266,2016,3
Points Scored,99,11,263,2014,15
Points Scored,99,12,263,2015,2
Points Scored,99,13,259,2016,2
Points Scored,99,14,258,2014,12
Points Scored,99,15,247,2014,16
Points Scored,99,16,247,2015,6
Points Scored,99,17,246,2015,10
Points Scored,99,18,243,2015,24
Points Scored,99,19,243,2015,25
Points Scored,99,20,243,2016,30
Points Scored,99,21,241,2015,20
Points Scored,99,22,241,2016,4
Points Scored,99,23,240,2014,4
Points Scored,99,24,238,2014,6
Points Scored,99,25,235,2014,18
Points Scored,99,26,235,2014,21
Points Scored,99,27,235,2016,10
Points Scored,99,28,233,2015,22
Points Scored,99,29,227,2014,10
Points Scored,99,30,226,2014,26
Points Scored,99,31,221,2015,4
Points Scored,99,32,221,2015,8
Points Scored,99,33,220,2014,25
Points Scored,99,34,220,2015,3
Points Scored,99,35,220,2015,29
Points Scored,99,36,218,2014,28
Points Scored,99,37,217,2015,17
Points Scored,99,38,217,2016,15
Points Scored,99,39,216,2015,23
Points Scored,99,40,215,2016,12
Points Scored,99,41,215,2016,21
Points Scored,99,42,213,2016,28
Points Scored,99,43,211,2015,14
Points Scored,99,44,211,2015,31
Points Scored,99,45,211,2016,13
Points Scored,99,46,210,2016,8
Points Scored,99,47,210,2016,23
Points Scored,99,48,208,2016,0
Points Scored,99,49,207,2015,0
Points Scored,99,50,206,2014,24
Points Scored,99,51,205,2014,31
Points Scored,99,52,204,2016,14
Points Scored,99,53,203,2015,21
Points Scored,99,54,203,2015,28
Points Scored,99,55,202,2014,0
Points Scored,99,56,201,2014,11
Points Scored,99,57,201,2016,31
Points Scored,99,58,200,2015,27
Points Scored,99,59,198,2014,20
Points Scored,99,60,198,2014,23
Points Scored,99,61,198,2016,16
Points Scored,99,62,196,2015,11
Points Scored,99,63,194,2015,16
Points Scored,99,64,193,2014,3
Points Scored,99,65,192,2015,13
Points Scored,99,66,190,2016,11
Points Scored,99,67,186,2015,1
Points Scored,99,68,185,2015,26
Points Scored,99,69,185,2016,9
Points Scored,99,70,184,2016,6
Points Scored,99,71,183,2016,22
Points Scored,99,72,181,2014,2
Points Scored,99,73,180,2014,17
Points Scored,99,74,178,2016,7
Points Scored,99,75,177,2014,7
Points Scored,99,76,173,2016,25
Points Scored,99,77,171,2015,5
Points Scored,99,78,168,2016,1
Points Scored,99,79,166,2014,8
Points Scored,99,80,166,2015,12
Points Scored,99,81,165,2014,14
Points Scored,99,82,164,2016,26
Points Scored,99,83,161,2016,29
Points Scored,99,84,158,2014,5
Points Scored,99,85,155,2015,15
Points Scored,99,86,152,2014,13
Points Scored,99,87,152,2015,7
Points Scored,99,88,150,2014,1
Points Scored,99,89,145,2016,17
Points Scored,99,90,143,2014,9
Points Scored,99,91,137,2016,24
Points Scored,99,92,134,2016,5
Points Scored,99,93,131,2015,9
Points Scored,99,94,114,2014,30
Points Scored,99,95,94,2015,30
Points Allowed,99,0,133,2016,4
Points Allowed,99,1,159,2016,10
Points Allowed,99,2,163,2014,19
Points Allowed,99,3,165,2016,9
Points Allowed,99,4,166,2014,10
Points Allowed,99,5,167,2015,25
Points Allowed,99,6,170,2014,16
Points Allowed,99,7,171,2014,27
Points Allowed,99,8,171,2016,27
Points Allowed,99,9,172,2015,27
Points Allowed,99,10,175,2015,4
Points Allowed,99,11,175,2015,29
Points Allowed,99,12,176,2014,24
Points Allowed,99,13,176,2014,29
Points Allowed,99,14,177,2015,10
Points Allowed,99,15,178,2014,20
Points Allowed,99,16,179,2016,29
Points Allowed,99,17,180,2015,6
Points Allowed,99,18,180,2015,28
Points Allowed,99,19,180,2016,19
Points Allowed,99,20,183,2015,23
Points Allowed,99,21,185,2014,7
Points Allowed,99,22,186,2015,19
Points Allowed,99,23,186,2015,24
Points Allowed,99,24,187,2015,9
Points Allowed,99,25,188,2014,4
Points Allowed,99,26,188,2015,15
Points Allowed,99,27,190,2015,2
Points Allowed,99,28,191,2014,15
Points Allowed,99,29,191,2016,2
Points Allowed,99,30,191,2016,26
Points Allowed,99,31,195,2014,21
Points Allowed,99,32,195,2016,23
Points Allowed,99,33,196,2015,5
Points Allowed,99,34,197,2014,23
Points Allowed,99,35,198,2015,8
Points Allowed,99,36,199,2015,13
Points Allowed,99,37,201,2014,6
Points Allowed,99,38,201,2016,7
Points Allowed,99,39,201,2016,28
Points Allowed,99,40,203,2014,3
Points Allowed,99,41,203,2016,11
Points Allowed,99,42,204,2016,13
Points Allowed,99,43,205,2014,17
Points Allowed,99,44,205,2015,11
Points Allowed,99,45,205,2016,16
Points Allowed,99,46,206,2015,16
Points Allowed,99,47,206,2016,14
Points Allowed,99,48,206,2016,25
Points Allowed,99,49,208,2015,14
Points Allowed,99,50,209,2016,0
Points Allowed,99,51,210,2015,31
Points Allowed,99,52,212,2014,28
Points Allowed,99,53,213,2016,8
Points Allowed,99,54,213,2016,20
Points Allowed,99,55,213,2016,21
Points Allowed,99,56,215,2014,25
Points Allowed,99,57,216,2015,0
Points Allowed,99,58,217,2015,1
Points Allowed,99,59,217,2015,21
Points Allowed,99,60,218,2014,22
Points Allowed,99,61,218,2015,26
Points Allowed,99,62,220,2014,8
Points Allowed,99,63,220,2014,14
Points Allowed,99,64,220,2016,15
Points Allowed,99,65,221,2014,26
Points Allowed,99,66,221,2016,3
Points Allowed,99,67,223,2014,0
Points Allowed,99,68,223,2014,31
Points Allowed,99,69,224,2015,20
Points Allowed,99,70,224,2016,5
Points Allowed,99,71,225,2016,6
Points Allowed,99,72,229,2016,1
Points Allowed,99,73,230,2016,31
Points Allowed,99,74,231,2015,3
Points Allowed,99,75,233,2016,18
Points Allowed,99,76,235,2016,24
Points Allowed,99,77,236,2014,5
Points Allowed,99,78,236,2014,12
Points Allowed,99,79,238,2016,30
Points Allowed,99,80,239,2014,13
Points Allowed,99,81,240,2014,9
Points Allowed,99,82,243,2015,17
Points Allowed,99,83,243,2015,22
Points Allowed,99,84,245,2014,30
Points Allowed,99,85,250,2014,2
Points Allowed,99,86,250,2014,11
Points Allowed,99,87,251,2015,12
Points Allowed,99,88,253,2014,1
Points Allowed,99,89,255,2016,12
Points Allowed,99,90,260,2015,18
Points Allowed,99,91,268,2014,18
Points Allowed,99,92,270,2016,22
Points Allowed,99,93,280,2015,7
Points Allowed,99,94,281,2016,17
Points Allowed,99,95,303,2015,30
Passing Yards,99,0,3028,2016,19
Passing Yards,99,1,2968,2016,18
Passing Yards,99,2,2934,2014,29
Passing Yards,99,3,2866,2016,22
Passing Yards,99,4,2857,2014,22
Passing Yards,99,5,2844,2015,18
Passing Yards,99,6,2820,2015,19
Passing Yards,99,7,2807,2014,25
Passing Yards,99,8,2763,2014,18
Passing Yards,99,9,2740,2014,26
Passing Yards,99,10,2719,2015,17
Passing Yards,99,11,2715,2014,12
Passing Yards,99,12,2686,2016,14
Passing Yards,99,13,2660,2014,19
Passing Yards,99,14,2650,2016,20
Passing Yards,99,15,2643,2016,11
Passing Yards,99,16,2611,2015,21
Passing Yards,99,17,2609,2016,12
Passing Yards,99,18,2603,2014,15
Passing Yards,99,19,2594,2015,25
Passing Yards,99,20,2571,2016,21
Passing Yards,99,21,2570,2015,8
Passing Yards,99,22,2560,2014,11
Passing Yards,99,23,2558,2014,21
Passing Yards,99,24,2531,2016,23
Passing Yards,99,25,2530,2016,10
Passing Yards,99,26,2528,2016,8
Passing Yards,99,27,2523,2016,27
Passing Yards,99,28,2507,2014,6
Passing Yards,99,29,2501,2015,1
Passing Yards,99,30,2498,2014,31
Passing Yards,99,31,2493,2015,14
Passing Yards,99,32,2486,2015,20
Passing Yards,99,33,2467,2016,17
Passing Yards,99,34,2450,2015,29
Passing Yards,99,35,2444,2016,3
Passing Yards,99,36,2437,2016,30
Passing Yards,99,37,2429,2014,16
Passing Yards,99,38,2382,2015,10
Passing Yards,99,39,2370,2014,2
Passing Yards,99,40,2365,2014,1
Passing Yards,99,41,2364,2014,0
Passing Yards,99,42,2357,2016,31
Passing Yards,99,43,2346,2014,23
Passing Yards,99,44,2345,2016,28
Passing Yards,99,45,2321,2015,26
Passing Yards,99,46,2321,2016,16
Passing Yards,99,47,2311,2016,9
Passing Yards,99,48,2310,2014,28
Passing Yards,99,49,2306,2015,22
Passing Yards,99,50,2305,2015,16
Passing Yards,99,51,2290,2015,5
Passing Yards,99,52,2285,2014,14
Passing Yards,99,53,2281,2016,25
Passing Yards,99,54,2278,2016,6
Passing Yards,99,55,2277,2015,13
Passing Yards,99,56,2272,2015,24
Passing Yards,99,57,2269,2016,26
Passing Yards,99,58,2263,2014,10
Passing Yards,99,59,2260,2015,23
Passing Yards,99,60,2247,2014,17
Passing Yards,99,61,2245,2015,11
Passing Yards,99,62,2242,2015,12
Passing Yards,99,63,2215,2014,5
Passing Yards,99,64,2210,2015,28
Passing Yards,99,65,2200,2016,29
Passing Yards,99,66,2197,2016,1
Passing Yards,99,67,2188,2016,7
Passing Yards,99,68,2172,2016,5
Passing Yards,99,69,2145,2015,6
Passing Yards,99,70,2125,2015,2
Passing Yards,99,71,2109,2016,24
Passing Yards,99,72,2105,2015,15
Passing Yards,99,73,2098,2015,4
Passing Yards,99,74,2084,2016,13
Passing Yards,99,75,2064,2015,27
Passing Yards,99,76,2056,2016,2
Passing Yards,99,77,2048,2014,8
Passing Yards,99,78,2030,2014,7
Passing Yards,99,79,2030,2014,20
Passing Yards,99,80,2028,2015,3
Passing Yards,99,81,2026,2015,31
Passing Yards,99,82,2021,2016,15
Passing Yards,99,83,1957,2014,27
Passing Yards,99,84,1928,2015,0
Passing Yards,99,85,1908,2016,4
Passing Yards,99,86,1898,2015,30
Passing Yards,99,87,1866,2014,3
Passing Yards,99,88,1849,2015,9
Passing Yards,99,89,1846,2014,24
Passing Yards,99,90,1828,2014,4
Passing Yards,99,91,1821,2014,13
Passing Yards,99,92,1817,2014,30
Passing Yards,99,93,1813,2015,7
Passing Yards,99,94,1779,2014,9
Passing Yards,99,95,1736,2016,0
Passing Yards Allowed,99,0,1918,2014,19
Passing Yards Allowed,99,1,1993,2015,12
Passing Yards Allowed,99,2,2003,2014,24
Passing Yards Allowed,99,3,2010,2015,25
Passing Yards Allowed,99,4,2035,2014,16
Passing Yards Allowed,99,5,2041,2015,13
Passing Yards Allowed,99,6,2055,2015,10
Passing Yards Allowed,99,7,2057,2015,29
Passing Yards Allowed,99,8,2072,2016,25
Passing Yards Allowed,99,9,2081,2014,5
Passing Yards Allowed,99,10,2081,2015,15
Passing Yards Allowed,99,11,2084,2014,2
Passing Yards Allowed,99,12,2099,2015,9
Passing Yards Allowed,99,13,2105,2016,0
Passing Yards Allowed,99,14,2131,2016,19
Passing Yards Allowed,99,15,2132,2016,5
Passing Yards Allowed,99,16,2140,2014,10
Passing Yards Allowed,99,17,2155,2015,11
Passing Yards Allowed,99,18,2156,2015,30
Passing Yards Allowed,99,19,2160,2014,22
Passing Yards Allowed,99,20,2168,2015,16
Passing Yards Allowed,99,21,2175,2016,29
Passing Yards Allowed,99,22,2185,2015,5
Passing Yards Allowed,99,23,2195,2014,14
Passing Yards Allowed,99,24,2197,2015,27
Passing Yards Allowed,99,25,2203,2014,4
Passing Yards Allowed,99,26,2207,2016,12
Passing Yards Allowed,99,27,2216,2014,3
Passing Yards Allowed,99,28,2218,2016,2
Passing Yards Allowed,99,29,2229,2015,31
Passing Yards Allowed,99,30,2233,2016,4
Passing Yards Allowed,99,31,2242,2015,17
Passing Yards Allowed,99,32,2248,2014,30
Passing Yards Allowed,99,33,2253,2014,15
Passing Yards Allowed,99,34,2254,2015,2
Passing Yards Allowed,99,35,2255,2014,13
Passing Yards Allowed,99,36,2265,2016,24
Passing Yards Allowed,99,37,2267,2016,23
Passing Yards Allowed,99,38,2271,2016,1
Passing Yards Allowed,99,39,2272,2015,1
Passing Yards Allowed,99,40,2274,2014,26
Passing Yards Allowed,99,41,2278,2014,9
Passing Yards Allowed,99,42,2279,2015,0
Passing Yards Allowed,99,43,2281,2015,23
Passing Yards Allowed,99,44,2290,2015,24
Passing Yards Allowed,99,45,2290,2015,26
Passing Yards Allowed,99,46,2291,2016,31
Passing Yards Allowed,99,47,2306,2016,17
Passing Yards Allowed,99,48,2308,2016,26
Passing Yards Allowed,99,49,2315,2014,6
Passing Yards Allowed,99,50,2329,2014,17
Passing Yards Allowed,99,51,2333,2014,0
Passing Yards Allowed,99,52,2333,2015,21
Passing Yards Allowed,99,53,2334,2014,23
Passing Yards Allowed,99,54,2339,2015,3
Passing Yards Allowed,99,55,2344,2014,27
Passing Yards Allowed,99,56,2345,2016,10
Passing Yards Allowed,99,57,2351,2014,7
Passing Yards Allowed,99,58,2363,2015,28
Passing Yards Allowed,99,59,2364,2016,9
Passing Yards Allowed,99,60,2374,2016,28
Passing Yards Allowed,99,61,2392,2016,22
Passing Yards Allowed,99,62,2400,2014,29
Passing Yards Allowed,99,63,2419,2015,22
Passing Yards Allowed,99,64,2420,2014,1
Passing Yards Allowed,99,65,2422,2016,27
Passing Yards Allowed,99,66,2433,2014,20
Passing Yards Allowed,99,67,2438,2016,11
Passing Yards Allowed,99,68,2440,2016,30
Passing Yards Allowed,99,69,2461,2016,6
Passing Yards Allowed,99,70,2468,2016,13
Passing Yards Allowed,99,71,2469,2015,6
Passing Yards Allowed,99,72,2483,2015,8
Passing Yards Allowed,99,73,2500,2014,21
Passing Yards Allowed,99,74,2502,2015,4
Passing Yards Allowed,99,75,2506,2015,14
Passing Yards Allowed,99,76,2522,2015,20
Passing Yards Allowed,99,77,2528,2015,19
Passing Yards Allowed,99,78,2530,2014,31
Passing Yards Allowed,99,79,2548,2016,8
Passing Yards Allowed,99,80,2551,2014,8
Passing Yards Allowed,99,81,2551,2015,7
Passing Yards Allowed,99,82,2566,2014,11
Passing Yards Allowed,99,83,2566,2016,15
Passing Yards Allowed,99,84,2575,2016,7
Passing Yards Allowed,99,85,2579,2016,21
Passing Yards Allowed,99,86,2591,2016,14
Passing Yards Allowed,99,87,2615,2014,18
Passing Yards Allowed,99,88,2625,2016,20
Passing Yards Allowed,99,89,2640,2016,16
Passing Yards Allowed,99,90,2646,2014,12
Passing Yards Allowed,99,91,2651,2014,25
Passing Yards Allowed,99,92,2719,2016,3
Passing Yards Allowed,99,93,2759,2014,28
Passing Yards Allowed,99,94,2785,2016,18
Passing Yards Allowed,99,95,2930,2015,18
Rushing Yards,99,0,1655,2016,3
Rushing Yards,99,1,1624,2015,3
Rushing Yards,99,2,1603,2014,27
Rushing Yards,99,3,1555,2016,4
Rushing Yards,99,4,1547,2015,24
Rushing Yards,99,5,1520,2014,21
Rushing Yards,99,6,1506,2016,0
Rushing Yards,99,7,1463,2015,6
Rushing Yards,99,8,1461,2016,15
Rushing Yards,99,9,1442,2015,0
Rushing Yards,99,10,1420,2014,3
Rushing Yards,99,11,1418,2015,2
Rushing Yards,99,12,1385,2016,27
Rushing Yards,99,13,1382,2015,23
Rushing Yards,99,14,1365,2014,24
Rushing Yards,99,15,1361,2014,10
Rushing Yards,99,16,1361,2016,16
Rushing Yards,99,17,1360,2015,21
Rushing Yards,99,18,1327,2014,20
Rushing Yards,99,19,1319,2015,27
Rushing Yards,99,20,1305,2015,22
Rushing Yards,99,21,1300,2015,4
Rushing Yards,99,22,1297,2014,4
Rushing Yards,99,23,1289,2015,20
Rushing Yards,99,24,1286,2016,31
Rushing Yards,99,25,1283,2015,19
Rushing Yards,99,26,1254,2016,19
Rushing Yards,99,27,1249,2014,6
Rushing Yards,99,28,1240,2016,20
Rushing Yards,99,29,1228,2016,2
Rushing Yards,99,30,1207,2014,15
Rushing Yards,99,31,1206,2014,28
Rushing Yards,99,32,1200,2016,25
Rushing Yards,99,33,1197,2015,28
Rushing Yards,99,34,1185,2014,19
Rushing Yards,99,35,1173,2015,10
Rushing Yards,99,36,1171,2016,28
Rushing Yards,99,37,1166,2015,16
Rushing Yards,99,38,1158,2016,23
Rushing Yards,99,39,1157,2016,10
Rushing Yards,99,40,1152,2016,6
Rushing Yards,99,41,1148,2015,11
Rushing Yards,99,42,1138,2014,7
Rushing Yards,99,43,1138,2016,13
Rushing Yards,99,44,1132,2014,8
Rushing Yards,99,45,1120,2015,25
Rushing Yards,99,46,1120,2016,5
Rushing Yards,99,47,1118,2014,25
Rushing Yards,99,48,1117,2015,13
Rushing Yards,99,49,1115,2015,31
Rushing Yards,99,50,1103,2015,29
Rushing Yards,99,51,1103,2016,24
Rushing Yards,99,52,1098,2014,0
Rushing Yards,99,53,1096,2015,7
Rushing Yards,99,54,1091,2015,12
Rushing Yards,99,55,1091,2015,18
Rushing Yards,99,56,1080,2014,23
Rushing Yards,99,57,1073,2016,8
Rushing Yards,99,58,1066,2014,9
Rushing Yards,99,59,1061,2014,13
Rushing Yards,99,60,1059,2014,22
Rushing Yards,99,61,1056,2015,5
Rushing Yards,99,62,1045,2014,5
Rushing Yards,99,63,1034,2016,18
Rushing Yards,99,64,1018,2014,16
Rushing Yards,99,65,1017,2016,30
Rushing Yards,99,66,1015,2016,9
Rushing Yards,99,67,1006,2016,26
Rushing Yards,99,68,1005,2014,11
Rushing Yards,99,69,993,2014,31
Rushing Yards,99,70,989,2016,21
Rushing Yards,99,71,980,2014,26
Rushing Yards,99,72,972,2014,17
Rushing Yards,99,73,971,2016,7
