Year,Game_ID,Week,Visitor_Score,Visitor_Team,Home_Score,Home_Team,Attendance,Weather,Temperature,Wind,Visitor_Quarterback,Home_Quarterback,Visitor_Running_Back,Home_Running_Back,Visitor_Receiver,Home_Receiver,Visitor_QB_Pass_Attempts,Visitor_QB_Completions,Visitor_QB_Passing_Yardage,Home_QB_Pass_Attempts,Home_QB_Completions,Home_QB_Passing_Yardage,Visiting_Leader_Rushes,Visiting_Leader_Rushing_Yardage,Home_Leader_Rushes,Home_Leader_Rushing_Yardage,Visiting_Leader_Receptions,Visiting_Leader_Receiving_Yardage,Home_Leader_Receptions,Home_Leader_Receiving_Yardage
2016,167,Reg. Season Week 7,27,24,13,17,56900,Sunny,71,7,73,29,1837,1788,1295,321,21,14,150,44,27,323,40,157,10,27,3,62,9,130
2016,168,Reg. Season Week 8,23,1,17,25,58800,Sunny,72,10,1654,28,4092,165,277,238,37,26,237,24,17,174,13,45,21,97,5,66,5,58
2016,169,Reg. Season Week 8,6,2,10,6,64500,Rain,51,7,741,1441,3284,3302,2632,4147,40,23,272,29,22,199,11,41,4,56,4,68,10,101
2016,170,Reg. Season Week 8,24,5,32,18,66600,Sunny,62,1,1923,1557,699,1532,1183,811,34,22,334,40,26,430,13,35,28,62,8,158,9,169
2016,171,Reg. Season Week 8,28,30,35,16,59400,Sunny,65,5,3242,550,1601,3305,4278,3305,45,33,353,26,18,203,13,50,27,133,5,86,3,43
2016,172,Reg. Season Week 8,10,9,23,10,68600,Sunny,30,2,562,1006,2423,1006,614,4275,53,30,294,21,15,241,5,60,8,65,8,93,3,90
2016,173,Reg. Season Week 8,21,11,24,20,70000,Sunny,75,6,98,1662,1637,731,36,1562,34,23,218,28,18,193,10,15,16,90,5,95,7,87
2016,174,Reg. Season Week 8,37,12,7,13,64100,Sunny,71,13,1138,154,4084,1797,779,286,35,24,258,17,13,78,9,47,12,62,5,86,3,32
2016,175,Reg. Season Week 8,33,19,31,3,70000,Sunny,38,2,112,1488,3307,477,1716,571,38,24,478,24,17,220,14,69,33,135,11,218,6,95
2016,176,Reg. Season Week 8,9,17,34,4,68600,Sunny,54,2,29,363,1616,754,2590,1022,36,23,211,23,18,180,14,52,14,96,4,73,5,71
2016,177,Reg. Season Week 8,20,23,17,8,61200,Sunny,74,11,142,370,3256,1109,3427,1770,29,20,165,34,24,226,25,79,7,20,4,64,5,70
2016,178,Reg. Season Week 8,10,26,21,0,60500,Sunny,50,7,1898,1536,2420,1864,3459,1836,45,24,212,17,9,60,14,67,27,124,6,39,4,28
2016,179,Reg. Season Week 8,20,27,10,24,69700,Sunny,61,4,53,73,3286,1837,287,1295,28,19,203,30,16,163,25,83,16,89,5,87,5,74
2016,180,Reg. Season Week 8,20,28,30,31,63800,Sunny,79,1,94,1344,1739,3308,547,771,39,28,215,30,21,172,15,90,23,133,10,68,8,98
2016,181,Reg. Season Week 8,20,29,23,15,67300,Sunny,28,2,104,177,4090,632,4090,1220,31,23,196,33,23,251,23,115,5,76,7,46,5,74
2016,182,Reg. Season Week 9,10,0,13,4,70000,Rain,58,3,1536,363,1864,363,1819,1022,34,22,169,24,14,160,20,73,4,41,5,68,4,75
2016,183,Reg. Season Week 9,6,6,34,3,68000,Sunny,44,10,1441,1488,1845,477,1673,571,28,12,119,22,18,332,14,57,19,80,2,39,5,115
2016,184,Reg. Season Week 9,14,30,45,2,60100,Sunny,39,1,3242,741,1601,917,3415,742,31,13,95,24,20,256,11,51,22,64,2,28,1,79
2016,185,Reg. Season Week 9,10,7,16,29,70000,Sunny,41,6,648,104,648,1721,284,1644,30,19,227,31,24,237,3,43,9,35,4,93,7,104
2016,186,Reg. Season Week 9,24,8,34,12,63400,Sunny,84,5,370,1138,1397,718,533,779,40,26,267,34,26,355,9,51,13,77,5,63,7,126
2016,187,Reg. Season Week 9,17,16,27,14,65600,Sunny,87,10,550,898,3305,1496,1586,1517,41,23,217,48,26,354,17,121,15,116,6,77,7,97
2016,188,Reg. Season Week 9,10,17,40,27,68500,Sunny,67,10,29,53,1616,57,1830,4215,36,25,201,29,20,262,7,28,21,124,5,60,6,81
2016,189,Reg. Season Week 9,31,18,24,15,69200,Sunny,29,3,1557,177,3292,1220,811,3409,29,16,268,50,31,318,7,50,10,112,5,127,8,120
2016,190,Reg. Season Week 9,3,20,20,13,70000,Sunny,40,11,1662,154,1662,913,1331,1089,37,22,184,25,19,212,8,42,20,74,3,60,4,70
2016,191,Reg. Season Week 9,31,21,14,5,64700,Sunny,38,4,1092,4021,1567,699,1752,1639,31,21,271,15,10,90,13,29,12,49,8,104,5,68
2016,192,Reg. Season Week 9,17,22,37,19,69700,Sunny,56,3,3245,112,3245,3307,1832,1602,41,23,269,37,26,250,3,45,15,91,8,110,6,93
2016,193,Reg. Season Week 9,33,25,6,24,64700,Sunny,48,1,28,73,165,1837,238,1295,20,13,197,39,17,196,18,79,12,63,4,102,2,42
2016,194,Reg. Season Week 9,0,26,25,1,53500,Rain,56,15,1898,185,2420,4092,192,493,37,19,200,38,19,188,13,37,19,101,5,81,5,87
2016,195,Reg. Season Week 9,10,28,31,23,63800,Sunny,58,1,94,142,1739,3256,547,714,32,17,150,30,25,248,12,27,25,61,4,47,6,82
2016,196,Reg. Season Week 10,36,2,9,14,68600,Rain,77,8,741,898,917,898,742,187,28,21,204,41,21,217,16,61,1,8,5,73,5,71
2016,197,Reg. Season Week 10,23,3,23,16,65900,Sunny,59,10,1488,550,477,3305,366,599,34,23,303,46,27,349,30,95,23,107,7,104,7,140
2016,198,Reg. Season Week 10,19,6,27,22,57300,Sunny,45,12,1441,3245,1808,686,4147,569,24,16,214,51,30,331,7,35,18,43,4,87,9,109
2016,199,Reg. Season Week 10,13,7,21,10,69300,Sunny,54,6,648,1006,1604,1550,557,3467,47,33,275,29,20,233,11,48,10,52,6,81,6,119
2016,200,Reg. Season Week 10,6,8,33,13,62100,Sunny,42,3,370,154,1109,1797,533,3444,37,17,201,27,22,289,8,29,13,68,4,81,8,140
2016,201,Reg. Season Week 10,21,31,13,11,61900,Rain,47,16,1344,98,3308,1637,771,405,30,20,236,40,24,291,15,54,12,23,9,104,7,163
2016,202,Reg. Season Week 10,13,12,28,23,66500,Sunny,71,5,1138,142,718,3256,779,714,34,16,209,29,23,235,10,34,31,99,5,92,6,76
2016,203,Reg. Season Week 10,21,15,35,5,57600,Sunny,28,4,177,1923,1220,699,2500,1183,26,9,87,40,26,256,17,66,19,92,1,38,7,131
2016,204,Reg. Season Week 10,17,17,24,0,59400,Rain,88,10,29,1536,1788,1864,321,4255,37,20,183,32,24,150,9,68,27,176,5,48,4,64
2016,205,Reg. Season Week 10,27,18,28,21,70000,Sunny,67,0,1557,1092,3292,1092,811,1317,47,30,369,39,29,274,5,35,7,82,9,140,11,65
2016,206,Reg. Season Week 10,43,20,40,28,70000,Sunny,41,3,1662,94,1662,1739,731,547,42,29,467,33,21,255,9,73,26,97,5,124,5,93
2016,207,Reg. Season Week 10,10,24,34,26,54800,Sunny,58,10,73,3249,1837,2420,1280,192,36,23,269,34,25,265,11,18,22,78,6,77,6,65
2016,208,Reg. Season Week 10,24,27,20,1,63400,Sunny,69,13,53,185,3286,4092,287,703,39,26,306,40,23,257,21,104,17,76,8,75,4,65
2016,209,Reg. Season Week 10,6,29,13,9,67300,Rain,61,13,104,562,104,1134,1644,1799,45,26,280,20,10,175,4,22,24,99,9,134,2,101
2016,210,Reg. Season Week 11,20,0,21,25,64600,Sunny,68,9,1536,28,1864,459,1864,238,24,19,175,27,17,203,18,70,11,65,8,67,8,129
2016,211,Reg. Season Week 11,13,1,20,17,54100,Sunny,63,0,1654,29,4092,1788,493,1830,39,28,259,28,20,253,19,65,21,127,7,82,8,104
2016,212,Reg. Season Week 11,23,2,20,22,59200,Sunny,46,10,741,3245,3284,686,844,954,34,26,250,41,21,256,28,109,18,80,4,97,8,90
2016,213,Reg. Season Week 11,20,4,27,27,70000,Sunny,73,10,363,53,1854,3286,1022,2039,34,19,232,16,11,89,6,66,17,140,8,114,3,30
2016,214,Reg. Season Week 11,32,30,38,6,64400,Sunny,57,6,3242,1441,1601,727,3415,189,43,25,291,28,20,242,10,40,7,105,7,87,6,74
2016,215,Reg. Season Week 11,13,7,24,21,70000,Rain,44,12,648,1092,648,1700,284,1317,42,22,193,39,23,236,3,43,17,117,5,37,7,70
2016,216,Reg. Season Week 11,3,9,20,15,66700,Sunny,49,4,562,177,1134,1220,614,862,50,24,205,24,18,123,14,47,18,72,5,49,5,56
2016,217,Reg. Season Week 11,30,10,3,5,62800,Sunny,58,6,1006,1923,1069,699,4275,1183,28,21,330,32,18,145,18,41,14,37,6,172,5,58
2016,218,Reg. Season Week 11,10,11,17,28,67600,Sunny,41,4,98,94,1637,1739,36,1739,36,28,266,32,27,214,13,23,19,125,9,86,5,50
2016,219,Reg. Season Week 11,13,12,30,31,67400,Sunny,66,2,1138,1344,718,3308,494,3447,46,25,259,20,15,256,6,26,19,95,5,81,7,99
2016,220,Reg. Season Week 11,20,13,7,23,66500,Rain,70,10,154,142,913,3256,1089,3427,23,17,147,45,27,342,16,98,13,10,4,45,7,78
2016,221,Reg. Season Week 11,7,14,26,19,70000,Sunny,50,2,898,112,1496,1740,1135,1716,41,20,127,32,25,360,7,56,23,117,3,62,7,148
2016,222,Reg. Season Week 11,31,20,24,8,68800,Rain,64,4,1662,370,731,1109,731,4262,31,24,273,44,26,271,20,46,8,57,9,85,9,109
2016,223,Reg. Season Week 11,17,29,24,18,69500,Sunny,42,2,104,1557,4090,3292,945,353,56,37,393,23,15,222,13,61,10,58,10,138,5,95
2016,224,Reg. Season Week 12,6,1,35,20,70000,Sunny,41,2,1654,1662,947,731,277,1850,26,15,116,32,25,271,5,37,14,79,4,53,5,100
2016,225,Reg. Season Week 12,3,5,14,28,65500,Sunny,51,1,1923,94,699,1739,1183,547,52,24,214,27,14,168,11,54,25,63,7,78,3,44
2016,226,Reg. Season Week 12,9,6,10,29,70000,Rain,45,15,1441,104,1808,4090,4147,945,32,21,232,43,25,244,17,26,16,58,6,75,6,71
2016,227,Reg. Season Week 12,14,31,37,10,70000,Sunny,51,5,1344,1006,3308,1069,915,3467,48,26,253,21,14,174,14,120,10,18,4,71,5,77
2016,228,Reg. Season Week 12,26,11,28,9,65200,Sunny,52,3,98,562,1637,1134,36,614,51,32,435,37,28,386,19,40,16,62,11,188,10,206
2016,229,Reg. Season Week 12,7,13,34,4,70000,Sunny,49,2,154,363,913,754,3444,3423,23,12,76,35,22,197,8,51,20,91,7,95,5,72
2016,230,Reg. Season Week 12,20,14,17,0,67400,Sunny,54,5,898,1536,1496,1864,1517,4255,36,26,246,36,21,235,20,103,11,49,7,102,2,58
2016,231,Reg. Season Week 12,9,15,20,12,64200,Sunny,63,7,177,1138,1220,718,862,1593,37,18,141,37,24,221,15,72,16,115,5,52,5,67
2016,232,Reg. Season Week 12,14,16,17,25,61900,Sunny,46,5,550,28,3305,165,1586,238,30,22,247,30,22,207,23,66,18,123,5,100,11,105
2016,233,Reg. Season Week 12,0,17,24,8,56100,Sunny,40,10,29,370,1788,1109,1616,533,40,22,169,26,16,187,6,4,22,85,1,59,6,101
2016,234,Reg. Season Week 12,27,18,58,2,69700,Sunny,40,8,1557,741,1762,3284,953,742,39,18,226,30,19,248,14,56,22,77,6,122,4,85
2016,235,Reg. Season Week 12,30,21,17,30,66400,Sunny,51,5,1092,3242,1567,3242,1752,3415,34,24,255,42,24,306,17,84,4,26,8,121,4,90
2016,236,Reg. Season Week 12,13,22,20,7,58300,Sunny,39,10,3245,648,686,648,1832,4217,39,22,227,37,22,190,9,19,11,67,8,96,5,48
2016,237,Reg. Season Week 12,12,23,9,27,70000,Sunny,69,10,142,53,3256,57,3427,4215,32,19,218,39,21,239,24,56,6,26,6,119,6,66
2016,238,Reg. Season Week 12,6,24,27,19,70000,Sunny,32,10,73,112,1235,1740,1295,1602,35,20,185,27,20,143,4,60,10,70,8,97,5,43
2016,239,Reg. Season Week 12,24,26,20,3,67800,Snow,35,13,3249,1488,4111,1488,192,366,30,23,200,47,33,316,13,78,5,35,5,92,13,129
2016,240,Reg. Season Week 13,27,3,35,12,68700,Sunny,78,10,1488,1138,477,718,366,1593,32,20,207,35,26,288,23,71,8,48,8,111,8,117
2016,241,Reg. Season Week 13,3,5,20,26,54800,Sunny,50,1,1923,3249,699,2420,1183,192,45,20,248,34,19,235,15,42,14,47,10,171,5,71
2016,242,Reg. Season Week 13,10,6,27,8,58900,Sunny,47,14,1441,370,1808,1109,611,4262,38,17,196,38,23,268,8,28,20,45,4,48,6,84
2016,243,Reg. Season Week 13,45,30,30,13,63400,Sunny,49,7,3242,154,3282,913,354,1089,35,26,296,27,22,293,10,42,14,80,8,110,6,134
2016,244,Reg. Season Week 13,13,7,16,1,56500,Sunny,34,1,648,1654,1604,4092,557,493,44,27,239,45,27,318,17,27,22,72,7,79,7,120
2016,245,Reg. Season Week 13,17,9,16,0,66600,Sunny,55,12,562,1536,1134,1864,499,1819,33,20,204,30,17,170,17,46,25,76,4,61,4,67
2016,246,Reg. Season Week 13,20,11,17,22,57300,Sunny,30,13,98,3245,1637,686,36,569,31,21,277,43,26,255,21,84,16,67,7,128,7,65
2016,247,Reg. Season Week 13,10,14,23,31,68900,Sunny,69,3,898,1344,1496,3308,1544,761,43,27,338,19,17,193,12,29,25,109,7,134,4,70
2016,248,Reg. Season Week 13,29,17,34,15,61200,Sunny,28,6,29,177,1788,1220,1830,862,32,22,215,26,20,143,18,34,21,172,10,126,8,69
2016,249,Reg. Season Week 13,3,20,38,19,70000,Sunny,53,7,1345,112,1674,3307,1331,1716,31,18,177,27,22,361,6,23,33,82,4,82,6,147
2016,250,Reg. Season Week 13,20,23,17,16,61600,Sunny,42,2,142,550,3256,3305,3427,599,39,28,345,33,20,189,17,39,22,141,10,217,4,74
2016,251,Reg. Season Week 13,17,25,21,18,69700,Sunny,48,2,28,1557,165,1762,712,953,31,20,284,35,22,254,18,60,10,55,6,87,7,93
2016,252,Reg. Season Week 13,15,24,7,21,70000,Sunny,36,2,73,1092,1837,1700,1837,1317,14,9,86,28,18,191,33,147,11,28,3,41,4,84
2016,253,Reg. Season Week 13,23,27,30,10,70000,Sunny,27,8,53,1006,3286,1550,287,3467,30,20,328,24,17,304,12,26,22,84,5,147,5,140
2016,254,Reg. Season Week 13,16,28,19,2,69500,Sunny,36,0,94,741,1739,3284,547,3284,43,29,271,29,22,183,19,79,18,77,7,74,5,45
2016,255,Reg. Season Week 13,0,29,30,4,70000,Sunny,47,2,104,363,734,754,2583,1022,18,10,85,30,18,219,6,22,14,71,4,35,7,128
2016,256,Reg. Season Week 14,23,0,31,16,57300,Sunny,27,6,1536,550,1864,3305,1288,1844,34,21,224,23,16,148,14,163,26,124,2,41,3,36
2016,257,Reg. Season Week 14,36,2,7,21,70000,Sunny,43,1,741,1092,3284,1700,1375,1403,28,18,194,31,17,182,23,81,11,60,3,43,3,39
2016,258,Reg. Season Week 14,31,3,17,24,69700,Sunny,44,10,1488,73,477,1837,571,1295,23,19,244,39,26,347,20,57,21,118,7,102,9,222
2016,259,Reg. Season Week 14,24,4,21,20,70000,Sunny,54,10,363,1662,754,731,1022,1562,28,18,222,31,21,265,23,80,14,72,6,86,5,96
2016,260,Reg. Season Week 14,27,30,23,18,69300,Rain,44,12,3242,1557,1601,1762,354,1801,39,30,295,48,25,287,13,51,8,27,8,72,5,84
2016,261,Reg. Season Week 14,27,7,6,6,66400,Sunny,58,6,648,1441,648,1808,284,4147,27,18,197,55,29,281,4,40,9,32,6,92,5,55
2016,262,Reg. Season Week 14,27,9,6,31,69100,Rain,44,8,562,1344,1134,1344,1799,771,35,18,221,41,24,161,15,64,9,54,6,94,8,67
2016,263,Reg. Season Week 14,9,10,6,11,68300,Rain,33,5,1006,98,1550,1637,4275,405,37,19,150,35,18,133,16,68,24,105,9,61,5,38
2016,264,Reg. Season Week 14,23,12,20,5,61300,Sunny,40,5,1138,4015,718,699,494,1639,35,23,169,34,19,142,11,24,25,98,4,60,4,44
2016,265,Reg. Season Week 14,31,13,10,1,59100,Sunny,61,4,154,1654,913,4092,913,709,27,23,218,33,18,193,24,95,11,54,4,57,6,66
2016,266,Reg. Season Week 14,41,19,10,25,70000,Sunny,65,9,112,28,3307,165,1602,459,26,22,228,18,10,79,21,93,14,134,9,110,4,41
2016,267,Reg. Season Week 14,17,23,13,17,56100,Rain,40,8,142,29,3256,1788,3427,1877,27,19,287,31,19,228,21,80,15,61,8,113,5,80
2016,268,Reg. Season Week 14,7,26,23,14,68900,Sunny,86,1,3249,898,2420,898,3459,1544,40,19,201,38,29,267,6,50,5,32,7,79,9,77
2016,269,Reg. Season Week 14,31,27,34,8,67700,Sunny,52,2,53,370,3286,1109,4215,1770,36,29,319,29,23,286,9,66,18,108,12,139,7,155
2016,270,Reg. Season Week 14,17,28,23,15,69000,Sunny,36,9,3211,177,1739,632,547,862,27,18,198,35,20,234,19,100,9,68,6,114,10,167
2016,271,Reg. Season Week 14,17,29,37,22,58600,Sunny,52,3,104,3245,4090,686,945,4247,33,14,121,41,26,268,8,31,20,54,6,84,7,78
2016,272,Reg. Season Week 15,0,5,25,10,70000,Sunny,29,3,1923,1006,699,1550,1183,4275,20,7,54,43,22,222,7,47,19,59,4,27,3,80
2016,273,Reg. Season Week 15,18,6,17,30,58600,Sunny,36,9,1751,3242,1751,1601,611,354,29,17,197,35,26,199,6,52,12,50,5,77,7,86
2016,274,Reg. Season Week 15,17,8,23,20,70000,Sunny,54,10,1480,1662,1109,731,533,1062,34,25,273,32,19,262,11,52,23,165,6,125,4,99
2016,275,Reg. Season Week 15,23,31,13,12,67700,Sunny,45,0,1344,1138,3308,1138,771,779,21,15,185,52,37,291,18,63,2,21,5,92,7,87
2016,276,Reg. Season Week 15,20,15,25,9,69500,Sunny,17,2,177,562,632,1134,862,1799,40,26,219,26,17,174,12,73,19,92,7,79,6,65
2016,277,Reg. Season Week 15,30,16,6,3,68600,Sunny,28,1,4010,1488,3305,1829,1586,366,15,11,190,33,21,210,25,127,3,44,3,137,9,120
2016,278,Reg. Season Week 15,33,19,31,14,70000,Sunny,86,6,112,898,1943,2448,1716,1517,23,14,207,35,24,337,15,122,11,48,8,125,8,126
2016,279,Reg. Season Week 15,17,17,44,1,52800,Sunny,46,3,29,1654,1616,4092,1877,709,45,32,297,35,22,254,5,34,20,93,10,141,4,68
2016,280,Reg. Season Week 15,20,18,13,29,70000,Sunny,33,10,1557,104,1762,4090,1762,1644,36,24,211,45,26,312,19,57,14,89,7,69,9,96
2016,281,Reg. Season Week 15,14,21,28,7,70000,Sunny,40,2,1092,648,1700,1604,1752,747,47,30,296,26,15,266,14,38,17,104,7,118,5,126
2016,282,Reg. Season Week 15,3,22,33,2,65100,Sunny,52,1,3245,741,3245,917,954,742,20,9,100,29,20,240,6,43,22,105,4,106,7,95
2016,283,Reg. Season Week 15,10,23,37,13,69500,Sunny,31,9,142,154,3256,913,1026,913,35,17,172,25,16,189,12,62,18,90,3,47,3,63
2016,284,Reg. Season Week 15,21,25,34,0,62000,Sunny,47,4,28,1536,165,1864,238,842,39,21,220,28,17,130,10,34,30,128,6,63,5,41
2016,285,Reg. Season Week 15,34,26,9,24,62800,Sunny,33,10,3249,73,1449,1837,3459,1481,22,14,130,32,17,159,23,86,20,111,3,41,1,36
2016,286,Reg. Season Week 15,30,27,37,4,70000,Rain,63,14,53,363,57,754,4215,1022,50,33,438,27,15,233,3,41,20,169,11,206,5,108
2016,287,Reg. Season Week 15,27,28,22,11,63300,Sunny,20,3,3211,98,1739,1637,547,405,30,23,320,39,22,240,12,91,20,76,7,132,7,80
2016,288,Reg. Season Week 16,14,0,40,19,70000,Sunny,23,2,1536,112,1864,3307,1819,1602,42,13,98,32,21,237,9,90,23,166,3,38,5,91
2016,289,Reg. Season Week 16,20,2,27,29,70000,Sunny,23,2,741,104,3284,4090,742,945,31,15,134,37,29,281,17,51,23,41,5,46,7,87
2016,290,Reg. Season Week 16,26,4,17,23,69300,Sunny,42,10,363,142,754,142,3423,3427,36,16,211,39,26,314,22,90,8,69,6,132,7,112
2016,291,Reg. Season Week 16,27,30,10,7,65400,Sunny,31,8,3242,648,1601,1604,354,1604,29,21,195,49,27,282,17,80,6,35,6,65,6,71
2016,292,Reg. Season Week 16,24,8,15,1,57600,Sunny,28,8,1480,1654,1109,4092,533,4206,27,19,162,35,23,239,29,139,7,60,7,69,7,115
2016,293,Reg. Season Week 16,13,9,14,28,70000,Rain,44,5,562,3211,1134,1739,499,547,34,20,197,44,25,227,18,60,18,39,5,74,7,78
2016,294,Reg. Season Week 16,23,10,16,12,69700,Sunny,70,7,1006,1138,1550,718,2629,1593,35,21,211,54,27,282,19,73,12,72,3,69,7,103
2016,295,Reg. Season Week 16,24,31,23,15,69000,Sunny,7,4,1344,177,3308,1220,771,377,37,26,262,35,24,219,18,76,15,86,8,124,8,82
2016,296,Reg. Season Week 16,14,11,16,5,55300,Snow,31,16,98,4015,98,699,36,1183,22,17,189,35,26,291,1,6,26,50,6,91,7,111
2016,297,Reg. Season Week 16,28,14,14,24,67400,Sunny,40,3,898,73,1496,1837,1544,1295,42,32,396,45,29,309,14,46,14,51,10,140,10,115
2016,298,Reg. Season Week 16,6,16,9,26,59600,Rain,35,4,4010,3249,4010,1449,3448,1730,33,22,248,42,24,265,10,55,24,100,7,151,4,75
2016,299,Reg. Season Week 16,21,17,27,13,61500,Rain,41,1,29,154,1788,913,1877,3444,32,18,250,37,24,266,14,42,15,47,7,119,7,97
2016,300,Reg. Season Week 16,21,18,23,6,69600,Snow,29,10,1557,1751,1762,1808,353,189,33,23,205,30,26,264,14,84,7,45,5,90,8,95
2016,301,Reg. Season Week 16,13,20,31,27,70000,Sunny,50,9,1662,53,731,3286,1331,287,31,21,279,31,24,256,8,33,21,93,7,81,5,93
2016,302,Reg. Season Week 16,17,21,21,22,64900,Sunny,40,1,1092,3245,1700,3245,1752,1832,30,24,274,44,35,424,10,29,5,37,11,126,12,121
2016,303,Reg. Season Week 16,14,25,33,3,69000,Snow,27,8,28,1488,165,477,4231,366,38,24,212,23,13,119,16,53,32,150,4,55,3,64
2016,304,Reg. Season Week 17,6,1,27,4,70000,Sunny,55,2,1654,363,4092,754,277,464,40,17,129,27,19,213,12,47,20,81,6,45,2,48
2016,305,Reg. Season Week 17,14,6,24,2,69700,Sunny,49,1,1751,741,1751,3284,189,198,41,19,200,28,17,148,10,68,22,49,6,99,4,41
2016,306,Reg. Season Week 17,31,30,34,22,58600,Sunny,45,1,3242,3245,1601,4108,354,569,47,27,333,44,30,421,15,68,7,42,7,104,9,154
2016,307,Reg. Season Week 17,10,9,17,5,61300,Sunny,29,2,562,4015,1134,4015,499,1183,34,18,177,22,14,228,12,62,8,69,2,48,3,98
2016,308,Reg. Season Week 17,9,31,27,28,70000,Sunny,43,11,1344,3211,3308,1739,3447,1546,46,23,191,24,17,134,15,50,17,87,5,54,3,28
2016,309,Reg. Season Week 17,24,12,21,11,63900,Sunny,19,7,1138,98,718,1637,779,1637,38,30,222,24,11,144,8,12,18,98,5,66,9,112
2016,310,Reg. Season Week 17,18,13,23,8,68700,Sunny,43,2,154,1480,1797,1109,1089,533,35,20,201,32,20,304,8,37,14,49,4,86,5,103
2016,311,Reg. Season Week 17,34,14,27,3,70000,Sunny,25,3,898,1488,1496,477,1544,366,38,32,385,31,21,340,16,63,24,114,8,124,5,120
2016,312,Reg. Season Week 17,7,15,38,10,70000,Sunny,20,3,177,1006,1220,1550,377,3467,31,16,118,30,23,245,6,97,18,114,3,43,8,115
2016,313,Reg. Season Week 17,17,19,23,16,70000,Snow,22,11,112,4010,3307,3305,325,3448,28,22,273,26,17,205,15,46,25,126,7,84,3,54
2016,314,Reg. Season Week 17,33,18,21,7,69300,Sunny,46,3,1557,4020,1762,1604,811,4217,33,20,269,37,20,163,21,77,12,74,7,162,7,65
2016,315,Reg. Season Week 17,21,23,33,20,70000,Rain,68,12,142,1662,3256,731,3427,1850,41,27,368,37,25,309,13,19,14,49,9,129,5,85
2016,316,Reg. Season Week 17,17,24,24,0,58700,Sunny,59,12,73,1536,73,1864,1295,2634,39,27,260,23,11,143,2,13,26,137,8,90,2,52
2016,317,Reg. Season Week 17,0,26,20,25,63400,Sunny,40,1,3249,28,1449,165,629,238,35,15,143,27,21,211,12,32,17,52,1,35,6,59
2016,318,Reg. Season Week 17,37,27,7,17,55700,Sunny,70,7,53,29,3286,1788,2556,1830,32,23,250,46,22,190,21,104,11,26,5,90,8,67
2016,319,Reg. Season Week 17,9,29,41,21,70000,Sunny,20,7,104,1092,734,1567,945,1752,21,12,165,27,20,251,6,54,15,19,5,89,7,98
2016,320,Wild Card Round,18,9,31,18,70000,Sunny,43,7,562,1557,1134,1762,1799,953,51,27,348,34,21,302,11,39,23,59,7,113,5,79
2016,321,Wild Card Round,22,13,3,31,70000,Sunny,60,9,154,1344,913,1344,1089,3447,33,21,198,41,25,198,14,36,10,28,5,81,5,49
2016,322,Wild Card Round,24,23,34,2,70000,Sunny,30,2,142,741,142,3284,714,742,24,16,210,26,19,233,6,56,22,104,4,76,3,81
2016,323,Wild Card Round,10,27,33,0,69700,Sunny,53,3,53,1536,3286,1864,2556,1819,32,14,171,27,17,161,7,60,24,97,3,55,5,84
2016,324,Divisional Round,21,0,22,4,70000,Rain,41,12,1536,363,1864,754,842,754,31,18,107,26,14,144,28,99,17,42,3,35,4,48
2016,325,Divisional Round,16,2,37,20,70000,Sunny,41,1,741,1662,3284,1662,1375,1850,28,19,215,22,18,182,12,44,10,76,3,54,9,88
2016,326,Divisional Round,7,13,27,19,70000,Sunny,47,1,154,112,913,1740,3444,1716,30,18,158,26,21,209,11,24,23,64,3,81,4,75
2016,327,Divisional Round,27,18,30,10,70000,Sunny,34,12,1557,1006,1762,1550,811,4275,41,28,389,37,28,239,14,36,23,137,9,155,8,88
2016,328,Conference Round,23,10,37,4,70000,Sunny,30,2,1006,363,1550,754,3467,3423,51,29,309,31,20,218,13,46,20,69,5,83,3,86
2016,329,Conference Round,3,20,16,19,70000,Sunny,42,7,1662,112,731,1740,1850,1716,36,23,219,25,16,200,12,70,32,130,6,97,6,83
2016,330,Front Office Bowl,13,4,30,19,63500,Rain,51,15,363,112,754,1740,1022,1602,40,19,197,27,21,269,11,43,19,80,4,58,7,109
2015,0,Ex. Season Week 1,24,2,44,5,55000,Sunny,51,1,3216,1887,170,1017,880,1017,29,11,165,31,17,219,12,52,14,53,2,69,3,55
2015,1,Ex. Season Week 1,34,19,16,27,57800,Sunny,95,4,550,376,3307,57,188,692,14,7,100,32,19,239,19,117,20,133,3,46,3,56
2015,2,Ex. Season Week 2,32,3,10,17,59500,Sunny,79,4,1488,1905,1616,913,2565,645,17,9,132,28,19,189,19,121,3,18,1,49,7,145
2015,3,Ex. Season Week 2,27,6,9,15,56300,Sunny,47,6,1751,1653,3285,1601,1673,1601,16,10,104,37,17,150,10,59,9,35,4,63,6,52
2015,4,Ex. Season Week 2,9,30,35,9,56700,Sunny,82,1,2407,2361,3282,1829,2567,1799,25,15,106,23,16,174,6,34,23,72,4,54,2,70
2015,5,Ex. Season Week 2,3,8,31,21,60800,Sunny,74,9,1480,1092,1397,632,3418,1168,36,15,176,14,12,144,12,93,6,39,3,61,5,75
2015,6,Ex. Season Week 2,9,31,17,25,55500,Sunny,75,3,1344,1323,395,1235,3447,1235,17,11,132,15,10,142,11,79,15,71,9,96,2,46
2015,7,Ex. Season Week 2,23,11,9,26,56000,Sunny,59,6,3199,69,3278,2420,405,3459,14,9,135,32,18,145,15,32,8,61,3,74,2,47
