Category,Team/All_Teams,Place,Record,Year,Team
Points Scored,7,3,207,2020,7
Points Scored,7,4,178,2016,7
Points Scored,7,5,177,2014,7
Points Scored,7,6,160,2019,7
Points Scored,7,7,154,2017,7
Points Scored,7,8,152,2015,7
Points Scored,7,9,128,2018,7
Points Allowed,7,0,185,2014,7
Points Allowed,7,1,193,2023,7
Points Allowed,7,2,201,2016,7
Points Allowed,7,3,230,2020,7
Points Allowed,7,4,236,2017,7
Points Allowed,7,5,243,2021,7
Points Allowed,7,6,246,2019,7
Points Allowed,7,7,250,2018,7
Points Allowed,7,8,272,2022,7
Points Allowed,7,9,280,2015,7
Passing Yards,7,0,2973,2022,7
Passing Yards,7,1,2814,2023,7
Passing Yards,7,2,2596,2020,7
Passing Yards,7,3,2366,2021,7
Passing Yards,7,4,2281,2018,7
Passing Yards,7,5,2188,2016,7
Passing Yards,7,6,2102,2017,7
Passing Yards,7,7,2093,2019,7
Passing Yards,7,8,2030,2014,7
Passing Yards,7,9,1813,2015,7
Passing Yards Allowed,7,0,2259,2018,7
Passing Yards Allowed,7,1,2351,2014,7
Passing Yards Allowed,7,2,2387,2021,7
Passing Yards Allowed,7,3,2458,2019,7
Passing Yards Allowed,7,4,2551,2015,7
Passing Yards Allowed,7,5,2575,2016,7
Passing Yards Allowed,7,6,2581,2020,7
Passing Yards Allowed,7,7,2673,2022,7
Passing Yards Allowed,7,8,2778,2017,7
Passing Yards Allowed,7,9,2778,2023,7
Rushing Yards,7,0,1138,2014,7
Rushing Yards,7,1,1096,2015,7
Rushing Yards,7,2,1050,2021,7
Rushing Yards,7,3,1003,2023,7
Rushing Yards,7,4,983,2020,7
Rushing Yards,7,5,971,2016,7
Rushing Yards,7,6,941,2017,7
Rushing Yards,7,7,926,2022,7
Rushing Yards,7,8,725,2019,7
Rushing Yards,7,9,655,2018,7
Rushing Yards Allowed,7,0,1063,2023,7
Rushing Yards Allowed,7,1,1091,2022,7
Rushing Yards Allowed,7,2,1097,2016,7
Rushing Yards Allowed,7,3,1115,2021,7
Rushing Yards Allowed,7,4,1216,2018,7
Rushing Yards Allowed,7,5,1223,2020,7
Rushing Yards Allowed,7,6,1285,2014,7
Rushing Yards Allowed,7,7,1321,2017,7
Rushing Yards Allowed,7,8,1334,2019,7
Rushing Yards Allowed,7,9,1422,2015,7
Total Yards,7,0,3900,2022,7
Total Yards,7,1,3818,2023,7
Total Yards,7,2,3580,2020,7
Total Yards,7,3,3416,2021,7
Total Yards,7,4,3168,2014,7
Total Yards,7,5,3159,2016,7
Total Yards,7,6,3043,2017,7
Total Yards,7,7,2937,2018,7
Total Yards,7,8,2910,2015,7
Total Yards,7,9,2818,2019,7
Total Yards Allowed,7,0,3476,2018,7
Total Yards Allowed,7,1,3502,2021,7
Total Yards Allowed,7,2,3637,2014,7
Total Yards Allowed,7,3,3673,2016,7
Total Yards Allowed,7,4,3765,2022,7
Total Yards Allowed,7,5,3793,2019,7
Total Yards Allowed,7,6,3805,2020,7
Total Yards Allowed,7,7,3841,2023,7
Total Yards Allowed,7,8,3974,2015,7
Total Yards Allowed,7,9,4100,2017,7
Pass Attempts,7,0,412,2022,7
Pass Attempts,7,1,401,2018,7
Pass Attempts,7,2,393,2023,7
Pass Attempts,7,3,373,2019,7
Pass Attempts,7,4,366,2016,7
Pass Attempts,7,5,366,2021,7
Pass Attempts,7,6,361,2017,7
Pass Attempts,7,7,356,2020,7
Pass Attempts,7,8,352,2014,7
Pass Attempts,7,9,332,2015,7
Rush Attempts,7,0,265,2014,7
Rush Attempts,7,1,264,2021,7
Rush Attempts,7,2,246,2015,7
Rush Attempts,7,3,243,2020,7
Rush Attempts,7,4,236,2016,7
Rush Attempts,7,5,227,2023,7
Rush Attempts,7,6,210,2019,7
Rush Attempts,7,7,208,2017,7
Rush Attempts,7,8,208,2022,7
Rush Attempts,7,9,194,2018,7
Points Scored,8,0,282,2023,8
Points Scored,8,1,262,2022,8
Points Scored,8,2,246,2020,8
Points Scored,8,3,243,2021,8
Points Scored,8,4,227,2018,8
Points Scored,8,5,221,2015,8
Points Scored,8,6,215,2017,8
Points Scored,8,7,210,2016,8
Points Scored,8,8,193,2019,8
Points Scored,8,9,166,2014,8
Points Allowed,8,0,198,2015,8
Points Allowed,8,1,200,2023,8
Points Allowed,8,2,205,2018,8
Points Allowed,8,3,211,2020,8
Points Allowed,8,4,212,2022,8
Points Allowed,8,5,213,2016,8
Points Allowed,8,6,214,2017,8
Points Allowed,8,7,220,2014,8
Points Allowed,8,8,240,2019,8
Points Allowed,8,9,256,2021,8
Passing Yards,8,0,3313,2020,8
Passing Yards,8,1,2971,2023,8
Passing Yards,8,2,2884,2021,8
Passing Yards,8,3,2826,2022,8
Passing Yards,8,4,2772,2017,8
Passing Yards,8,5,2570,2015,8
Passing Yards,8,6,2528,2016,8
Passing Yards,8,7,2517,2018,8
Passing Yards,8,8,2311,2019,8
Passing Yards,8,9,2048,2014,8
Passing Yards Allowed,8,0,2238,2019,8
Passing Yards Allowed,8,1,2310,2022,8
Passing Yards Allowed,8,2,2360,2020,8
Passing Yards Allowed,8,3,2483,2015,8
Passing Yards Allowed,8,4,2507,2017,8
Passing Yards Allowed,8,5,2548,2016,8
Passing Yards Allowed,8,6,2551,2014,8
Passing Yards Allowed,8,7,2718,2018,8
Passing Yards Allowed,8,8,2721,2021,8
Passing Yards Allowed,8,9,2723,2023,8
Rushing Yards,8,0,1158,2018,8
Rushing Yards,8,1,1132,2014,8
Rushing Yards,8,2,1073,2016,8
Rushing Yards,8,3,1066,2017,8
Rushing Yards,8,4,1038,2022,8
Rushing Yards,8,5,949,2015,8
Rushing Yards,8,6,912,2019,8
Rushing Yards,8,7,893,2021,8
Rushing Yards,8,8,870,2023,8
Rushing Yards,8,9,637,2020,8
Rushing Yards Allowed,8,0,956,2015,8
Rushing Yards Allowed,8,1,1015,2017,8
Rushing Yards Allowed,8,2,1020,2018,8
Rushing Yards Allowed,8,3,1028,2016,8
Rushing Yards Allowed,8,4,1072,2023,8
Rushing Yards Allowed,8,5,1133,2020,8
Rushing Yards Allowed,8,6,1153,2014,8
Rushing Yards Allowed,8,7,1164,2022,8
Rushing Yards Allowed,8,8,1176,2021,8
Rushing Yards Allowed,8,9,1423,2019,8
Total Yards,8,0,3951,2020,8
Total Yards,8,1,3864,2022,8
Total Yards,8,2,3842,2023,8
Total Yards,8,3,3838,2017,8
Total Yards,8,4,3778,2021,8
Total Yards,8,5,3676,2018,8
Total Yards,8,6,3602,2016,8
Total Yards,8,7,3520,2015,8
Total Yards,8,8,3224,2019,8
Total Yards,8,9,3181,2014,8
Total Yards Allowed,8,0,3440,2015,8
Total Yards Allowed,8,1,3474,2022,8
Total Yards Allowed,8,2,3493,2020,8
Total Yards Allowed,8,3,3523,2017,8
Total Yards Allowed,8,4,3577,2016,8
Total Yards Allowed,8,5,3661,2019,8
Total Yards Allowed,8,6,3705,2014,8
Total Yards Allowed,8,7,3738,2018,8
Total Yards Allowed,8,8,3795,2023,8
Total Yards Allowed,8,9,3897,2021,8
Pass Attempts,8,0,381,2020,8
Pass Attempts,8,1,380,2021,8
Pass Attempts,8,2,379,2022,8
Pass Attempts,8,3,373,2017,8
Pass Attempts,8,4,373,2023,8
Pass Attempts,8,5,364,2016,8
Pass Attempts,8,6,344,2019,8
Pass Attempts,8,7,343,2018,8
Pass Attempts,8,8,342,2014,8
Pass Attempts,8,9,341,2015,8
Rush Attempts,8,0,292,2015,8
Rush Attempts,8,1,280,2017,8
Rush Attempts,8,2,272,2018,8
Rush Attempts,8,3,270,2014,8
Rush Attempts,8,4,256,2022,8
Rush Attempts,8,5,246,2016,8
Rush Attempts,8,6,242,2020,8
Rush Attempts,8,7,240,2021,8
Rush Attempts,8,8,236,2023,8
Rush Attempts,8,9,226,2019,8
Points Scored,9,0,246,2022,9
Points Scored,9,1,245,2021,9
Points Scored,9,2,232,2019,9
Points Scored,9,3,221,2020,9
Points Scored,9,4,215,2018,9
Points Scored,9,5,212,2023,9
Points Scored,9,6,203,2017,9
Points Scored,9,7,185,2016,9
Points Scored,9,8,143,2014,9
Points Scored,9,9,131,2015,9
Points Allowed,9,0,148,2021,9
Points Allowed,9,1,165,2016,9
Points Allowed,9,2,165,2017,9
Points Allowed,9,3,179,2018,9
Points Allowed,9,4,187,2015,9
Points Allowed,9,5,188,2019,9
Points Allowed,9,6,190,2020,9
Points Allowed,9,7,195,2022,9
Points Allowed,9,8,240,2014,9
Points Allowed,9,9,245,2023,9
Passing Yards,9,0,2763,2023,9
Passing Yards,9,1,2745,2022,9
Passing Yards,9,2,2667,2021,9
Passing Yards,9,3,2511,2017,9
Passing Yards,9,4,2311,2016,9
Passing Yards,9,5,2238,2018,9
Passing Yards,9,6,2212,2020,9
Passing Yards,9,7,2191,2019,9
Passing Yards,9,8,1849,2015,9
Passing Yards,9,9,1779,2014,9
Passing Yards Allowed,9,0,2099,2015,9
Passing Yards Allowed,9,1,2115,2018,9
Passing Yards Allowed,9,2,2163,2021,9
Passing Yards Allowed,9,3,2261,2020,9
Passing Yards Allowed,9,4,2265,2017,9
Passing Yards Allowed,9,5,2278,2014,9
Passing Yards Allowed,9,6,2364,2016,9
Passing Yards Allowed,9,7,2426,2023,9
Passing Yards Allowed,9,8,2430,2022,9
Passing Yards Allowed,9,9,2653,2019,9
Rushing Yards,9,0,1229,2018,9
Rushing Yards,9,1,1066,2014,9
Rushing Yards,9,2,1015,2016,9
Rushing Yards,9,3,1000,2023,9
Rushing Yards,9,4,961,2022,9
Rushing Yards,9,5,952,2021,9
Rushing Yards,9,6,950,2020,9
Rushing Yards,9,7,910,2015,9
Rushing Yards,9,8,909,2017,9
Rushing Yards,9,9,738,2019,9
Rushing Yards Allowed,9,0,809,2019,9
Rushing Yards Allowed,9,1,825,2021,9
Rushing Yards Allowed,9,2,882,2016,9
Rushing Yards Allowed,9,3,908,2017,9
Rushing Yards Allowed,9,4,917,2015,9
Rushing Yards Allowed,9,5,958,2018,9
Rushing Yards Allowed,9,6,977,2023,9
Rushing Yards Allowed,9,7,998,2022,9
Rushing Yards Allowed,9,8,1124,2020,9
Rushing Yards Allowed,9,9,1150,2014,9
Total Yards,9,0,3763,2023,9
Total Yards,9,1,3707,2022,9
Total Yards,9,2,3620,2021,9
Total Yards,9,3,3468,2018,9
Total Yards,9,4,3420,2017,9
Total Yards,9,5,3326,2016,9
Total Yards,9,6,3162,2020,9
Total Yards,9,7,2930,2019,9
Total Yards,9,8,2846,2014,9
Total Yards,9,9,2760,2015,9
Total Yards Allowed,9,0,2988,2021,9
Total Yards Allowed,9,1,3016,2015,9
Total Yards Allowed,9,2,3073,2018,9
Total Yards Allowed,9,3,3173,2017,9
Total Yards Allowed,9,4,3246,2016,9
Total Yards Allowed,9,5,3385,2020,9
Total Yards Allowed,9,6,3404,2023,9
Total Yards Allowed,9,7,3428,2022,9
Total Yards Allowed,9,8,3429,2014,9
Total Yards Allowed,9,9,3463,2019,9
Pass Attempts,9,0,390,2017,9
Pass Attempts,9,1,380,2023,9
Pass Attempts,9,2,372,2019,9
Pass Attempts,9,3,368,2022,9
Pass Attempts,9,4,367,2016,9
Pass Attempts,9,5,350,2021,9
Pass Attempts,9,6,343,2020,9
Pass Attempts,9,7,339,2015,9
Pass Attempts,9,8,331,2018,9
Pass Attempts,9,9,330,2014,9
Rush Attempts,9,0,286,2021,9
Rush Attempts,9,1,278,2014,9
Rush Attempts,9,2,276,2018,9
Rush Attempts,9,3,262,2017,9
Rush Attempts,9,4,262,2023,9
Rush Attempts,9,5,260,2015,9
Rush Attempts,9,6,256,2022,9
Rush Attempts,9,7,248,2016,9
Rush Attempts,9,8,243,2019,9
Rush Attempts,9,9,242,2020,9
Points Scored,10,0,308,2019,10
Points Scored,10,1,297,2020,10
Points Scored,10,2,293,2021,10
Points Scored,10,3,283,2017,10
Points Scored,10,4,246,2015,10
Points Scored,10,5,235,2016,10
Points Scored,10,6,235,2023,10
Points Scored,10,7,227,2014,10
Points Scored,10,8,218,2018,10
Points Scored,10,9,216,2022,10
Points Allowed,10,0,147,2019,10
Points Allowed,10,1,159,2016,10
Points Allowed,10,2,166,2014,10
Points Allowed,10,3,177,2015,10
Points Allowed,10,4,194,2017,10
Points Allowed,10,5,196,2020,10
Points Allowed,10,6,199,2021,10
Points Allowed,10,7,209,2018,10
Points Allowed,10,8,221,2023,10
Points Allowed,10,9,255,2022,10
Passing Yards,10,0,3233,2020,10
Passing Yards,10,1,3041,2023,10
Passing Yards,10,2,3021,2022,10
Passing Yards,10,3,2965,2017,10
Passing Yards,10,4,2716,2019,10
Passing Yards,10,5,2715,2021,10
Passing Yards,10,6,2548,2018,10
Passing Yards,10,7,2530,2016,10
Passing Yards,10,8,2382,2015,10
Passing Yards,10,9,2263,2014,10
Passing Yards Allowed,10,0,2014,2018,10
Passing Yards Allowed,10,1,2055,2015,10
Passing Yards Allowed,10,2,2140,2014,10
Passing Yards Allowed,10,3,2238,2019,10
Passing Yards Allowed,10,4,2257,2020,10
Passing Yards Allowed,10,5,2260,2021,10
Passing Yards Allowed,10,6,2322,2017,10
Passing Yards Allowed,10,7,2345,2016,10
Passing Yards Allowed,10,8,2353,2022,10
Passing Yards Allowed,10,9,2373,2023,10
Rushing Yards,10,0,1381,2021,10
Rushing Yards,10,1,1361,2014,10
Rushing Yards,10,2,1304,2019,10
Rushing Yards,10,3,1285,2017,10
Rushing Yards,10,4,1173,2015,10
Rushing Yards,10,5,1157,2016,10
Rushing Yards,10,6,1123,2020,10
Rushing Yards,10,7,1041,2023,10
Rushing Yards,10,8,1001,2022,10
Rushing Yards,10,9,953,2018,10
Rushing Yards Allowed,10,0,824,2019,10
Rushing Yards Allowed,10,1,851,2017,10
Rushing Yards Allowed,10,2,855,2014,10
Rushing Yards Allowed,10,3,974,2015,10
Rushing Yards Allowed,10,4,1003,2021,10
Rushing Yards Allowed,10,5,1026,2016,10
Rushing Yards Allowed,10,6,1056,2023,10
Rushing Yards Allowed,10,7,1113,2020,10
Rushing Yards Allowed,10,8,1161,2022,10
Rushing Yards Allowed,10,9,1312,2018,10
Total Yards,10,0,4356,2020,10
Total Yards,10,1,4251,2017,10
Total Yards,10,2,4096,2021,10
Total Yards,10,3,4083,2023,10
Total Yards,10,4,4023,2022,10
Total Yards,10,5,4021,2019,10
Total Yards,10,6,3687,2016,10
Total Yards,10,7,3624,2014,10
Total Yards,10,8,3555,2015,10
Total Yards,10,9,3501,2018,10
Total Yards Allowed,10,0,2995,2014,10
Total Yards Allowed,10,1,3029,2015,10
Total Yards Allowed,10,2,3063,2019,10
Total Yards Allowed,10,3,3173,2017,10
Total Yards Allowed,10,4,3263,2021,10
Total Yards Allowed,10,5,3326,2018,10
Total Yards Allowed,10,6,3370,2020,10
Total Yards Allowed,10,7,3371,2016,10
Total Yards Allowed,10,8,3430,2023,10
Total Yards Allowed,10,9,3514,2022,10
Pass Attempts,10,0,400,2022,10
Pass Attempts,10,1,386,2023,10
Pass Attempts,10,2,380,2018,10
Pass Attempts,10,3,379,2017,10
Pass Attempts,10,4,351,2020,10
Pass Attempts,10,5,347,2021,10
Pass Attempts,10,6,346,2016,10
Pass Attempts,10,7,343,2019,10
Pass Attempts,10,8,341,2015,10
Pass Attempts,10,9,335,2014,10
Rush Attempts,10,0,330,2019,10
Rush Attempts,10,1,318,2014,10
Rush Attempts,10,2,305,2016,10
Rush Attempts,10,3,298,2015,10
Rush Attempts,10,4,296,2017,10
Rush Attempts,10,5,293,2020,10
Rush Attempts,10,6,293,2021,10
Rush Attempts,10,7,276,2023,10
Rush Attempts,10,8,249,2018,10
Rush Attempts,10,9,237,2022,10
Points Scored,11,0,221,2022,11
Points Scored,11,1,220,2023,11
Points Scored,11,2,206,2018,11
Points Scored,11,3,202,2021,11
Points Scored,11,4,201,2014,11
Points Scored,11,5,196,2015,11
Points Scored,11,6,190,2016,11
Points Scored,11,7,178,2017,11
Points Scored,11,8,176,2020,11
Points Scored,11,9,157,2019,11
Points Allowed,11,0,203,2016,11
Points Allowed,11,1,205,2015,11
Points Allowed,11,2,213,2021,11
Points Allowed,11,3,215,2023,11
Points Allowed,11,4,223,2019,11
Points Allowed,11,5,230,2018,11
Points Allowed,11,6,231,2017,11
Points Allowed,11,7,245,2022,11
Points Allowed,11,8,250,2014,11
Points Allowed,11,9,264,2020,11
Passing Yards,11,0,2643,2016,11
Passing Yards,11,1,2560,2014,11
Passing Yards,11,2,2245,2015,11
Passing Yards,11,3,2211,2018,11
Passing Yards,11,4,2166,2021,11
Passing Yards,11,5,2136,2017,11
Passing Yards,11,6,1995,2022,11
Passing Yards,11,7,1986,2023,11
Passing Yards,11,8,1667,2020,11
Passing Yards,11,9,1607,2019,11
Passing Yards Allowed,11,0,2093,2018,11
Passing Yards Allowed,11,1,2155,2015,11
Passing Yards Allowed,11,2,2298,2017,11
Passing Yards Allowed,11,3,2392,2019,11
Passing Yards Allowed,11,4,2438,2016,11
Passing Yards Allowed,11,5,2462,2021,11
Passing Yards Allowed,11,6,2541,2020,11
Passing Yards Allowed,11,7,2566,2014,11
Passing Yards Allowed,11,8,2641,2023,11
Passing Yards Allowed,11,9,2938,2022,11
Rushing Yards,11,0,1373,2023,11
Rushing Yards,11,1,1340,2022,11
Rushing Yards,11,2,1257,2019,11
Rushing Yards,11,3,1246,2020,11
Rushing Yards,11,4,1155,2018,11
Rushing Yards,11,5,1148,2015,11
Rushing Yards,11,6,1113,2017,11
Rushing Yards,11,7,1031,2021,11
Rushing Yards,11,8,1005,2014,11
Rushing Yards,11,9,892,2016,11
Rushing Yards Allowed,11,0,974,2022,11
Rushing Yards Allowed,11,1,1035,2023,11
Rushing Yards Allowed,11,2,1066,2021,11
Rushing Yards Allowed,11,3,1100,2020,11
Rushing Yards Allowed,11,4,1125,2017,11
Rushing Yards Allowed,11,5,1141,2018,11
Rushing Yards Allowed,11,6,1164,2019,11
Rushing Yards Allowed,11,7,1191,2016,11
Rushing Yards Allowed,11,8,1286,2014,11
Rushing Yards Allowed,11,9,1344,2015,11
Total Yards,11,0,3565,2014,11
Total Yards,11,1,3535,2016,11
Total Yards,11,2,3394,2015,11
Total Yards,11,3,3366,2018,11
Total Yards,11,4,3359,2023,11
Total Yards,11,5,3335,2022,11
Total Yards,11,6,3250,2017,11
Total Yards,11,7,3198,2021,11
Total Yards,11,8,2914,2020,11
Total Yards,11,9,2865,2019,11
Total Yards Allowed,11,0,3235,2018,11
Total Yards Allowed,11,1,3423,2017,11
Total Yards Allowed,11,2,3500,2015,11
Total Yards Allowed,11,3,3529,2021,11
Total Yards Allowed,11,4,3556,2019,11
Total Yards Allowed,11,5,3630,2016,11
Total Yards Allowed,11,6,3642,2020,11
Total Yards Allowed,11,7,3676,2023,11
Total Yards Allowed,11,8,3853,2014,11
Total Yards Allowed,11,9,3912,2022,11
Pass Attempts,11,0,371,2016,11
Pass Attempts,11,1,363,2018,11
Pass Attempts,11,2,356,2014,11
Pass Attempts,11,3,352,2021,11
Pass Attempts,11,4,346,2017,11
Pass Attempts,11,5,346,2023,11
Pass Attempts,11,6,333,2022,11
Pass Attempts,11,7,321,2015,11
Pass Attempts,11,8,310,2020,11
Pass Attempts,11,9,292,2019,11
Rush Attempts,11,0,317,2019,11
Rush Attempts,11,1,298,2020,11
Rush Attempts,11,2,293,2023,11
Rush Attempts,11,3,288,2022,11
Rush Attempts,11,4,281,2015,11
Rush Attempts,11,5,281,2021,11
Rush Attempts,11,6,270,2014,11
Rush Attempts,11,7,266,2018,11
Rush Attempts,11,8,263,2017,11
Rush Attempts,11,9,258,2016,11
Points Scored,12,0,276,2020,12
Points Scored,12,1,261,2018,12
Points Scored,12,2,258,2014,12
Points Scored,12,3,248,2023,12
Points Scored,12,4,247,2017,12
Points Scored,12,5,236,2021,12
Points Scored,12,6,235,2019,12
Points Scored,12,7,215,2016,12
Points Scored,12,8,210,2022,12
Points Scored,12,9,166,2015,12
Points Allowed,12,0,216,2017,12
Points Allowed,12,1,216,2020,12
Points Allowed,12,2,226,2018,12
Points Allowed,12,3,230,2019,12
Points Allowed,12,4,236,2014,12
Points Allowed,12,5,236,2023,12
Points Allowed,12,6,241,2021,12
Points Allowed,12,7,251,2015,12
Points Allowed,12,8,253,2022,12
Points Allowed,12,9,255,2016,12
Passing Yards,12,0,2968,2019,12
Passing Yards,12,1,2906,2023,12
Passing Yards,12,2,2830,2021,12
Passing Yards,12,3,2758,2020,12
Passing Yards,12,4,2715,2014,12
Passing Yards,12,5,2662,2018,12
Passing Yards,12,6,2639,2022,12
Passing Yards,12,7,2609,2016,12
Passing Yards,12,8,2476,2017,12
Passing Yards,12,9,2242,2015,12
Passing Yards Allowed,12,0,1993,2015,12
Passing Yards Allowed,12,1,2207,2016,12
Passing Yards Allowed,12,2,2233,2019,12
Passing Yards Allowed,12,3,2449,2020,12
Passing Yards Allowed,12,4,2519,2017,12
Passing Yards Allowed,12,5,2575,2021,12
Passing Yards Allowed,12,6,2588,2022,12
Passing Yards Allowed,12,7,2595,2023,12
Passing Yards Allowed,12,8,2629,2018,12
Passing Yards Allowed,12,9,2646,2014,12
Rushing Yards,12,0,1143,2020,12
Rushing Yards,12,1,1091,2015,12
Rushing Yards,12,2,1035,2018,12
Rushing Yards,12,3,1005,2022,12
Rushing Yards,12,4,992,2023,12
Rushing Yards,12,5,974,2021,12
Rushing Yards,12,6,953,2014,12
Rushing Yards,12,7,861,2017,12
Rushing Yards,12,8,836,2019,12
Rushing Yards,12,9,819,2016,12
Rushing Yards Allowed,12,0,861,2014,12
Rushing Yards Allowed,12,1,1068,2023,12
Rushing Yards Allowed,12,2,1111,2018,12
Rushing Yards Allowed,12,3,1188,2020,12
Rushing Yards Allowed,12,4,1211,2021,12
Rushing Yards Allowed,12,5,1269,2022,12
Rushing Yards Allowed,12,6,1338,2017,12
Rushing Yards Allowed,12,7,1340,2019,12
Rushing Yards Allowed,12,8,1373,2016,12
Rushing Yards Allowed,12,9,1525,2015,12
Total Yards,12,0,3902,2020,12
Total Yards,12,1,3898,2023,12
Total Yards,12,2,3804,2019,12
Total Yards,12,3,3804,2021,12
Total Yards,12,4,3698,2018,12
Total Yards,12,5,3669,2014,12
Total Yards,12,6,3645,2022,12
Total Yards,12,7,3428,2016,12
Total Yards,12,8,3338,2017,12
Total Yards,12,9,3333,2015,12
Total Yards Allowed,12,0,3508,2014,12
Total Yards Allowed,12,1,3518,2015,12
Total Yards Allowed,12,2,3574,2019,12
Total Yards Allowed,12,3,3580,2016,12
Total Yards Allowed,12,4,3637,2020,12
Total Yards Allowed,12,5,3663,2023,12
Total Yards Allowed,12,6,3740,2018,12
Total Yards Allowed,12,7,3787,2021,12
Total Yards Allowed,12,8,3857,2022,12
Total Yards Allowed,12,9,3858,2017,12
Pass Attempts,12,0,437,2015,12
Pass Attempts,12,1,418,2014,12
Pass Attempts,12,2,408,2016,12
Pass Attempts,12,3,408,2021,12
Pass Attempts,12,4,407,2019,12
Pass Attempts,12,5,396,2018,12
Pass Attempts,12,6,396,2022,12
Pass Attempts,12,7,392,2020,12
Pass Attempts,12,8,382,2023,12
Pass Attempts,12,9,380,2017,12
Rush Attempts,12,0,253,2018,12
Rush Attempts,12,1,246,2020,12
Rush Attempts,12,2,230,2014,12
Rush Attempts,12,3,228,2023,12
Rush Attempts,12,4,220,2021,12
Rush Attempts,12,5,218,2019,12
Rush Attempts,12,6,217,2017,12
Rush Attempts,12,7,215,2015,12
Rush Attempts,12,8,214,2022,12
Rush Attempts,12,9,208,2016,12
Points Scored,13,0,314,2020,13
Points Scored,13,1,230,2018,13
Points Scored,13,2,225,2017,13
Points Scored,13,3,211,2016,13
Points Scored,13,4,203,2019,13
Points Scored,13,5,192,2015,13
Points Scored,13,6,170,2021,13
Points Scored,13,7,168,2022,13
Points Scored,13,8,152,2014,13
Points Scored,13,9,126,2023,13
Points Allowed,13,0,171,2020,13
Points Allowed,13,1,190,2018,13
Points Allowed,13,2,199,2015,13
Points Allowed,13,3,204,2016,13
Points Allowed,13,4,205,2019,13
Points Allowed,13,5,238,2017,13
Points Allowed,13,6,238,2021,13
Points Allowed,13,7,239,2014,13
Points Allowed,13,8,270,2023,13
Points Allowed,13,9,273,2022,13
Passing Yards,13,0,2688,2020,13
Passing Yards,13,1,2642,2017,13
Passing Yards,13,2,2550,2021,13
Passing Yards,13,3,2322,2022,13
Passing Yards,13,4,2277,2015,13
Passing Yards,13,5,2237,2018,13
Passing Yards,13,6,2189,2019,13
Passing Yards,13,7,2084,2016,13
Passing Yards,13,8,2054,2023,13
Passing Yards,13,9,1821,2014,13
Passing Yards Allowed,13,0,2041,2015,13
Passing Yards Allowed,13,1,2096,2019,13
Passing Yards Allowed,13,2,2253,2018,13
Passing Yards Allowed,13,3,2255,2014,13
Passing Yards Allowed,13,4,2380,2021,13
Passing Yards Allowed,13,5,2468,2016,13
Passing Yards Allowed,13,6,2526,2023,13
Passing Yards Allowed,13,7,2543,2017,13
Passing Yards Allowed,13,8,2581,2022,13
Passing Yards Allowed,13,9,2651,2020,13
Rushing Yards,13,0,1343,2020,13
Rushing Yards,13,1,1310,2019,13
Rushing Yards,13,2,1200,2018,13
Rushing Yards,13,3,1138,2016,13
Rushing Yards,13,4,1117,2015,13
Rushing Yards,13,5,1061,2014,13
Rushing Yards,13,6,1043,2017,13
Rushing Yards,13,7,888,2023,13
Rushing Yards,13,8,885,2021,13
Rushing Yards,13,9,783,2022,13
Rushing Yards Allowed,13,0,669,2020,13
Rushing Yards Allowed,13,1,831,2016,13
Rushing Yards Allowed,13,2,858,2015,13
Rushing Yards Allowed,13,3,913,2019,13
Rushing Yards Allowed,13,4,921,2021,13
Rushing Yards Allowed,13,5,935,2017,13
Rushing Yards Allowed,13,6,1066,2014,13
Rushing Yards Allowed,13,7,1132,2018,13
Rushing Yards Allowed,13,8,1296,2023,13
Rushing Yards Allowed,13,9,1389,2022,13
Total Yards,13,0,4031,2020,13
Total Yards,13,1,3685,2017,13
Total Yards,13,2,3500,2019,13
Total Yards,13,3,3437,2018,13
Total Yards,13,4,3435,2021,13
Total Yards,13,5,3395,2015,13
Total Yards,13,6,3223,2016,13
Total Yards,13,7,3106,2022,13
Total Yards,13,8,2943,2023,13
Total Yards,13,9,2883,2014,13
Total Yards Allowed,13,0,2900,2015,13
Total Yards Allowed,13,1,3010,2019,13
Total Yards Allowed,13,2,3300,2016,13
Total Yards Allowed,13,3,3301,2021,13
Total Yards Allowed,13,4,3320,2020,13
Total Yards Allowed,13,5,3321,2014,13
Total Yards Allowed,13,6,3385,2018,13
Total Yards Allowed,13,7,3478,2017,13
Total Yards Allowed,13,8,3823,2023,13
Total Yards Allowed,13,9,3970,2022,13
Pass Attempts,13,0,428,2022,13
Pass Attempts,13,1,408,2021,13
Pass Attempts,13,2,394,2023,13
Pass Attempts,13,3,350,2017,13
Pass Attempts,13,4,346,2015,13
Pass Attempts,13,5,338,2014,13
Pass Attempts,13,6,338,2019,13
Pass Attempts,13,7,330,2018,13
Pass Attempts,13,8,315,2020,13
Pass Attempts,13,9,300,2016,13
Rush Attempts,13,0,337,2020,13
Rush Attempts,13,1,314,2019,13
Rush Attempts,13,2,300,2018,13
Rush Attempts,13,3,281,2015,13
Rush Attempts,13,4,281,2016,13
Rush Attempts,13,5,261,2017,13
Rush Attempts,13,6,236,2014,13
Rush Attempts,13,7,229,2021,13
Rush Attempts,13,8,213,2023,13
Rush Attempts,13,9,211,2022,13
Points Scored,14,0,278,2022,14
Points Scored,14,1,276,2021,14
Points Scored,14,2,253,2017,14
Points Scored,14,3,231,2019,14
Points Scored,14,4,230,2018,14
Points Scored,14,5,225,2020,14
Points Scored,14,6,211,2015,14
Points Scored,14,7,204,2016,14
