Category,Team/All_Teams,Place,Player,Record,Team,Year
Receiving Touchdowns,7,14,747,2,7,2017
Receiving Touchdowns,7,15,954,2,7,2018
Receiving Touchdowns,7,16,4972,2,7,2018
Receiving Touchdowns,7,17,1449,1,7,2014
Receiving Touchdowns,7,18,2024,1,7,2014
Receiving Touchdowns,7,19,284,1,7,2015
Receiving Touchdowns,7,20,747,1,7,2015
Receiving Touchdowns,7,21,1604,1,7,2015
Receiving Touchdowns,7,22,2628,1,7,2015
Receiving Touchdowns,7,23,747,1,7,2016
Receiving Touchdowns,7,24,1216,1,7,2016
Receiving Touchdowns,7,25,375,1,7,2017
Receiving Touchdowns,7,26,1135,1,7,2017
Receiving Touchdowns,7,27,5024,1,7,2017
Receiving Touchdowns,7,28,395,1,7,2018
Receiving Touchdowns,7,29,747,1,7,2018
Receiving Touchdowns,7,30,750,1,7,2018
Receiving Touchdowns,7,31,1135,1,7,2018
Targeted Passes,7,0,614,165,7,2018
Targeted Passes,7,1,614,135,7,2017
Targeted Passes,7,2,557,128,7,2014
Targeted Passes,7,3,284,127,7,2014
Targeted Passes,7,4,557,117,7,2016
Targeted Passes,7,5,4217,115,7,2018
Targeted Passes,7,6,4217,109,7,2017
Targeted Passes,7,7,284,98,7,2016
Targeted Passes,7,8,557,95,7,2015
Targeted Passes,7,9,954,92,7,2018
Targeted Passes,7,10,1604,86,7,2016
Targeted Passes,7,11,284,85,7,2015
Targeted Passes,7,12,2566,81,7,2014
Targeted Passes,7,13,747,74,7,2016
Targeted Passes,7,14,1604,72,7,2017
Targeted Passes,7,15,1604,70,7,2015
Targeted Passes,7,16,2634,68,7,2015
Targeted Passes,7,17,747,66,7,2018
Targeted Passes,7,18,747,64,7,2017
Targeted Passes,7,19,747,63,7,2015
Targeted Passes,7,20,1216,62,7,2016
Targeted Passes,7,21,5024,56,7,2017
Targeted Passes,7,22,4217,54,7,2016
Targeted Passes,7,23,4972,53,7,2018
Targeted Passes,7,24,2628,52,7,2015
Targeted Passes,7,25,1135,52,7,2018
Targeted Passes,7,26,1135,51,7,2014
Targeted Passes,7,27,4972,42,7,2017
Targeted Passes,7,28,245,36,7,2014
Targeted Passes,7,29,1135,34,7,2017
Targeted Passes,7,30,2024,32,7,2014
Targeted Passes,7,31,245,31,7,2015
Targeted Passes,7,32,5867,30,7,2018
Targeted Passes,7,33,395,28,7,2016
Targeted Passes,7,34,1829,26,7,2014
Targeted Passes,7,35,2456,26,7,2014
Targeted Passes,7,36,928,23,7,2015
Targeted Passes,7,37,947,22,7,2015
Targeted Passes,7,38,750,21,7,2017
Targeted Passes,7,39,750,21,7,2018
Targeted Passes,7,40,750,19,7,2016
Targeted Passes,7,41,1816,19,7,2017
Targeted Passes,7,42,5735,18,7,2018
Targeted Passes,7,43,3397,17,7,2016
Targeted Passes,7,44,395,17,7,2018
Targeted Passes,7,45,513,16,7,2016
Targeted Passes,7,46,747,15,7,2014
Targeted Passes,7,47,2590,14,7,2014
Targeted Passes,7,48,720,14,7,2015
Targeted Passes,7,49,395,14,7,2017
Targeted Passes,7,50,1200,9,7,2014
Targeted Passes,7,51,1449,9,7,2014
Targeted Passes,7,52,4264,9,7,2016
Targeted Passes,7,53,2013,7,7,2015
Targeted Passes,7,54,1698,6,7,2016
Targeted Passes,7,55,375,6,7,2017
Targeted Passes,7,56,734,6,7,2018
Targeted Passes,7,57,207,4,7,2014
Targeted Passes,7,58,4940,4,7,2017
Targeted Passes,7,59,5810,3,7,2018
Targeted Passes,7,60,1044,2,7,2014
Targeted Passes,7,61,3464,2,7,2015
Targeted Passes,7,62,1973,1,7,2014
Passes Dropped,7,0,614,13,7,2017
Passes Dropped,7,1,557,10,7,2014
Passes Dropped,7,2,557,10,7,2015
Passes Dropped,7,3,284,9,7,2014
Passes Dropped,7,4,2634,9,7,2015
Passes Dropped,7,5,557,9,7,2016
Passes Dropped,7,6,4217,9,7,2017
Passes Dropped,7,7,4217,9,7,2018
Passes Dropped,7,8,614,7,7,2018
Passes Dropped,7,9,1604,6,7,2015
Passes Dropped,7,10,1135,5,7,2014
Passes Dropped,7,11,284,5,7,2016
Passes Dropped,7,12,4217,5,7,2016
Passes Dropped,7,13,1829,4,7,2014
Passes Dropped,7,14,2566,4,7,2014
Passes Dropped,7,15,1216,4,7,2016
Passes Dropped,7,16,5024,4,7,2017
Passes Dropped,7,17,747,4,7,2018
Passes Dropped,7,18,954,4,7,2018
Passes Dropped,7,19,245,3,7,2014
Passes Dropped,7,20,2024,3,7,2014
Passes Dropped,7,21,245,3,7,2015
Passes Dropped,7,22,284,3,7,2015
Passes Dropped,7,23,2628,3,7,2015
Passes Dropped,7,24,1135,3,7,2017
Passes Dropped,7,25,1135,3,7,2018
Passes Dropped,7,26,928,2,7,2015
Passes Dropped,7,27,4264,2,7,2016
Passes Dropped,7,28,395,2,7,2017
Passes Dropped,7,29,747,2,7,2017
Passes Dropped,7,30,1604,2,7,2017
Passes Dropped,7,31,1816,2,7,2017
Passes Dropped,7,32,5867,2,7,2018
Passes Dropped,7,33,1200,1,7,2014
Passes Dropped,7,34,2456,1,7,2014
Passes Dropped,7,35,720,1,7,2015
Passes Dropped,7,36,747,1,7,2015
Passes Dropped,7,37,947,1,7,2015
Passes Dropped,7,38,747,1,7,2016
Passes Dropped,7,39,750,1,7,2016
Passes Dropped,7,40,3397,1,7,2016
Passes Dropped,7,41,4972,1,7,2017
Passes Dropped,7,42,750,1,7,2018
100 Yards Receiving,7,0,614,3,7,2018
100 Yards Receiving,7,1,614,2,7,2017
100 Yards Receiving,7,2,245,1,7,2014
100 Yards Receiving,7,3,284,1,7,2014
100 Yards Receiving,7,4,557,1,7,2014
100 Yards Receiving,7,5,245,1,7,2015
100 Yards Receiving,7,6,557,1,7,2015
100 Yards Receiving,7,7,284,1,7,2016
100 Yards Receiving,7,8,747,1,7,2016
100 Yards Receiving,7,9,4217,1,7,2017
100 Yards Receiving,7,10,954,1,7,2018
100 Yards Receiving,7,11,4972,1,7,2018
Interceptions,7,0,1115,5,7,2016
Interceptions,7,1,1195,5,7,2017
Interceptions,7,2,221,4,7,2014
Interceptions,7,3,1528,3,7,2015
Interceptions,7,4,999,3,7,2016
Interceptions,7,5,5537,3,7,2017
Interceptions,7,6,1195,3,7,2018
Interceptions,7,7,5537,3,7,2018
Interceptions,7,8,5606,3,7,2018
Interceptions,7,9,31,2,7,2014
Interceptions,7,10,580,2,7,2014
Interceptions,7,11,1115,2,7,2014
Interceptions,7,12,1128,2,7,2014
Interceptions,7,13,1528,2,7,2014
Interceptions,7,14,1597,2,7,2015
Interceptions,7,15,1128,2,7,2016
Interceptions,7,16,1597,2,7,2016
Interceptions,7,17,3859,2,7,2016
Interceptions,7,18,1115,2,7,2017
Interceptions,7,19,59,1,7,2014
Interceptions,7,20,230,1,7,2015
Interceptions,7,21,316,1,7,2015
Interceptions,7,22,1115,1,7,2015
Interceptions,7,23,1128,1,7,2015
Interceptions,7,24,1195,1,7,2015
Interceptions,7,25,1195,1,7,2016
Interceptions,7,26,2185,1,7,2016
Interceptions,7,27,4750,1,7,2016
Interceptions,7,28,999,1,7,2017
Interceptions,7,29,3859,1,7,2017
Interceptions,7,30,5598,1,7,2017
Interceptions,7,31,999,1,7,2018
Interceptions,7,32,4750,1,7,2018
Pass Defense Percentage,7,0,1528,816,7,2014
Pass Defense Percentage,7,1,1528,816,7,2015
Pass Defense Percentage,7,2,5537,814,7,2018
Pass Defense Percentage,7,3,1115,803,7,2016
Pass Defense Percentage,7,4,5537,803,7,2017
Pass Defense Percentage,7,5,251,802,7,2014
Pass Defense Percentage,7,6,1115,797,7,2015
Pass Defense Percentage,7,7,999,797,7,2017
Pass Defense Percentage,7,8,221,787,7,2014
Pass Defense Percentage,7,9,1195,784,7,2017
Pass Defense Percentage,7,10,5598,783,7,2017
Pass Defense Percentage,7,11,1195,783,7,2018
Pass Defense Percentage,7,12,5606,779,7,2018
Pass Defense Percentage,7,13,912,777,7,2014
Pass Defense Percentage,7,14,3158,777,7,2016
Pass Defense Percentage,7,15,999,776,7,2018
Pass Defense Percentage,7,16,1597,774,7,2016
Pass Defense Percentage,7,17,999,770,7,2016
Pass Defense Percentage,7,18,316,766,7,2015
Pass Defense Percentage,7,19,3158,766,7,2015
Pass Defense Percentage,7,20,1115,766,7,2018
Pass Defense Percentage,7,21,1115,762,7,2014
Pass Defense Percentage,7,22,1195,761,7,2015
Pass Defense Percentage,7,23,1195,756,7,2016
Pass Defense Percentage,7,24,3158,754,7,2017
Pass Defense Percentage,7,25,3122,753,7,2016
Pass Defense Percentage,7,26,1440,750,7,2016
Pass Defense Percentage,7,27,1195,723,7,2014
Pass Defense Percentage,7,28,1597,713,7,2015
Pass Defense Percentage,7,29,1115,713,7,2017
Tackles,7,0,1128,159,7,2015
Tackles,7,1,1128,139,7,2017
Tackles,7,2,1128,132,7,2014
Tackles,7,3,1128,131,7,2018
Tackles,7,4,999,119,7,2017
Tackles,7,5,999,115,7,2016
Tackles,7,6,1528,104,7,2014
Tackles,7,7,999,95,7,2018
Tackles,7,8,59,79,7,2014
Tackles,7,9,1597,79,7,2015
Tackles,7,10,1195,77,7,2017
Tackles,7,11,5606,77,7,2018
Tackles,7,12,1128,74,7,2016
Tackles,7,13,316,73,7,2015
Tackles,7,14,5537,73,7,2017
Tackles,7,15,221,71,7,2014
Tackles,7,16,3859,68,7,2018
Tackles,7,17,1195,63,7,2016
Tackles,7,18,3859,63,7,2017
Tackles,7,19,1115,62,7,2017
Tackles,7,20,3158,61,7,2015
Tackles,7,21,584,57,7,2015
Tackles,7,22,1195,56,7,2015
Tackles,7,23,3158,56,7,2017
Tackles,7,24,3859,55,7,2016
Tackles,7,25,1115,52,7,2016
Tackles,7,26,912,51,7,2014
Tackles,7,27,1195,51,7,2018
Tackles,7,28,584,50,7,2014
Tackles,7,29,1528,50,7,2015
Tackles,7,30,584,50,7,2016
Tackles,7,31,584,50,7,2017
Tackles,7,32,3158,48,7,2016
Tackles,7,33,5537,47,7,2018
Tackles,7,34,435,46,7,2014
Tackles,7,35,487,45,7,2018
Tackles,7,36,251,43,7,2014
Tackles,7,37,1597,43,7,2016
Tackles,7,38,1796,43,7,2016
Tackles,7,39,3014,42,7,2015
Tackles,7,40,487,42,7,2016
Tackles,7,41,2294,40,7,2016
Tackles,7,42,1115,39,7,2014
Tackles,7,43,1115,38,7,2018
Tackles,7,44,1796,38,7,2018
Tackles,7,45,1149,37,7,2017
Tackles,7,46,1796,37,7,2017
Tackles,7,47,1115,36,7,2015
Tackles,7,48,1440,35,7,2016
Tackles,7,49,584,33,7,2018
Tackles,7,50,1149,33,7,2018
Tackles,7,51,171,32,7,2014
Tackles,7,52,319,32,7,2014
Tackles,7,53,171,32,7,2015
Tackles,7,54,1195,31,7,2014
Tackles,7,55,5598,31,7,2017
Tackles,7,56,2949,30,7,2014
Tackles,7,57,435,30,7,2015
Tackles,7,58,2929,30,7,2016
Tackles,7,59,2294,30,7,2017
Tackles,7,60,580,28,7,2014
Tackles,7,61,1493,28,7,2015
Tackles,7,62,3792,28,7,2015
Tackles,7,63,3122,28,7,2016
Tackles,7,64,1185,26,7,2015
Tackles,7,65,2958,24,7,2015
Tackles,7,66,3859,24,7,2015
Tackles,7,67,2929,24,7,2017
Tackles,7,68,2153,24,7,2018
Tackles,7,69,1149,23,7,2016
Tackles,7,70,2922,22,7,2017
Tackles,7,71,230,21,7,2015
Tackles,7,72,1695,20,7,2015
Tackles,7,73,1415,20,7,2017
Tackles,7,74,3728,20,7,2018
Tackles,7,75,31,19,7,2014
Tackles,7,76,2185,19,7,2016
Tackles,7,77,1415,19,7,2018
Tackles,7,78,423,17,7,2014
Tackles,7,79,487,17,7,2017
Tackles,7,80,861,17,7,2018
Tackles,7,81,2929,17,7,2018
Tackles,7,82,1531,15,7,2016
Tackles,7,83,30,14,7,2014
Tackles,7,84,4750,14,7,2018
Tackles,7,85,1228,13,7,2015
Tackles,7,86,1695,13,7,2016
Tackles,7,87,3844,11,7,2016
Tackles,7,88,497,10,7,2015
Tackles,7,89,5412,10,7,2018
Tackles,7,90,1066,9,7,2018
Tackles,7,91,3152,8,7,2015
Tackles,7,92,3703,7,7,2016
Tackles,7,93,4750,7,7,2016
Tackles,7,94,1680,6,7,2014
Tackles,7,95,106,5,7,2014
Tackles,7,96,284,5,7,2015
Tackles,7,97,747,5,7,2015
Tackles,7,98,614,5,7,2017
Tackles,7,99,1005,5,7,2017
Assists,7,0,1128,43,7,2017
Assists,7,1,999,41,7,2017
Assists,7,2,1128,40,7,2015
Assists,7,3,999,38,7,2016
Assists,7,4,1128,37,7,2018
Assists,7,5,1128,36,7,2014
Assists,7,6,584,30,7,2014
Assists,7,7,3158,30,7,2015
Assists,7,8,999,30,7,2018
Assists,7,9,1528,27,7,2014
Assists,7,10,5537,26,7,2017
Assists,7,11,1597,25,7,2015
Assists,7,12,1115,25,7,2018
Assists,7,13,316,24,7,2015
Assists,7,14,1528,24,7,2015
Assists,7,15,5606,24,7,2018
Assists,7,16,221,23,7,2014
Assists,7,17,59,22,7,2014
Assists,7,18,171,22,7,2014
Assists,7,19,3859,21,7,2016
Assists,7,20,3158,21,7,2017
Assists,7,21,3859,21,7,2018
Assists,7,22,251,20,7,2014
Assists,7,23,584,20,7,2015
Assists,7,24,487,20,7,2016
Assists,7,25,435,19,7,2015
Assists,7,26,1128,19,7,2016
Assists,7,27,912,18,7,2014
Assists,7,28,1493,18,7,2015
Assists,7,29,1597,18,7,2016
Assists,7,30,584,17,7,2016
Assists,7,31,1195,17,7,2017
Assists,7,32,3859,17,7,2017
Assists,7,33,171,16,7,2015
Assists,7,34,584,16,7,2017
Assists,7,35,584,16,7,2018
Assists,7,36,1796,16,7,2018
Assists,7,37,435,15,7,2014
Assists,7,38,1796,15,7,2017
Assists,7,39,2922,15,7,2017
Assists,7,40,2929,15,7,2017
Assists,7,41,1149,15,7,2018
Assists,7,42,3014,14,7,2015
Assists,7,43,1195,14,7,2016
Assists,7,44,1115,14,7,2017
Assists,7,45,487,14,7,2018
Assists,7,46,1195,14,7,2018
Assists,7,47,1195,13,7,2014
Assists,7,48,3158,13,7,2016
Assists,7,49,1415,13,7,2017
Assists,7,50,5537,13,7,2018
Assists,7,51,1115,12,7,2014
Assists,7,52,2929,12,7,2016
Assists,7,53,3859,11,7,2015
Assists,7,54,1149,11,7,2016
Assists,7,55,1149,11,7,2017
Assists,7,56,1115,10,7,2015
Assists,7,57,1195,10,7,2015
Assists,7,58,1695,10,7,2015
Assists,7,59,1531,10,7,2016
Assists,7,60,3728,10,7,2018
Assists,7,61,1796,9,7,2016
Assists,7,62,319,8,7,2014
Assists,7,63,497,8,7,2014
Assists,7,64,2958,8,7,2015
Assists,7,65,3792,8,7,2015
Assists,7,66,1115,8,7,2016
Assists,7,67,2185,8,7,2016
Assists,7,68,2294,8,7,2016
Assists,7,69,3122,8,7,2016
Assists,7,70,2153,8,7,2018
Assists,7,71,1228,7,7,2015
Assists,7,72,1440,7,7,2016
Assists,7,73,487,7,7,2017
Assists,7,74,230,6,7,2015
Assists,7,75,2294,6,7,2017
Assists,7,76,5598,6,7,2017
Assists,7,77,861,6,7,2018
Assists,7,78,1415,6,7,2018
Assists,7,79,2929,6,7,2018
Assists,7,80,5598,6,7,2018
Assists,7,81,30,5,7,2014
Assists,7,82,31,5,7,2014
Assists,7,83,580,5,7,2014
Assists,7,84,2949,5,7,2014
Assists,7,85,497,5,7,2015
Assists,7,86,4750,5,7,2016
Assists,7,87,1185,4,7,2015
Assists,7,88,1695,4,7,2016
Assists,7,89,1066,4,7,2018
Assists,7,90,4750,4,7,2018
Assists,7,91,1680,3,7,2014
Assists,7,92,3152,3,7,2015
Assists,7,93,2951,3,7,2016
Assists,7,94,1005,3,7,2017
Assists,7,95,106,2,7,2014
Assists,7,96,423,2,7,2014
Assists,7,97,1679,2,7,2017
Assists,7,98,2889,2,7,2017
Assists,7,99,5412,2,7,2018
Sacks,7,0,584,120,7,2014
Sacks,7,1,1796,110,7,2016
Sacks,7,2,1796,100,7,2017
Sacks,7,3,435,95,7,2014
Sacks,7,4,584,95,7,2015
Sacks,7,5,1149,85,7,2017
Sacks,7,6,584,80,7,2017
Sacks,7,7,1796,80,7,2018
Sacks,7,8,584,75,7,2016
Sacks,7,9,1149,65,7,2018
Sacks,7,10,435,55,7,2015
Sacks,7,11,1128,55,7,2015
Sacks,7,12,1531,55,7,2016
Sacks,7,13,1128,45,7,2017
Sacks,7,14,171,40,7,2014
Sacks,7,15,584,40,7,2018
Sacks,7,16,1149,35,7,2016
Sacks,7,17,2922,35,7,2017
Sacks,7,18,319,30,7,2014
Sacks,7,19,2949,30,7,2014
Sacks,7,20,171,30,7,2015
Sacks,7,21,999,30,7,2016
Sacks,7,22,487,30,7,2017
Sacks,7,23,487,25,7,2016
Sacks,7,24,2929,25,7,2016
Sacks,7,25,2929,25,7,2017
Sacks,7,26,1680,20,7,2014
Sacks,7,27,316,20,7,2015
Sacks,7,28,3703,20,7,2016
Sacks,7,29,3859,20,7,2016
Sacks,7,30,487,20,7,2018
Sacks,7,31,3859,20,7,2018
Sacks,7,32,5537,20,7,2018
Sacks,7,33,912,15,7,2014
Sacks,7,34,1493,15,7,2015
Sacks,7,35,1695,15,7,2015
Sacks,7,36,1695,15,7,2016
Sacks,7,37,2185,15,7,2016
Sacks,7,38,1128,15,7,2018
Sacks,7,39,1415,15,7,2018
Sacks,7,40,31,10,7,2014
Sacks,7,41,59,10,7,2014
Sacks,7,42,251,10,7,2014
Sacks,7,43,497,10,7,2014
Sacks,7,44,1228,10,7,2014
Sacks,7,45,1195,10,7,2015
Sacks,7,46,1597,10,7,2015
Sacks,7,47,2958,10,7,2015
Sacks,7,48,3014,10,7,2015
Sacks,7,49,3859,10,7,2015
Sacks,7,50,2294,10,7,2016
Sacks,7,51,2951,10,7,2016
Sacks,7,52,3122,10,7,2016
Sacks,7,53,1005,10,7,2017
Sacks,7,54,1415,10,7,2017
Sacks,7,55,2889,10,7,2017
Sacks,7,56,3158,10,7,2017
Sacks,7,57,3859,10,7,2017
Sacks,7,58,5598,10,7,2017
Sacks,7,59,1195,10,7,2018
Sacks,7,60,2153,10,7,2018
Sacks,7,61,3728,10,7,2018
Sacks,7,62,5412,10,7,2018
Sacks,7,63,6188,10,7,2018
Sacks,7,64,1115,5,7,2015
Sacks,7,65,1128,5,7,2016
Sacks,7,66,1195,5,7,2016
Sacks,7,67,3158,5,7,2016
Hurries,7,0,1796,27,7,2016
Hurries,7,1,435,21,7,2014
Hurries,7,2,1796,18,7,2018
Hurries,7,3,171,16,7,2014
Hurries,7,4,584,16,7,2016
Hurries,7,5,1796,16,7,2017
Hurries,7,6,584,14,7,2017
Hurries,7,7,584,12,7,2014
Hurries,7,8,171,12,7,2015
Hurries,7,9,1149,11,7,2018
Hurries,7,10,319,9,7,2014
Hurries,7,11,584,9,7,2015
Hurries,7,12,1149,9,7,2017
Hurries,7,13,2922,8,7,2017
Hurries,7,14,435,7,7,2015
Hurries,7,15,1149,6,7,2016
Hurries,7,16,1493,5,7,2015
Hurries,7,17,2929,5,7,2016
Hurries,7,18,584,5,7,2018
Hurries,7,19,1128,4,7,2016
Hurries,7,20,1531,4,7,2016
Hurries,7,21,1415,4,7,2017
Hurries,7,22,3859,4,7,2017
Hurries,7,23,1415,4,7,2018
Hurries,7,24,1128,3,7,2015
Hurries,7,25,1695,3,7,2015
Hurries,7,26,2185,3,7,2016
Hurries,7,27,2889,3,7,2017
Hurries,7,28,2929,3,7,2017
Hurries,7,29,497,2,7,2014
Hurries,7,30,2958,2,7,2015
Hurries,7,31,3158,2,7,2015
Hurries,7,32,3859,2,7,2016
Hurries,7,33,1128,2,7,2017
Hurries,7,34,1128,2,7,2018
Hurries,7,35,2929,2,7,2018
Hurries,7,36,3728,2,7,2018
Hurries,7,37,221,1,7,2014
Hurries,7,38,1128,1,7,2014
Hurries,7,39,1528,1,7,2014
Hurries,7,40,316,1,7,2015
Hurries,7,41,3859,1,7,2015
Hurries,7,42,487,1,7,2016
Hurries,7,43,999,1,7,2016
Hurries,7,44,1695,1,7,2016
Hurries,7,45,3158,1,7,2016
Hurries,7,46,3703,1,7,2016
Hurries,7,47,2294,1,7,2017
Hurries,7,48,3158,1,7,2017
Hurries,7,49,5537,1,7,2017
Hurries,7,50,999,1,7,2018
Hurries,7,51,1066,1,7,2018
Hurries,7,52,2153,1,7,2018
Blocked Passes,7,0,435,8,7,2014
Blocked Passes,7,1,1796,7,7,2016
Blocked Passes,7,2,584,6,7,2016
Blocked Passes,7,3,171,5,7,2014
Blocked Passes,7,4,171,5,7,2015
Blocked Passes,7,5,1796,5,7,2017
Blocked Passes,7,6,584,4,7,2015
Blocked Passes,7,7,1149,3,7,2016
Blocked Passes,7,8,1149,3,7,2017
Blocked Passes,7,9,584,3,7,2018
Blocked Passes,7,10,2949,2,7,2014
Blocked Passes,7,11,435,2,7,2015
Blocked Passes,7,12,1531,2,7,2016
Blocked Passes,7,13,2185,2,7,2016
Blocked Passes,7,14,2889,2,7,2017
Blocked Passes,7,15,1149,2,7,2018
Blocked Passes,7,16,1796,2,7,2018
Blocked Passes,7,17,497,1,7,2014
Blocked Passes,7,18,584,1,7,2014
Blocked Passes,7,19,1128,1,7,2014
Blocked Passes,7,20,1680,1,7,2014
Blocked Passes,7,21,1695,1,7,2015
Blocked Passes,7,22,1128,1,7,2016
Blocked Passes,7,23,2929,1,7,2016
Blocked Passes,7,24,3158,1,7,2016
Blocked Passes,7,25,3703,1,7,2016
Blocked Passes,7,26,584,1,7,2017
Blocked Passes,7,27,1128,1,7,2017
Blocked Passes,7,28,2929,1,7,2017
Blocked Passes,7,29,3158,1,7,2017
Blocked Passes,7,30,1415,1,7,2018
Blocked Passes,7,31,3728,1,7,2018
Field Goals,7,0,545,34,7,2014
Field Goals,7,1,3640,28,7,2018
Field Goals,7,2,3640,25,7,2016
Field Goals,7,3,22,23,7,2015
Field Goals,7,4,3640,22,7,2017
Key Run Blocks,7,0,259,28,7,2017
Key Run Blocks,7,1,128,26,7,2014
Key Run Blocks,7,2,259,24,7,2014
Key Run Blocks,7,3,234,22,7,2015
Key Run Blocks,7,4,1530,22,7,2015
Key Run Blocks,7,5,1530,22,7,2017
Key Run Blocks,7,6,234,21,7,2017
Key Run Blocks,7,7,234,20,7,2014
Key Run Blocks,7,8,128,20,7,2015
Key Run Blocks,7,9,259,17,7,2016
Key Run Blocks,7,10,1530,16,7,2014
Key Run Blocks,7,11,1530,16,7,2016
Key Run Blocks,7,12,128,15,7,2016
Key Run Blocks,7,13,234,15,7,2016
Key Run Blocks,7,14,259,14,7,2018
Key Run Blocks,7,15,259,12,7,2015
Key Run Blocks,7,16,2783,12,7,2015
Key Run Blocks,7,17,660,11,7,2014
Key Run Blocks,7,18,660,10,7,2017
Key Run Blocks,7,19,490,10,7,2018
Key Run Blocks,7,20,234,9,7,2018
Key Run Blocks,7,21,245,8,7,2015
Key Run Blocks,7,22,5183,7,7,2017
Key Run Blocks,7,23,245,6,7,2014
Key Run Blocks,7,24,747,6,7,2016
Key Run Blocks,7,25,660,6,7,2018
Key Run Blocks,7,26,4972,6,7,2018
Key Run Blocks,7,27,513,5,7,2016
Key Run Blocks,7,28,660,5,7,2016
Key Run Blocks,7,29,747,5,7,2018
Key Run Blocks,7,30,747,4,7,2015
Key Run Blocks,7,31,202,4,7,2018
Key Run Blocks,7,32,1483,3,7,2014
Key Run Blocks,7,33,2660,3,7,2014
Key Run Blocks,7,34,660,3,7,2015
Key Run Blocks,7,35,924,3,7,2016
Key Run Blocks,7,36,2660,3,7,2016
Key Run Blocks,7,37,2783,3,7,2016
Key Run Blocks,7,38,107,3,7,2017
Key Run Blocks,7,39,747,2,7,2017
Key Run Blocks,7,40,2658,2,7,2018
Key Run Blocks,7,41,6034,2,7,2018
Key Run Blocks,7,42,1200,1,7,2014
Key Run Blocks,7,43,2024,1,7,2014
Key Run Blocks,7,44,2783,1,7,2014
Key Run Blocks,7,45,720,1,7,2015
Key Run Blocks,7,46,1130,1,7,2015
Key Run Blocks,7,47,1197,1,7,2015
Key Run Blocks,7,48,2013,1,7,2015
Key Run Blocks,7,49,215,1,7,2017
Key Run Blocks,7,50,750,1,7,2017
Key Run Blocks,7,51,4972,1,7,2017
Key Run Blocks,7,52,876,1,7,2018
Key Run Blocks,7,53,3608,1,7,2018
Key Run Blocks,7,54,4406,1,7,2018
Key Run Opportunities,7,0,128,75,7,2014
Key Run Opportunities,7,1,1530,74,7,2017
Key Run Opportunities,7,2,1530,73,7,2016
Key Run Opportunities,7,3,234,71,7,2015
Key Run Opportunities,7,4,259,66,7,2014
Key Run Opportunities,7,5,259,64,7,2017
Key Run Opportunities,7,6,1530,60,7,2015
Key Run Opportunities,7,7,259,59,7,2016
Key Run Opportunities,7,8,1530,58,7,2014
Key Run Opportunities,7,9,259,55,7,2018
Key Run Opportunities,7,10,128,53,7,2015
Key Run Opportunities,7,11,234,53,7,2017
Key Run Opportunities,7,12,234,51,7,2016
Key Run Opportunities,7,13,234,49,7,2014
Key Run Opportunities,7,14,128,46,7,2016
Key Run Opportunities,7,15,490,46,7,2018
Key Run Opportunities,7,16,2783,45,7,2015
Key Run Opportunities,7,17,234,37,7,2018
Key Run Opportunities,7,18,660,33,7,2018
Key Run Opportunities,7,19,660,32,7,2014
Key Run Opportunities,7,20,5183,29,7,2017
Key Run Opportunities,7,21,660,28,7,2016
Key Run Opportunities,7,22,660,26,7,2017
Key Run Opportunities,7,23,259,25,7,2015
Key Run Opportunities,7,24,245,22,7,2014
Key Run Opportunities,7,25,4972,21,7,2018
Key Run Opportunities,7,26,245,18,7,2015
Key Run Opportunities,7,27,2660,17,7,2014
Key Run Opportunities,7,28,660,13,7,2015
Key Run Opportunities,7,29,1197,13,7,2015
Key Run Opportunities,7,30,202,13,7,2018
Key Run Opportunities,7,31,747,12,7,2015
Key Run Opportunities,7,32,1483,11,7,2014
Key Run Opportunities,7,33,513,11,7,2016
Key Run Opportunities,7,34,747,11,7,2016
Key Run Opportunities,7,35,2658,11,7,2018
Key Run Opportunities,7,36,6034,10,7,2018
Key Run Opportunities,7,37,747,9,7,2018
Key Run Opportunities,7,38,1130,7,7,2015
Key Run Opportunities,7,39,4972,7,7,2017
Key Run Opportunities,7,40,924,6,7,2016
Key Run Opportunities,7,41,2660,6,7,2016
Key Run Opportunities,7,42,107,6,7,2017
Key Run Opportunities,7,43,747,6,7,2017
Key Run Opportunities,7,44,2024,5,7,2014
Key Run Opportunities,7,45,2783,4,7,2016
Key Run Opportunities,7,46,4406,3,7,2016
Key Run Opportunities,7,47,750,3,7,2017
Key Run Opportunities,7,48,2783,2,7,2014
Key Run Opportunities,7,49,750,2,7,2016
Key Run Opportunities,7,50,215,2,7,2017
Key Run Opportunities,7,51,2658,2,7,2017
Key Run Opportunities,7,52,207,1,7,2014
Key Run Opportunities,7,53,747,1,7,2014
Key Run Opportunities,7,54,1200,1,7,2014
Key Run Opportunities,7,55,720,1,7,2015
Key Run Opportunities,7,56,2013,1,7,2015
Key Run Opportunities,7,57,2783,1,7,2017
Key Run Opportunities,7,58,750,1,7,2018
Key Run Opportunities,7,59,876,1,7,2018
Key Run Opportunities,7,60,3608,1,7,2018
Key Run Opportunities,7,61,4406,1,7,2018
Pancake Blocks,7,0,234,4,7,2014
Pancake Blocks,7,1,128,2,7,2014
Pancake Blocks,7,2,245,2,7,2015
Pancake Blocks,7,3,747,2,7,2015
Pancake Blocks,7,4,245,1,7,2014
Pancake Blocks,7,5,234,1,7,2015
Pancake Blocks,7,6,1530,1,7,2015
Pancake Blocks,7,7,259,1,7,2016
Pancake Blocks,7,8,234,1,7,2018
