Category,Team/All_Teams,Place,Player,Record,Last_Year
Games Started,10,15,782,38,2017
Games Started,10,16,3330,38,2018
Games Started,10,17,4275,38,2018
Games Started,10,18,466,32,2015
Games Started,10,19,5109,32,2018
Games Started,10,20,411,27,2015
Games Started,10,21,1063,27,2017
Games Started,10,22,49,26,2015
Games Started,10,23,1841,19,2017
Games Started,10,24,1825,18,2016
Games Started,10,25,2307,18,2016
Games Started,10,26,1834,17,2015
Games Started,10,27,508,16,2014
Games Started,10,28,642,16,2014
Games Started,10,29,41,16,2015
Games Started,10,30,462,16,2015
Games Started,10,31,3163,16,2015
Games Started,10,32,861,16,2016
Games Started,10,33,1758,16,2016
Games Started,10,34,348,16,2017
Games Started,10,35,2688,16,2017
Games Started,10,36,718,16,2018
Games Started,10,37,839,16,2018
Games Started,10,38,1461,16,2018
Games Started,10,39,1496,16,2018
Games Started,10,40,4498,16,2018
Games Started,10,41,6194,16,2018
Games Started,10,42,1479,15,2017
Games Started,10,43,292,15,2018
Games Started,10,44,46,14,2014
Games Started,10,45,1125,14,2016
Games Started,10,46,2878,14,2018
Games Started,10,47,2004,12,2014
Games Started,10,48,2302,12,2018
Games Started,10,49,6035,12,2018
Games Started,10,50,4623,11,2018
Games Started,10,51,5100,9,2018
Games Started,10,52,2267,8,2016
Games Started,10,53,1765,8,2017
Games Started,10,54,2987,8,2017
Games Started,10,55,1605,7,2015
Games Started,10,56,6394,7,2018
Games Started,10,57,1054,6,2015
Games Started,10,58,1438,6,2018
Games Started,10,59,420,5,2014
Games Started,10,60,4173,5,2018
Games Started,10,61,703,4,2014
Games Started,10,62,910,4,2017
Games Started,10,63,1455,4,2018
Games Started,10,64,6018,4,2018
Games Started,10,65,6427,4,2018
Games Started,10,66,770,3,2014
Games Started,10,67,981,3,2015
Games Started,10,68,4638,3,2018
Games Started,10,69,2512,2,2015
Games Started,10,70,2066,2,2016
Games Started,10,71,2629,2,2016
Games Started,10,72,928,2,2017
Games Started,10,73,578,2,2018
Games Started,10,74,5884,2,2018
Games Started,10,75,2501,1,2016
Games Started,10,76,4241,1,2018
Quarterback Rating,11,0,200,713,2017
Pass Attempts,11,0,200,896,2017
Pass Attempts,11,1,98,570,2016
Pass Attempts,11,2,94,447,2018
Pass Attempts,11,3,4047,367,2017
Pass Attempts,11,4,1221,260,2014
Pass Attempts,11,5,3199,128,2016
Pass Attempts,11,6,4040,111,2018
Pass Attempts,11,7,2363,14,2014
Pass Completions,11,0,200,531,2017
Pass Completions,11,1,98,364,2016
Pass Completions,11,2,94,266,2018
Pass Completions,11,3,4047,221,2017
Pass Completions,11,4,1221,183,2014
Pass Completions,11,5,3199,84,2016
Pass Completions,11,6,4040,62,2018
Pass Completions,11,7,2363,8,2014
Completion Percentage,11,0,200,593,2017
Passing Yards,11,0,200,5673,2017
Passing Yards,11,1,98,4048,2016
Passing Yards,11,2,94,2721,2018
Passing Yards,11,3,4047,2297,2017
Passing Yards,11,4,1221,2189,2014
Passing Yards,11,5,3199,1071,2016
Passing Yards,11,6,4040,640,2018
Passing Yards,11,7,2363,59,2014
Yards per Pass Attempt,11,0,200,633,2017
Passing Touchdowns,11,0,200,26,2017
Passing Touchdowns,11,1,98,23,2016
Passing Touchdowns,11,2,1221,15,2014
Passing Touchdowns,11,3,4047,14,2017
Passing Touchdowns,11,4,94,12,2018
Passing Touchdowns,11,5,3199,9,2016
Passing Touchdowns,11,6,4040,7,2018
Times Sacked,11,0,200,59,2017
Times Sacked,11,1,98,55,2016
Times Sacked,11,2,94,32,2018
Times Sacked,11,3,4047,27,2017
Times Sacked,11,4,1221,14,2014
Times Sacked,11,5,3199,13,2016
Times Sacked,11,6,4040,8,2018
300 Yards Passing,11,0,200,4,2017
300 Yards Passing,11,1,98,3,2016
300 Yards Passing,11,2,1221,2,2014
Rushing Attempts,11,0,1637,992,2017
Rushing Attempts,11,1,3278,331,2018
Rushing Attempts,11,2,2412,198,2018
Rushing Attempts,11,3,1612,114,2014
Rushing Attempts,11,4,4907,100,2018
Rushing Attempts,11,5,200,98,2017
Rushing Attempts,11,6,4115,87,2018
Rushing Attempts,11,7,5709,38,2018
Rushing Attempts,11,8,1221,34,2014
Rushing Attempts,11,9,4047,29,2017
Rushing Attempts,11,10,3199,25,2016
Rushing Attempts,11,11,98,22,2016
Rushing Attempts,11,12,94,20,2018
Rushing Attempts,11,13,372,18,2016
Rushing Attempts,11,14,4040,12,2018
Rushing Attempts,11,15,36,10,2016
Rushing Attempts,11,16,405,6,2018
Rushing Attempts,11,17,2426,3,2015
Rushing Attempts,11,18,1757,2,2018
Rushing Attempts,11,19,2464,1,2014
Rushing Attempts,11,20,2510,1,2015
Rushing Attempts,11,21,2517,1,2017
Rushing Attempts,11,22,4192,1,2018
Rushing Yards,11,0,1637,3770,2017
Rushing Yards,11,1,3278,1256,2018
Rushing Yards,11,2,2412,702,2018
Rushing Yards,11,3,200,487,2017
Rushing Yards,11,4,1612,434,2014
Rushing Yards,11,5,4907,430,2018
Rushing Yards,11,6,4115,386,2018
Rushing Yards,11,7,1221,198,2014
Rushing Yards,11,8,4047,176,2017
Rushing Yards,11,9,5709,150,2018
Rushing Yards,11,10,3199,121,2016
Rushing Yards,11,11,94,109,2018
Rushing Yards,11,12,372,72,2016
Rushing Yards,11,13,98,61,2016
Rushing Yards,11,14,4040,61,2018
Rushing Yards,11,15,36,55,2016
Rushing Yards,11,16,2464,10,2014
Rushing Yards,11,17,405,10,2018
Rushing Yards,11,18,1757,8,2018
Rushing Yards,11,19,2517,6,2017
Rushing Yards,11,20,4192,1,2018
Yards per Carry,11,0,1637,380,2017
Rushing Touchdowns,11,0,1637,16,2017
Rushing Touchdowns,11,1,3278,5,2018
Rushing Touchdowns,11,2,2412,4,2018
Rushing Touchdowns,11,3,4115,4,2018
Rushing Touchdowns,11,4,1221,3,2014
Rushing Touchdowns,11,5,1612,2,2014
Rushing Touchdowns,11,6,200,2,2017
Rushing Touchdowns,11,7,4047,2,2017
Rushing Touchdowns,11,8,36,1,2016
Rushing Touchdowns,11,9,3199,1,2016
Rushing Touchdowns,11,10,4907,1,2018
100 Yards Rushing,11,0,1637,10,2017
100 Yards Rushing,11,1,3278,1,2018
Receptions,11,0,405,356,2018
Receptions,11,1,36,252,2016
Receptions,11,2,1637,246,2017
Receptions,11,3,1529,178,2018
Receptions,11,4,4115,109,2018
Receptions,11,5,1757,75,2018
Receptions,11,6,556,64,2018
Receptions,11,7,5831,45,2018
Receptions,11,8,5033,44,2018
Receptions,11,9,1612,40,2014
Receptions,11,10,2556,37,2017
Receptions,11,11,3278,35,2018
Receptions,11,12,4274,34,2017
Receptions,11,13,1632,32,2015
Receptions,11,14,372,28,2016
Receptions,11,15,4192,25,2018
Receptions,11,16,1168,19,2014
Receptions,11,17,2412,16,2018
Receptions,11,18,2517,15,2017
Receptions,11,19,928,14,2014
Receptions,11,20,1254,14,2018
Receptions,11,21,4907,14,2018
Receptions,11,22,3438,9,2016
Receptions,11,23,2464,5,2014
Receptions,11,24,4243,3,2018
Receptions,11,25,2510,2,2015
Receptions,11,26,670,1,2014
Receptions,11,27,2426,1,2015
Receptions,11,28,4974,1,2017
Receptions,11,29,5709,1,2018
Receiving Yards,11,0,405,4783,2018
Receiving Yards,11,1,36,3484,2016
Receiving Yards,11,2,1529,1918,2018
Receiving Yards,11,3,1637,1877,2017
Receiving Yards,11,4,4115,818,2018
Receiving Yards,11,5,1757,770,2018
Receiving Yards,11,6,556,745,2018
Receiving Yards,11,7,5033,454,2018
Receiving Yards,11,8,2556,433,2017
Receiving Yards,11,9,4274,424,2017
Receiving Yards,11,10,5831,402,2018
Receiving Yards,11,11,1632,364,2015
Receiving Yards,11,12,1612,324,2014
Receiving Yards,11,13,3278,284,2018
Receiving Yards,11,14,4192,219,2018
Receiving Yards,11,15,4907,218,2018
Receiving Yards,11,16,372,214,2016
Receiving Yards,11,17,1168,200,2014
Receiving Yards,11,18,1254,193,2018
Receiving Yards,11,19,2412,146,2018
Receiving Yards,11,20,928,128,2014
Receiving Yards,11,21,2517,122,2017
Receiving Yards,11,22,3438,115,2016
Receiving Yards,11,23,2464,48,2014
Receiving Yards,11,24,2510,19,2015
Receiving Yards,11,25,4243,18,2018
Receiving Yards,11,26,5709,11,2018
Receiving Yards,11,27,670,5,2014
Receiving Yards,11,28,2426,3,2015
Receiving Yards,11,29,4974,1,2017
Yards per Reception,11,0,36,1383,2016
Yards per Reception,11,1,405,1344,2018
Yards per Reception,11,2,1529,1078,2018
Yards per Reception,11,3,1637,763,2017
Yards per Reception,11,4,4115,750,2018
Receiving Touchdowns,11,0,405,32,2018
Receiving Touchdowns,11,1,36,25,2016
Receiving Touchdowns,11,2,1529,13,2018
Receiving Touchdowns,11,3,1637,8,2017
Receiving Touchdowns,11,4,556,7,2018
Receiving Touchdowns,11,5,1757,4,2018
Receiving Touchdowns,11,6,4115,4,2018
Receiving Touchdowns,11,7,2556,3,2017
Receiving Touchdowns,11,8,4907,3,2018
Receiving Touchdowns,11,9,2517,2,2017
Receiving Touchdowns,11,10,928,1,2014
Receiving Touchdowns,11,11,1168,1,2014
Receiving Touchdowns,11,12,1612,1,2014
Receiving Touchdowns,11,13,4274,1,2017
Receiving Touchdowns,11,14,1254,1,2018
Receiving Touchdowns,11,15,2412,1,2018
Receiving Touchdowns,11,16,5033,1,2018
Receiving Touchdowns,11,17,5831,1,2018
Targeted Passes,11,0,405,627,2018
Targeted Passes,11,1,36,411,2016
Targeted Passes,11,2,1637,316,2017
Targeted Passes,11,3,1529,268,2018
Targeted Passes,11,4,4115,153,2018
Targeted Passes,11,5,1757,138,2018
Targeted Passes,11,6,556,101,2018
Targeted Passes,11,7,2556,85,2017
Targeted Passes,11,8,5831,82,2018
Targeted Passes,11,9,5033,73,2018
Targeted Passes,11,10,4274,70,2017
Targeted Passes,11,11,1632,69,2015
Targeted Passes,11,12,1612,47,2014
Targeted Passes,11,13,3278,45,2018
Targeted Passes,11,14,4192,43,2018
Targeted Passes,11,15,372,36,2016
Targeted Passes,11,16,928,32,2014
Targeted Passes,11,17,1168,30,2014
Targeted Passes,11,18,2517,29,2017
Targeted Passes,11,19,1254,25,2018
Targeted Passes,11,20,2412,23,2018
Targeted Passes,11,21,3438,22,2016
Targeted Passes,11,22,4907,16,2018
Targeted Passes,11,23,2464,5,2014
Targeted Passes,11,24,2510,5,2015
Targeted Passes,11,25,4243,4,2018
Targeted Passes,11,26,670,2,2014
Targeted Passes,11,27,4974,2,2017
Targeted Passes,11,28,5709,2,2018
Targeted Passes,11,29,2426,1,2015
Targeted Passes,11,30,3358,1,2016
Passes Dropped,11,0,405,17,2018
Passes Dropped,11,1,36,13,2016
Passes Dropped,11,2,1637,11,2017
Passes Dropped,11,3,1529,9,2018
Passes Dropped,11,4,2556,6,2017
Passes Dropped,11,5,4115,6,2018
Passes Dropped,11,6,5033,6,2018
Passes Dropped,11,7,4274,5,2017
Passes Dropped,11,8,556,5,2018
Passes Dropped,11,9,1757,5,2018
Passes Dropped,11,10,1632,4,2015
Passes Dropped,11,11,928,3,2014
Passes Dropped,11,12,2510,2,2015
Passes Dropped,11,13,2517,2,2017
Passes Dropped,11,14,4192,2,2018
Passes Dropped,11,15,5831,2,2018
Passes Dropped,11,16,1612,1,2014
Passes Dropped,11,17,372,1,2016
Passes Dropped,11,18,3358,1,2016
Passes Dropped,11,19,3438,1,2016
Passes Dropped,11,20,4974,1,2017
Passes Dropped,11,21,1254,1,2018
Passes Dropped,11,22,3278,1,2018
Passes Dropped,11,23,5709,1,2018
100 Yards Receiving,11,0,405,15,2018
100 Yards Receiving,11,1,36,11,2016
100 Yards Receiving,11,2,1637,2,2017
100 Yards Receiving,11,3,556,1,2018
Interceptions,11,0,4730,11,2018
Interceptions,11,1,431,9,2018
Interceptions,11,2,328,6,2015
Interceptions,11,3,2334,6,2016
Interceptions,11,4,291,5,2015
Interceptions,11,5,575,5,2018
Interceptions,11,6,3929,5,2018
Interceptions,11,7,1595,4,2018
Interceptions,11,8,204,3,2014
Interceptions,11,9,1040,3,2014
Interceptions,11,10,1682,3,2016
Interceptions,11,11,1177,3,2017
Interceptions,11,12,5572,3,2018
Interceptions,11,13,2234,2,2016
Interceptions,11,14,912,2,2017
Interceptions,11,15,3796,2,2017
Interceptions,11,16,1386,2,2018
Interceptions,11,17,1676,1,2014
Interceptions,11,18,3122,1,2014
Interceptions,11,19,981,1,2017
Interceptions,11,20,1737,1,2017
Interceptions,11,21,440,1,2018
Interceptions,11,22,948,1,2018
Interceptions,11,23,5378,1,2018
Interceptions,11,24,6476,1,2018
Pass Defense Percentage,11,0,2334,808,2016
Pass Defense Percentage,11,1,4730,798,2018
Pass Defense Percentage,11,2,3929,779,2018
Pass Defense Percentage,11,3,1386,774,2018
Pass Defense Percentage,11,4,1682,767,2016
Pass Defense Percentage,11,5,575,764,2018
Pass Defense Percentage,11,6,440,763,2018
Pass Defense Percentage,11,7,912,733,2017
Tackles,11,0,431,469,2018
Tackles,11,1,575,281,2018
Tackles,11,2,1386,210,2018
Tackles,11,3,2334,202,2016
Tackles,11,4,1682,191,2016
Tackles,11,5,4730,182,2018
Tackles,11,6,1482,167,2018
Tackles,11,7,291,156,2015
Tackles,11,8,1209,121,2018
Tackles,11,9,440,116,2018
Tackles,11,10,3929,116,2018
Tackles,11,11,1040,106,2014
Tackles,11,12,948,102,2018
Tackles,11,13,912,101,2017
Tackles,11,14,5378,94,2018
Tackles,11,15,328,79,2015
Tackles,11,16,4649,74,2018
Tackles,11,17,2241,68,2016
Tackles,11,18,2948,66,2018
Tackles,11,19,1177,65,2017
Tackles,11,20,204,63,2014
Tackles,11,21,1737,62,2017
Tackles,11,22,4815,56,2017
Tackles,11,23,1595,53,2018
Tackles,11,24,3796,50,2017
Tackles,11,25,2234,49,2016
Tackles,11,26,6315,49,2018
Tackles,11,27,2976,47,2015
Tackles,11,28,1821,43,2014
Tackles,11,29,3122,42,2014
Tackles,11,30,3798,42,2018
Tackles,11,31,981,38,2017
Tackles,11,32,1676,34,2014
Tackles,11,33,3828,34,2017
Tackles,11,34,799,32,2014
Tackles,11,35,3677,32,2016
Tackles,11,36,5413,32,2017
Tackles,11,37,3177,31,2014
Tackles,11,38,3786,27,2016
Tackles,11,39,5572,25,2018
Tackles,11,40,3740,24,2018
Tackles,11,41,2184,23,2014
Tackles,11,42,1561,21,2018
Tackles,11,43,6476,19,2018
Tackles,11,44,405,17,2018
Tackles,11,45,1450,13,2015
Tackles,11,46,2203,11,2016
Tackles,11,47,295,10,2015
Tackles,11,48,36,10,2016
Tackles,11,49,1637,10,2017
Tackles,11,50,1677,9,2017
Tackles,11,51,1320,7,2014
Tackles,11,52,1529,7,2018
Tackles,11,53,3017,7,2018
Tackles,11,54,928,4,2014
Tackles,11,55,2998,4,2014
Tackles,11,56,200,4,2017
Tackles,11,57,1757,4,2018
Tackles,11,58,2993,4,2018
Tackles,11,59,2335,3,2014
Tackles,11,60,3799,3,2015
Tackles,11,61,2556,3,2017
Tackles,11,62,94,3,2018
Tackles,11,63,2071,3,2018
Tackles,11,64,4115,3,2018
Tackles,11,65,1111,2,2015
Tackles,11,66,1632,2,2015
Tackles,11,67,3199,2,2016
Tackles,11,68,4638,2,2017
Tackles,11,69,1518,2,2018
Tackles,11,70,1663,2,2018
Tackles,11,71,3278,2,2018
Tackles,11,72,4192,2,2018
Tackles,11,73,5831,2,2018
Tackles,11,74,1168,1,2014
Tackles,11,75,1221,1,2014
Tackles,11,76,1612,1,2014
Tackles,11,77,2093,1,2014
Tackles,11,78,98,1,2016
Tackles,11,79,372,1,2016
Tackles,11,80,3358,1,2016
Tackles,11,81,3438,1,2016
Tackles,11,82,2517,1,2017
Tackles,11,83,4047,1,2017
Tackles,11,84,4274,1,2017
Tackles,11,85,556,1,2018
Tackles,11,86,2412,1,2018
Tackles,11,87,4907,1,2018
Tackles,11,88,6453,1,2018
Assists,11,0,431,141,2018
Assists,11,1,2334,75,2016
Assists,11,2,575,74,2018
Assists,11,3,1482,68,2018
Assists,11,4,1386,67,2018
Assists,11,5,1682,62,2016
Assists,11,6,1209,50,2018
Assists,11,7,4730,47,2018
Assists,11,8,3929,45,2018
Assists,11,9,440,40,2018
Assists,11,10,291,39,2015
Assists,11,11,912,39,2017
Assists,11,12,948,39,2018
Assists,11,13,2948,35,2018
Assists,11,14,1040,34,2014
Assists,11,15,5378,27,2018
Assists,11,16,328,26,2015
Assists,11,17,1177,26,2017
Assists,11,18,204,23,2014
Assists,11,19,2234,21,2016
Assists,11,20,981,20,2017
Assists,11,21,1737,20,2017
Assists,11,22,3677,17,2016
Assists,11,23,3796,17,2017
Assists,11,24,4649,17,2018
Assists,11,25,6315,17,2018
Assists,11,26,1676,16,2014
Assists,11,27,2241,16,2016
Assists,11,28,3740,15,2018
Assists,11,29,1821,14,2014
Assists,11,30,5413,14,2017
Assists,11,31,1595,14,2018
Assists,11,32,3122,13,2014
Assists,11,33,3798,12,2018
Assists,11,34,1561,11,2018
Assists,11,35,5572,11,2018
Assists,11,36,799,10,2014
Assists,11,37,3177,10,2014
Assists,11,38,2976,10,2015
Assists,11,39,3828,7,2017
Assists,11,40,2184,5,2014
Assists,11,41,2203,5,2016
Assists,11,42,4815,4,2017
Assists,11,43,6476,4,2018
Assists,11,44,1677,3,2017
Assists,11,45,1320,2,2014
Assists,11,46,2335,2,2014
Assists,11,47,1450,2,2015
Assists,11,48,3786,2,2016
Assists,11,49,3017,2,2018
Assists,11,50,2998,1,2014
Assists,11,51,295,1,2015
Assists,11,52,1111,1,2015
Assists,11,53,4638,1,2017
Sacks,11,0,291,275,2015
Sacks,11,1,1482,200,2018
Sacks,11,2,948,195,2018
Sacks,11,3,1209,130,2018
Sacks,11,4,2241,100,2016
Sacks,11,5,2948,95,2018
Sacks,11,6,1737,85,2017
Sacks,11,7,3828,85,2017
Sacks,11,8,4649,70,2018
Sacks,11,9,5378,65,2018
Sacks,11,10,3677,45,2016
Sacks,11,11,3740,45,2018
Sacks,11,12,799,40,2014
Sacks,11,13,1676,35,2014
Sacks,11,14,1561,35,2018
Sacks,11,15,2234,25,2016
Sacks,11,16,981,25,2017
Sacks,11,17,1677,25,2017
Sacks,11,18,1040,20,2014
Sacks,11,19,2184,20,2014
Sacks,11,20,3796,20,2017
Sacks,11,21,1386,20,2018
Sacks,11,22,6315,20,2018
Sacks,11,23,431,15,2018
Sacks,11,24,328,10,2015
Sacks,11,25,1682,10,2016
Sacks,11,26,2203,10,2016
Sacks,11,27,3786,10,2016
Sacks,11,28,5413,10,2017
Sacks,11,29,440,10,2018
Sacks,11,30,1595,10,2018
Sacks,11,31,3017,10,2018
Sacks,11,32,3122,5,2014
Sacks,11,33,2976,5,2015
Sacks,11,34,575,5,2018
Hurries,11,0,1482,56,2018
Hurries,11,1,948,36,2018
Hurries,11,2,1209,23,2018
Hurries,11,3,2241,16,2016
Hurries,11,4,2948,16,2018
Hurries,11,5,5378,15,2018
Hurries,11,6,1737,14,2017
Hurries,11,7,291,11,2015
Hurries,11,8,6315,11,2018
Hurries,11,9,3677,9,2016
Hurries,11,10,1676,8,2014
Hurries,11,11,799,7,2014
Hurries,11,12,431,5,2018
Hurries,11,13,3740,5,2018
Hurries,11,14,1320,4,2014
Hurries,11,15,2184,4,2014
Hurries,11,16,3828,4,2017
Hurries,11,17,1561,4,2018
Hurries,11,18,1682,3,2016
Hurries,11,19,2234,3,2016
Hurries,11,20,1677,3,2017
Hurries,11,21,1595,3,2018
Hurries,11,22,4649,3,2018
Hurries,11,23,295,2,2015
Hurries,11,24,1450,2,2015
Hurries,11,25,3796,2,2017
Hurries,11,26,440,2,2018
Hurries,11,27,3017,2,2018
Hurries,11,28,204,1,2014
Hurries,11,29,1040,1,2014
Hurries,11,30,1821,1,2014
Hurries,11,31,328,1,2015
Hurries,11,32,2203,1,2016
Hurries,11,33,2334,1,2016
Hurries,11,34,981,1,2017
Hurries,11,35,3798,1,2018
Hurries,11,36,3929,1,2018
Hurries,11,37,6476,1,2018
Blocked Passes,11,0,1482,15,2018
Blocked Passes,11,1,1209,7,2018
Blocked Passes,11,2,5378,6,2018
Blocked Passes,11,3,2948,5,2018
Blocked Passes,11,4,3677,4,2016
Blocked Passes,11,5,948,4,2018
Blocked Passes,11,6,2203,3,2016
Blocked Passes,11,7,1676,2,2014
Blocked Passes,11,8,2184,2,2014
Blocked Passes,11,9,3828,2,2017
Blocked Passes,11,10,799,1,2014
Blocked Passes,11,11,291,1,2015
Blocked Passes,11,12,1450,1,2015
Blocked Passes,11,13,2241,1,2016
Blocked Passes,11,14,2334,1,2016
Blocked Passes,11,15,1677,1,2017
Blocked Passes,11,16,1737,1,2017
Blocked Passes,11,17,3796,1,2017
Blocked Passes,11,18,3740,1,2018
Blocked Passes,11,19,6315,1,2018
Field Goals,11,0,1231,139,2018
Key Run Blocks,11,0,2071,109,2018
Key Run Blocks,11,1,1882,100,2018
Key Run Blocks,11,2,1663,92,2018
Key Run Blocks,11,3,1518,83,2018
Key Run Blocks,11,4,5149,48,2018
Key Run Blocks,11,5,107,45,2016
Key Run Blocks,11,6,244,41,2014
Key Run Blocks,11,7,1529,16,2018
Key Run Blocks,11,8,4115,16,2018
Key Run Blocks,11,9,372,15,2016
Key Run Blocks,11,10,6023,5,2018
Key Run Blocks,11,11,2093,4,2014
Key Run Blocks,11,12,765,3,2016
Key Run Blocks,11,13,996,2,2014
Key Run Blocks,11,14,4291,2,2017
Key Run Blocks,11,15,4192,2,2018
Key Run Blocks,11,16,5831,2,2018
Key Run Blocks,11,17,450,1,2014
Key Run Blocks,11,18,3358,1,2016
Key Run Blocks,11,19,3599,1,2016
Key Run Blocks,11,20,2517,1,2017
Key Run Blocks,11,21,4974,1,2017
Key Run Blocks,11,22,5231,1,2017
Key Run Blocks,11,23,532,1,2018
Key Run Blocks,11,24,6055,1,2018
Key Run Opportunities,11,0,2071,348,2018
Key Run Opportunities,11,1,1882,335,2018
Key Run Opportunities,11,2,1663,286,2018
Key Run Opportunities,11,3,1518,243,2018
Key Run Opportunities,11,4,107,151,2016
Key Run Opportunities,11,5,5149,117,2018
Key Run Opportunities,11,6,244,115,2014
Key Run Opportunities,11,7,4115,84,2018
Key Run Opportunities,11,8,1529,64,2018
Key Run Opportunities,11,9,372,48,2016
Key Run Opportunities,11,10,765,27,2016
Key Run Opportunities,11,11,532,14,2018
Key Run Opportunities,11,12,6023,14,2018
Key Run Opportunities,11,13,5831,13,2018
Key Run Opportunities,11,14,3599,9,2016
Key Run Opportunities,11,15,996,8,2014
Key Run Opportunities,11,16,4192,6,2018
Key Run Opportunities,11,17,2093,4,2014
Key Run Opportunities,11,18,2517,4,2017
Key Run Opportunities,11,19,4291,4,2017
Key Run Opportunities,11,20,450,3,2014
Key Run Opportunities,11,21,5231,3,2017
Key Run Opportunities,11,22,4974,2,2017
Key Run Opportunities,11,23,1130,2,2018
Key Run Opportunities,11,24,3358,1,2016
Key Run Opportunities,11,25,6055,1,2018
Pancake Blocks,11,0,1663,8,2018
Pancake Blocks,11,1,1882,7,2018
Pancake Blocks,11,2,372,6,2016
Pancake Blocks,11,3,2071,6,2018
Pancake Blocks,11,4,1529,5,2018
Pancake Blocks,11,5,244,4,2014
Pancake Blocks,11,6,107,3,2016
Pancake Blocks,11,7,4115,3,2018
Pancake Blocks,11,8,1518,1,2018
Pancake Blocks,11,9,5149,1,2018
Pancake Blocks,11,10,6023,1,2018
Passes Defensed,11,0,575,52,2018
Passes Defensed,11,1,4730,37,2018
Passes Defensed,11,2,431,21,2018
Passes Defensed,11,3,2334,18,2016
Passes Defensed,11,4,1386,18,2018
Passes Defensed,11,5,440,16,2018
Passes Defensed,11,6,1682,14,2016
Passes Defensed,11,7,291,11,2015
Passes Defensed,11,8,3929,9,2018
Passes Defensed,11,9,4815,7,2017
Passes Defensed,11,10,912,6,2017
Passes Defensed,11,11,1177,6,2017
Passes Defensed,11,12,328,4,2015
Passes Defensed,11,13,2234,4,2016
Passes Defensed,11,14,1737,4,2017
Passes Defensed,11,15,3122,3,2014
Passes Defensed,11,16,981,3,2017
Passes Defensed,11,17,3796,3,2017
Passes Defensed,11,18,204,2,2014
Passes Defensed,11,19,1595,2,2018
Passes Defensed,11,20,4649,2,2018
Passes Defensed,11,21,5572,2,2018
Passes Defensed,11,22,799,1,2014
Passes Defensed,11,23,1040,1,2014
Passes Defensed,11,24,1676,1,2014
Passes Defensed,11,25,1821,1,2014
Passes Defensed,11,26,1677,1,2017
Passes Defensed,11,27,948,1,2018
Passes Defensed,11,28,1561,1,2018
Passes Defensed,11,29,2948,1,2018
Passes Defensed,11,30,2993,1,2018
Passes Defensed,11,31,6315,1,2018
Passes Defensed,11,32,6476,1,2018
Punt Return Yards,11,0,4907,203,2018
Punt Return Yards,11,1,2556,199,2017
Punt Return Yards,11,2,912,153,2017
Punt Return Yards,11,3,1254,149,2018
Punt Return Yards,11,4,3929,138,2018
Punt Return Yards,11,5,928,81,2014
Punt Return Yards,11,6,1168,20,2014
Punt Return Yards,11,7,328,17,2015
Kickoff Return Yards,11,0,3929,2056,2018
Kickoff Return Yards,11,1,1632,928,2015
Kickoff Return Yards,11,2,4907,475,2018
Kickoff Return Yards,11,3,2556,167,2017
Kickoff Return Yards,11,4,912,118,2017
Kickoff Return Yards,11,5,928,81,2014
Kickoff Return Yards,11,6,1254,48,2018
Kickoff Return Yards,11,7,405,24,2018
Kickoff Return Yards,11,8,556,11,2018
Kickoff Return TDs,11,0,3929,1,2018
Kickoff Return TDs,11,1,4907,1,2018
Points Scored,11,0,1231,572,2018
Points Scored,11,1,405,194,2018
Points Scored,11,2,36,156,2016
Points Scored,11,3,1637,144,2017
Points Scored,11,4,1529,78,2018
Points Scored,11,5,4115,50,2018
Points Scored,11,6,556,42,2018
Points Scored,11,7,2412,30,2018
Points Scored,11,8,3278,30,2018
Points Scored,11,9,4907,30,2018
Points Scored,11,10,1757,24,2018
Points Scored,11,11,1221,18,2014
Points Scored,11,12,1612,18,2014
Points Scored,11,13,2556,18,2017
Points Scored,11,14,200,12,2017
Points Scored,11,15,2517,12,2017
Points Scored,11,16,4047,12,2017
Points Scored,11,17,575,12,2018
Points Scored,11,18,3929,12,2018
Points Scored,11,19,431,8,2018
Points Scored,11,20,928,6,2014
Points Scored,11,21,1168,6,2014
Points Scored,11,22,291,6,2015
Points Scored,11,23,2234,6,2016
Points Scored,11,24,2334,6,2016
Points Scored,11,25,3199,6,2016
Points Scored,11,26,981,6,2017
Points Scored,11,27,4274,6,2017
Points Scored,11,28,1254,6,2018
Points Scored,11,29,2948,6,2018
Points Scored,11,30,3740,6,2018
Points Scored,11,31,4730,6,2018
Points Scored,11,32,5033,6,2018
Points Scored,11,33,5831,6,2018
Yards from Scrimmage,11,0,1637,5647,2017
Yards from Scrimmage,11,1,405,4793,2018
Yards from Scrimmage,11,2,36,3539,2016
Yards from Scrimmage,11,3,1529,1918,2018
Yards from Scrimmage,11,4,3278,1540,2018
Yards from Scrimmage,11,5,4115,1204,2018
Yards from Scrimmage,11,6,2412,848,2018
Yards from Scrimmage,11,7,1757,778,2018
Yards from Scrimmage,11,8,1612,758,2014
Yards from Scrimmage,11,9,556,745,2018
Yards from Scrimmage,11,10,4907,648,2018
Yards from Scrimmage,11,11,200,487,2017
Yards from Scrimmage,11,12,5033,454,2018
Yards from Scrimmage,11,13,2556,433,2017
Yards from Scrimmage,11,14,4274,424,2017
Yards from Scrimmage,11,15,5831,402,2018
Yards from Scrimmage,11,16,1632,364,2015
Yards from Scrimmage,11,17,372,286,2016
Yards from Scrimmage,11,18,4192,220,2018
Yards from Scrimmage,11,19,1168,200,2014
Yards from Scrimmage,11,20,1221,198,2014
