Year,Game_ID,Week,Visitor_Score,Visitor_Team,Home_Score,Home_Team,Attendance,Weather,Temperature,Wind,Visitor_Quarterback,Home_Quarterback,Visitor_Running_Back,Home_Running_Back,Visitor_Receiver,Home_Receiver,Visitor_QB_Pass_Attempts,Visitor_QB_Completions,Visitor_QB_Passing_Yardage,Home_QB_Pass_Attempts,Home_QB_Completions,Home_QB_Passing_Yardage,Visiting_Leader_Rushes,Visiting_Leader_Rushing_Yardage,Home_Leader_Rushes,Home_Leader_Rushing_Yardage,Visiting_Leader_Receptions,Visiting_Leader_Receiving_Yardage,Home_Leader_Receptions,Home_Leader_Receiving_Yardage
2019,314,Reg. Season Week 17,28,16,21,19,79100,Rain,40,14,154,112,3305,1740,599,1716,23,20,244,45,34,361,17,89,15,56,4,114,11,142
2019,315,Reg. Season Week 17,7,17,30,27,78500,Sunny,62,9,4874,363,4874,1532,1481,6694,35,19,192,31,22,195,4,21,26,83,5,95,5,59
2019,316,Reg. Season Week 17,17,20,24,23,77400,Rain,53,11,1662,6566,1662,3256,1850,3427,42,33,310,14,12,186,6,49,25,74,8,122,5,155
2019,317,Reg. Season Week 17,21,21,26,29,77800,Sunny,25,2,1092,5679,1092,5747,1317,6719,43,25,257,40,28,243,1,8,23,67,7,95,7,75
2019,318,Reg. Season Week 17,30,25,3,26,61700,Sunny,30,6,898,3249,6625,3284,6680,2629,18,14,157,52,27,145,22,125,7,30,1,43,6,51
2019,319,Reg. Season Week 17,17,28,47,31,70000,Sunny,63,1,3211,1344,1739,1344,5103,771,30,17,138,30,22,411,9,79,8,52,3,50,6,141
2019,320,Wild Card Round,14,9,27,4,70000,Sunny,64,2,562,3207,562,4056,3417,1799,43,25,284,29,13,170,2,12,22,88,6,119,5,75
2019,321,Wild Card Round,21,16,24,6,70000,Rain,35,15,154,1441,3305,6626,599,452,25,16,174,41,23,233,25,135,14,81,7,83,3,58
2019,322,Wild Card Round,13,19,24,31,70000,Sunny,42,10,112,1344,1740,1109,1716,3447,36,22,190,31,26,239,12,51,10,55,9,97,7,50
2019,323,Wild Card Round,23,17,17,21,78200,Rain,39,6,4874,1092,1797,1092,1877,1317,32,23,257,54,38,420,17,37,2,30,8,123,13,137
2019,324,Divisional Round,20,4,7,25,89300,Rain,38,5,3207,898,3207,6625,1022,712,19,13,220,32,25,247,5,55,19,108,6,104,5,55
2019,325,Divisional Round,6,6,20,3,70000,Sunny,19,11,1441,1488,6626,3267,452,366,35,28,197,19,14,180,13,46,15,79,4,56,7,122
2019,326,Divisional Round,30,31,27,13,80400,Rain,48,17,1344,3221,1344,1604,3447,1183,33,24,364,30,16,201,13,62,6,81,8,168,4,58
2019,327,Divisional Round,20,17,45,10,78900,Sunny,40,5,4874,1006,4922,2412,1830,4275,42,27,230,15,11,163,3,44,14,105,9,91,5,71
2019,328,Conference Round,10,4,27,10,78900,Snow,10,5,3218,4040,4056,2412,6763,4275,38,20,164,33,26,277,7,33,13,38,4,66,7,151
2019,329,Conference Round,13,31,17,3,70000,Sunny,19,1,1344,1488,1109,3267,557,4100,32,23,261,30,17,206,15,63,15,53,6,111,3,38
2019,330,Front Office Bowl,17,3,20,10,85000,Sunny,71,1,1488,4040,4100,2412,464,3418,32,16,236,37,26,255,11,47,14,74,4,68,4,81
2018,0,Ex. Season Week 1,26,3,9,5,55600,Sunny,82,5,3236,4024,5745,1938,571,994,21,10,63,35,17,112,20,87,6,21,5,27,4,36
2018,1,Ex. Season Week 1,38,9,9,23,53800,Sunny,76,6,4047,3234,1555,1550,5017,5078,13,11,93,25,13,113,4,104,15,43,2,53,5,54
2018,2,Ex. Season Week 2,20,2,10,27,62700,Stormy,82,15,1925,200,3284,1532,4196,4248,16,9,162,12,7,34,21,37,7,30,1,68,5,22
2018,3,Ex. Season Week 2,31,6,35,17,51700,Sunny,92,10,1751,4874,4920,3267,645,1877,36,21,226,13,10,153,8,45,15,68,9,128,4,116
2018,4,Ex. Season Week 2,7,30,20,4,61200,Sunny,70,4,2407,363,998,960,703,1022,41,20,124,10,8,120,2,32,32,54,2,71,3,45
2018,5,Ex. Season Week 2,10,8,34,24,57900,Rain,72,6,370,5674,1397,1598,786,4189,40,18,252,22,12,83,12,36,16,48,4,70,4,63
2018,6,Ex. Season Week 2,12,31,10,18,61800,Stormy,82,18,2350,1458,1612,2459,2039,5084,23,17,155,31,15,158,9,50,11,14,5,43,3,43
2018,7,Ex. Season Week 2,13,11,6,21,73500,Sunny,68,2,4040,1092,1637,3308,405,5071,20,12,72,27,18,153,8,44,11,36,3,29,7,86
2018,8,Ex. Season Week 2,12,12,16,29,76000,Sunny,86,2,4850,3216,913,1272,3428,1748,29,9,133,23,17,147,5,39,23,89,6,124,5,53
2018,9,Ex. Season Week 2,16,13,20,25,79800,Sunny,83,9,73,2368,2427,2448,3444,287,27,12,120,24,16,130,14,87,17,83,4,78,4,64
2018,10,Ex. Season Week 2,41,14,10,10,78900,Sunny,60,6,1221,1006,1567,1496,5874,4275,29,20,221,16,10,102,30,92,3,20,4,59,4,42
2018,11,Ex. Season Week 2,10,16,13,9,88000,Sunny,78,7,154,4047,2411,5755,599,1517,16,11,116,20,16,109,8,31,16,60,6,63,3,41
2018,12,Ex. Season Week 2,20,19,28,15,76700,Sunny,77,5,5645,2361,4938,1845,1716,3409,25,17,167,18,14,148,18,97,22,83,4,43,5,44
2018,13,Ex. Season Week 2,13,20,6,0,65900,Sunny,103,9,1345,3209,1674,5741,5054,1836,31,24,177,30,13,105,14,30,4,30,9,64,3,41
2018,14,Ex. Season Week 2,27,22,16,1,51700,Sunny,70,9,3245,1896,1616,925,5878,284,12,6,86,32,19,189,4,75,15,98,5,69,4,70
2018,15,Ex. Season Week 2,13,23,10,26,50300,Sunny,57,0,3234,3249,1550,1220,1316,1730,25,20,213,18,8,98,35,120,5,19,6,76,2,75
2018,16,Ex. Season Week 2,17,28,20,7,66600,Rain,74,4,4014,648,4075,734,1593,954,32,15,175,19,16,219,11,48,5,16,6,78,4,86
2018,17,Ex. Season Week 3,20,0,27,14,64200,Sunny,69,2,3209,898,2423,4896,842,1544,23,14,126,29,20,208,13,64,12,86,5,83,5,69
2018,18,Ex. Season Week 3,13,1,16,12,66200,Stormy,88,32,1903,4850,925,686,4202,3428,34,16,167,31,13,192,12,26,14,6,3,60,8,79
2018,19,Ex. Season Week 3,30,4,13,11,60800,Rain,53,17,363,4040,960,3278,1022,4115,14,10,179,38,19,191,19,36,14,37,2,76,3,61
2018,20,Ex. Season Week 3,0,5,25,13,62100,Sunny,78,10,4015,73,727,2427,5888,1183,11,8,112,13,6,89,13,84,29,92,2,74,2,50
2018,21,Ex. Season Week 3,3,7,42,6,61500,Sunny,65,6,4020,1441,395,3302,614,5005,26,17,143,17,11,183,13,95,17,55,3,48,2,69
2018,22,Ex. Season Week 3,34,10,26,20,68500,Sunny,80,7,1461,1345,718,1345,3467,1331,24,16,169,31,19,162,23,70,3,18,6,126,5,48
2018,23,Ex. Season Week 3,24,15,3,8,57700,Rain,45,19,177,5671,1845,1397,3409,1819,19,13,83,36,23,161,6,35,15,58,3,24,6,67
2018,24,Ex. Season Week 3,13,17,15,28,64400,Sunny,66,4,4008,3211,1797,4075,1830,1585,31,22,187,11,8,94,8,40,19,61,7,83,3,58
2018,25,Ex. Season Week 3,20,18,21,2,63900,Sunny,84,2,1458,1925,5764,4940,1762,742,23,12,168,25,16,201,9,73,23,60,2,62,5,70
2018,26,Ex. Season Week 3,20,21,14,30,74100,Sunny,78,9,4055,3242,3308,1601,1752,5028,33,19,183,25,15,167,16,67,7,20,3,58,6,62
2018,27,Ex. Season Week 3,7,25,24,3,61200,Sunny,70,2,4025,3236,4905,477,287,366,14,8,133,21,12,171,6,41,23,145,1,80,3,68
2018,28,Ex. Season Week 3,20,24,17,19,78900,Rain,55,9,5674,112,3289,1740,354,1716,25,14,175,12,8,172,18,27,5,30,7,101,5,95
2018,29,Ex. Season Week 3,26,26,10,16,59200,Sunny,68,6,185,154,5728,3305,2632,599,24,17,199,11,8,80,27,117,10,85,5,65,3,59
2018,30,Ex. Season Week 3,13,27,10,31,57700,Sunny,65,0,200,2350,3286,1612,1276,3447,16,9,165,20,15,101,18,48,6,54,3,85,4,45
2018,31,Ex. Season Week 3,17,29,10,22,67700,Rain,75,13,5664,1856,1272,1616,1748,5878,22,13,245,32,13,139,24,69,17,73,6,139,2,37
2018,32,Ex. Season Week 4,40,2,6,1,53900,Sunny,58,5,741,1903,741,4092,5050,493,12,10,204,27,13,89,1,22,7,19,4,102,3,57
2018,33,Ex. Season Week 4,17,3,20,9,85900,Sunny,77,11,1488,4047,477,5755,5073,2538,18,10,89,25,17,148,17,36,11,49,5,81,6,58
2018,34,Ex. Season Week 4,10,6,29,4,61200,Sunny,77,4,1751,104,1751,4056,425,3423,35,18,169,5,4,81,6,32,11,63,5,63,3,60
2018,35,Ex. Season Week 4,17,30,13,17,53000,Rain,92,9,3242,4008,5683,3267,4278,3267,17,12,183,17,10,79,1,19,28,78,4,89,5,53
2018,36,Ex. Season Week 4,20,8,27,0,64300,Sunny,70,2,4880,1536,1397,1864,2042,4255,28,21,164,15,11,129,19,50,10,90,5,98,4,54
2018,37,Ex. Season Week 4,25,31,20,29,72700,Sunny,71,2,2350,5664,5729,1272,1605,1644,28,19,238,24,16,102,13,86,14,23,6,140,3,33
2018,38,Ex. Season Week 4,24,11,16,7,60600,Rain,63,6,4040,648,3278,648,1757,4217,23,18,163,23,18,214,12,45,5,54,6,74,6,85
2018,39,Ex. Season Week 4,21,12,33,18,62600,Sunny,77,9,4850,1458,686,5764,3428,5084,33,16,191,25,15,155,8,14,15,43,7,110,4,62
2018,40,Ex. Season Week 4,30,13,14,26,56300,Sunny,73,4,3221,185,5754,1220,3444,1730,9,4,55,41,19,173,10,106,2,12,3,31,5,60
2018,41,Ex. Season Week 4,7,14,17,15,77400,Sunny,79,12,898,2361,1567,1845,1544,3409,28,16,195,17,11,124,12,29,7,40,3,105,5,77
2018,42,Ex. Season Week 4,13,16,3,5,56300,Rain,51,5,4010,4024,154,4921,3448,5043,27,12,149,37,18,134,2,22,6,8,4,129,3,61
2018,43,Ex. Season Week 4,32,19,6,10,76200,Sunny,60,0,5645,1461,5733,718,4200,3397,14,9,94,34,18,181,34,188,6,58,3,48,4,79
2018,44,Ex. Season Week 4,3,20,41,24,59200,Rain,66,8,1345,5674,1674,1837,1168,1295,38,21,149,14,14,218,10,23,6,71,7,80,5,124
2018,45,Ex. Season Week 4,14,22,20,27,60500,Sunny,72,1,1856,3238,1616,3286,4247,3411,25,11,132,13,9,84,16,97,22,105,6,68,3,47
2018,46,Ex. Season Week 4,17,23,10,25,72300,Rain,59,12,142,4025,3234,2438,1316,287,9,6,90,37,20,221,5,33,18,56,2,42,4,71
2018,47,Ex. Season Week 4,27,28,6,21,75500,Sunny,68,1,4014,4055,1739,3308,714,5071,12,7,93,43,18,183,10,70,9,51,2,34,4,92
2018,48,Ex. Season Week 5,28,0,31,19,78900,Sunny,64,2,3209,5645,2423,5733,4232,1602,42,18,258,26,13,182,16,86,20,57,5,69,4,94
2018,49,Ex. Season Week 5,28,1,13,31,54800,Sunny,80,2,1903,2350,925,5729,4202,3272,20,12,172,30,18,141,15,77,7,49,3,59,4,57
2018,50,Ex. Season Week 5,31,4,10,28,67900,Sunny,62,9,3218,4014,754,4075,960,714,21,14,147,31,12,135,5,32,15,62,5,72,4,51
2018,51,Ex. Season Week 5,10,5,24,23,53300,Sunny,74,4,4024,142,4921,1550,994,3427,35,14,121,21,15,130,7,35,19,37,7,85,3,47
2018,52,Ex. Season Week 5,9,7,34,30,66900,Sunny,52,11,4020,3242,395,1601,5867,5028,36,18,208,22,17,126,10,54,12,53,5,75,4,44
2018,53,Ex. Season Week 5,10,9,13,13,60400,Sunny,72,8,4047,73,562,2427,2538,3444,26,14,131,18,12,108,2,22,18,68,5,66,2,50
2018,54,Ex. Season Week 5,19,10,16,8,56200,Sunny,82,17,1461,4880,718,1397,4275,5893,28,14,113,35,14,163,12,43,17,49,8,84,4,78
2018,55,Ex. Season Week 5,24,15,30,20,68500,Sunny,61,2,4042,1345,1845,1674,3409,1850,22,17,180,40,29,193,10,46,14,52,11,113,8,117
2018,56,Ex. Season Week 5,16,17,34,11,56800,Rain,75,12,4008,4040,3267,3278,494,1757,33,18,183,16,12,124,11,88,17,75,7,71,6,77
2018,57,Ex. Season Week 5,23,18,26,22,68300,Rain,63,3,1458,1856,5764,1616,811,4157,24,13,149,21,16,106,11,38,19,61,4,75,5,58
2018,58,Ex. Season Week 5,14,21,22,6,64900,Sunny,61,7,4055,1751,4935,1808,5046,645,38,24,190,25,17,151,5,40,21,31,3,46,3,34
2018,59,Ex. Season Week 5,6,25,31,16,60100,Sunny,83,9,4025,4010,4905,4934,5905,3434,43,23,159,12,10,101,6,28,15,36,8,69,4,67
2018,60,Ex. Season Week 5,13,24,27,14,65700,Sunny,85,1,5674,4021,3289,1700,2556,2475,31,16,178,14,12,135,6,21,8,63,6,55,4,80
2018,61,Ex. Season Week 5,17,26,27,3,59800,Sunny,46,11,3249,3236,5728,477,2632,2629,20,13,222,18,15,189,9,54,29,141,4,107,9,103
2018,62,Ex. Season Week 5,20,27,24,12,68700,Sunny,84,1,200,4850,3286,5736,4215,3428,42,28,198,22,10,124,11,75,12,70,9,70,5,84
2018,63,Ex. Season Week 5,10,29,16,2,63200,Rain,85,10,5664,1925,1272,3284,3417,931,18,8,89,21,15,146,12,44,5,24,3,66,8,52
2018,64,Reg. Season Week 1,13,4,20,1,61400,Rain,69,8,363,1654,754,4092,1022,493,41,24,235,32,25,285,12,49,20,67,8,105,8,127
2018,65,Reg. Season Week 1,19,6,17,2,65200,Stormy,80,21,1441,741,1441,3284,5068,742,44,32,299,29,19,213,1,20,10,64,9,111,5,82
2018,66,Reg. Season Week 1,10,30,38,22,70800,Sunny,68,10,3242,3245,1601,1616,782,5887,16,12,136,26,19,300,13,55,20,69,5,80,3,89
2018,67,Reg. Season Week 1,25,9,10,5,57200,Rain,55,17,562,3235,1134,4921,1517,994,25,15,207,43,17,134,13,23,11,47,4,103,2,54
2018,68,Reg. Season Week 1,24,12,19,11,63900,Rain,67,17,1138,94,5736,4907,5074,4907,34,20,208,25,16,161,12,53,15,68,8,105,2,55
2018,69,Reg. Season Week 1,30,13,7,8,64700,Sunny,84,0,3221,1480,5754,1109,3444,1770,29,23,355,35,22,228,18,113,13,69,8,161,4,62
2018,70,Reg. Season Week 1,20,14,21,3,69200,Sunny,77,5,898,1488,1567,477,5874,366,41,26,343,30,17,175,7,48,19,59,5,144,8,74
2018,71,Reg. Season Week 1,10,15,34,10,78900,Sunny,55,1,177,1006,1788,718,377,4275,40,22,193,30,18,237,10,47,17,56,6,76,6,112
2018,72,Reg. Season Week 1,13,19,21,16,67700,Sunny,53,2,112,154,1740,3305,1602,3305,41,28,320,24,19,123,17,35,21,127,11,133,4,47
2018,73,Reg. Season Week 1,31,18,20,7,68900,Sunny,64,4,1557,648,1762,648,811,614,49,30,285,44,31,328,15,60,4,12,5,81,17,144
2018,74,Reg. Season Week 1,13,21,17,29,77800,Sunny,54,4,1092,4017,1092,4090,1317,1644,39,26,285,29,24,239,4,24,21,48,7,111,7,113
2018,75,Reg. Season Week 1,21,23,20,20,70000,Rain,53,7,142,1662,3256,1662,3256,1850,30,20,272,45,26,331,20,60,9,66,4,68,11,171
2018,76,Reg. Season Week 1,10,24,30,0,68600,Sunny,108,7,1653,1536,1837,1864,1837,842,40,29,262,16,9,172,21,98,21,121,8,68,3,74
2018,77,Reg. Season Week 1,21,26,7,25,79800,Sunny,55,2,3249,28,1220,2448,3459,712,30,17,174,37,16,170,16,53,21,114,5,59,4,88
2018,78,Reg. Season Week 1,27,27,22,17,59500,Sunny,97,5,200,4874,3286,1797,3424,1877,34,18,194,43,24,202,8,83,10,33,8,111,10,119
2018,79,Reg. Season Week 1,27,28,22,31,64100,Sunny,68,4,3211,1344,1739,1344,1739,771,23,17,171,42,22,339,21,99,11,78,4,69,8,105
2018,80,Reg. Season Week 2,17,1,13,30,73000,Sunny,77,2,1654,3242,4092,3282,493,248,32,23,206,40,24,292,21,104,9,35,5,65,5,111
2018,81,Reg. Season Week 2,40,3,14,10,78900,Sunny,67,10,1488,1006,477,1496,571,3467,23,15,184,37,18,225,28,132,11,43,7,87,3,48
2018,82,Reg. Season Week 2,0,5,16,14,67100,Sunny,71,5,3235,898,3235,1567,4921,1544,31,13,102,39,32,263,7,51,10,35,4,51,13,110
2018,83,Reg. Season Week 2,24,6,36,4,66100,Sunny,59,2,1441,363,4920,754,5068,1799,35,21,318,37,26,262,7,24,18,97,6,112,10,114
2018,84,Reg. Season Week 2,0,8,23,0,68000,Sunny,81,3,1480,1536,1109,1864,4262,452,32,20,177,26,18,196,13,45,23,102,6,46,5,92
2018,85,Reg. Season Week 2,17,31,6,29,76700,Sunny,72,2,1344,4017,1612,4090,5002,1644,30,19,204,34,13,140,3,69,21,103,6,80,1,38
2018,86,Reg. Season Week 2,12,11,16,7,64200,Sunny,90,4,94,648,3278,648,405,4217,28,18,192,31,24,158,16,46,11,27,7,98,6,51
2018,87,Reg. Season Week 2,37,12,13,21,78200,Sunny,55,2,1138,1092,5736,4935,779,1317,39,18,186,54,31,289,12,93,14,42,5,88,10,102
2018,88,Reg. Season Week 2,40,15,19,19,79100,Sunny,52,0,177,112,1788,1740,4991,1602,29,18,181,47,24,216,17,110,11,46,7,82,4,57
2018,89,Reg. Season Week 2,20,16,10,9,89500,Sunny,76,2,154,562,3305,1134,1586,557,19,12,146,50,29,266,32,173,7,32,4,70,6,86
2018,90,Reg. Season Week 2,34,20,20,25,84300,Sunny,75,5,1662,2368,1674,2448,1562,4152,45,30,429,11,6,107,17,40,14,96,7,150,3,90
2018,91,Reg. Season Week 2,13,22,6,17,58400,Sunny,64,8,3245,4874,3245,1797,569,1877,30,20,218,35,19,122,6,34,16,54,6,62,7,59
2018,92,Reg. Season Week 2,29,24,32,23,60600,Sunny,67,8,1653,142,1837,3256,5001,3427,23,13,121,39,29,348,26,160,24,127,1,39,9,150
2018,93,Reg. Season Week 2,17,26,24,13,68500,Sunny,66,8,3249,3221,1220,5754,1730,1183,37,23,260,37,18,242,14,71,26,79,6,72,4,69
2018,94,Reg. Season Week 2,16,27,10,2,65900,Sunny,78,4,3238,1925,1532,3284,4215,3284,46,30,314,19,9,90,18,26,13,120,10,128,4,38
2018,95,Reg. Season Week 2,10,28,34,18,69300,Sunny,58,1,3211,1557,1739,1762,547,353,28,21,191,20,14,200,20,71,21,138,8,89,3,69
2018,96,Reg. Season Week 3,27,1,42,10,78900,Rain,74,8,1654,1006,1654,718,277,1496,46,20,238,39,23,238,4,39,12,106,4,54,8,98
2018,97,Reg. Season Week 3,23,5,10,7,65600,Stormy,83,20,3235,648,4921,648,994,954,33,21,219,45,26,255,21,53,8,71,3,52,3,85
2018,98,Reg. Season Week 3,6,6,31,3,68100,Rain,52,11,1441,1488,1808,477,5068,571,28,17,157,25,17,161,6,73,26,88,6,93,7,97
2018,99,Reg. Season Week 3,38,30,45,16,66500,Rain,78,11,3242,154,3282,3305,3415,599,40,22,185,26,19,320,17,45,29,154,8,94,5,109
2018,100,Reg. Season Week 3,44,9,24,21,75300,Sunny,64,0,562,1092,1134,4935,5882,1752,18,16,281,50,27,326,16,122,9,29,6,89,7,93
2018,101,Reg. Season Week 3,13,31,17,2,61800,Sunny,49,0,1344,1925,3272,3284,3447,742,23,16,152,21,16,191,16,55,25,76,2,57,5,138
2018,102,Reg. Season Week 3,23,12,19,22,78300,Sunny,68,4,1138,3245,5736,1616,3428,5887,29,21,264,54,29,325,18,69,15,92,5,71,7,95
2018,103,Reg. Season Week 3,36,13,17,28,70000,Sunny,82,3,3221,3211,5754,1739,1183,547,26,21,293,35,16,239,28,68,11,45,2,69,8,107
2018,104,Reg. Season Week 3,30,14,28,20,70000,Rain,66,4,1221,1662,1221,1674,1544,1062,32,24,209,44,31,360,6,33,11,47,5,59,7,110
2018,105,Reg. Season Week 3,13,19,20,8,59000,Sunny,84,13,112,1480,1740,1109,1602,4262,39,31,226,26,19,206,17,86,17,56,10,82,5,62
2018,106,Reg. Season Week 3,31,18,23,24,63300,Sunny,45,3,1557,1653,1762,1837,811,354,37,27,313,36,24,254,15,46,19,82,8,133,4,64
2018,107,Reg. Season Week 3,0,23,34,11,60000,Sunny,48,4,3234,4040,3256,4907,883,556,16,8,44,17,13,114,7,31,14,80,1,19,5,81
2018,108,Reg. Season Week 3,24,25,6,17,56300,Sunny,61,1,28,4008,2448,3267,5772,1830,20,10,172,41,26,221,21,125,3,18,2,78,10,99
2018,109,Reg. Season Week 3,15,26,31,4,68200,Sunny,78,8,3249,363,5728,754,3459,1022,26,15,167,25,21,259,10,56,24,65,7,84,4,65
2018,110,Reg. Season Week 3,17,27,14,15,80900,Sunny,59,3,3238,177,1532,1788,4215,3409,35,23,290,37,24,241,13,24,17,64,5,78,6,91
2018,111,Reg. Season Week 3,24,29,27,0,69100,Sunny,88,6,4017,1536,4090,1864,5922,842,30,19,170,24,15,189,14,87,23,100,6,68,4,72
2018,112,Reg. Season Week 4,10,0,41,10,78900,Sunny,71,3,1536,1006,1864,1496,4255,3467,36,19,152,31,20,269,13,65,11,95,2,51,7,126
2018,113,Reg. Season Week 4,19,1,21,21,73500,Sunny,68,3,1654,1092,4092,4935,493,1752,45,28,296,27,13,140,10,61,20,48,6,93,7,95
2018,114,Reg. Season Week 4,44,3,17,28,70000,Sunny,83,11,1488,3211,477,1739,366,547,17,11,122,58,35,320,21,125,11,39,4,63,9,95
2018,115,Reg. Season Week 4,13,7,24,4,68500,Sunny,79,11,648,363,648,754,614,3423,41,26,278,23,18,136,5,62,22,91,6,69,4,39
2018,116,Reg. Season Week 4,42,31,21,11,59200,Rain,43,6,1344,4040,3272,4115,3447,4907,35,29,296,21,14,197,21,110,2,42,11,121,3,90
2018,117,Reg. Season Week 4,15,13,14,2,70000,Rain,45,6,3221,741,5754,3284,3444,5050,24,14,153,40,25,242,24,100,14,41,2,34,8,111
2018,118,Reg. Season Week 4,26,14,23,16,70000,Sunny,48,6,898,154,1567,3305,1544,1586,23,18,204,37,28,252,11,76,15,110,9,128,7,60
2018,119,Reg. Season Week 4,7,19,34,12,77500,Sunny,69,2,112,1138,1740,686,325,3428,38,24,195,37,26,280,12,57,20,55,4,50,6,68
2018,120,Reg. Season Week 4,31,18,14,17,60100,Sunny,74,8,1557,4008,1762,1797,811,1877,32,26,285,40,25,250,17,38,7,30,8,86,9,87
2018,121,Reg. Season Week 4,38,20,31,6,69600,Sunny,61,6,1662,1441,4069,4920,1562,611,42,34,383,42,33,391,6,59,10,41,13,170,6,99
2018,122,Reg. Season Week 4,27,23,44,22,75700,Sunny,56,5,142,3245,3256,1616,3427,569,43,22,328,20,13,168,15,94,23,118,7,124,3,62
2018,123,Reg. Season Week 4,16,25,21,5,57200,Sunny,43,8,28,3235,2448,4921,4152,1639,41,20,230,22,17,213,17,72,20,66,3,69,4,104
2018,124,Reg. Season Week 4,3,26,33,9,89200,Stormy,76,40,3249,562,5728,1134,5728,5882,29,15,163,30,18,186,12,16,7,38,2,55,6,74
2018,125,Reg. Season Week 4,13,27,19,29,77800,Rain,77,12,3238,4017,3286,4090,4215,945,42,21,254,32,24,215,4,19,27,144,6,79,5,86
2018,126,Reg. Season Week 5,10,0,3,5,61100,Sunny,57,0,1536,3235,1864,4921,1864,4921,32,19,200,42,19,226,21,64,13,58,4,46,3,85
2018,127,Reg. Season Week 5,26,2,20,20,70000,Rain,63,5,741,1662,3284,1674,742,1850,32,26,232,26,20,253,25,97,22,80,7,76,9,112
2018,128,Reg. Season Week 5,35,3,25,11,66000,Sunny,78,12,1488,1291,477,4907,3388,556,23,13,113,17,11,130,32,142,14,79,3,33,7,107
2018,129,Reg. Season Week 5,24,4,36,18,70000,Sunny,44,3,363,1557,754,1762,1799,811,32,22,368,35,23,284,13,43,23,149,7,102,9,94
2018,130,Reg. Season Week 5,40,6,19,22,74900,Sunny,62,4,1441,3245,1808,1854,5068,569,36,24,350,49,26,295,10,44,5,31,10,182,7,79
2018,131,Reg. Season Week 5,5,7,23,27,67600,Sunny,78,6,648,3238,5735,1532,614,3424,40,20,221,25,20,199,7,22,19,50,5,81,8,124
2018,132,Reg. Season Week 5,38,8,24,30,70500,Sunny,44,12,1480,3242,1109,3282,4262,3415,22,12,126,43,29,271,17,83,29,77,5,74,12,105
2018,133,Reg. Season Week 5,27,10,10,26,58900,Rain,59,13,1006,3249,1496,1220,5100,1730,30,17,227,43,32,285,15,71,12,43,6,86,7,93
2018,134,Reg. Season Week 5,10,14,36,12,77500,Sunny,68,2,898,1138,1567,5736,4153,5074,47,23,295,37,23,238,6,45,19,93,5,77,6,73
2018,135,Reg. Season Week 5,23,16,17,28,70000,Sunny,65,2,154,3211,3305,1739,599,1593,27,20,202,39,24,236,27,125,14,76,10,131,9,127
2018,136,Reg. Season Week 5,27,19,27,31,64000,Rain,68,5,112,1344,1740,1344,1716,3447,47,27,304,43,31,385,20,82,12,71,6,94,8,205
2018,137,Reg. Season Week 5,19,17,26,21,74300,Sunny,78,9,4008,1092,1797,4935,1877,1752,28,19,139,34,24,271,6,30,14,31,5,66,7,113
2018,138,Reg. Season Week 5,12,24,27,15,78200,Sunny,53,3,1653,177,1837,1788,284,377,39,16,151,34,21,218,17,73,20,89,2,49,7,79
2018,139,Reg. Season Week 5,10,29,41,1,58600,Rain,66,3,4017,1654,4090,5748,1644,5856,39,22,231,33,18,163,11,30,14,49,6,61,4,69
2018,140,Reg. Season Week 6,12,5,9,26,53300,Sunny,72,5,3235,3249,4921,1220,2534,1730,39,24,248,50,31,357,25,73,19,73,2,58,9,104
2018,141,Reg. Season Week 6,24,6,16,13,70000,Sunny,70,2,1441,3221,4920,5754,5068,1183,34,24,303,42,27,314,16,66,16,53,9,144,6,127
2018,142,Reg. Season Week 6,7,9,41,10,78900,Rain,66,6,562,1006,5755,1496,1517,5884,31,15,166,38,27,301,11,91,11,59,3,45,4,96
2018,143,Reg. Season Week 6,20,31,24,3,70000,Sunny,68,8,1344,1488,3272,477,771,571,47,26,320,35,21,274,10,53,13,58,11,140,9,117
2018,144,Reg. Season Week 6,24,11,39,12,77500,Sunny,85,2,4040,1138,4907,5736,556,5074,41,23,236,29,23,182,14,68,24,93,3,43,8,67
2018,145,Reg. Season Week 6,10,15,30,0,70000,Sunny,88,7,177,1536,1788,1864,862,842,49,26,210,21,13,183,11,29,21,125,4,48,3,74
2018,146,Reg. Season Week 6,30,20,27,30,74300,Sunny,38,2,1662,3242,1662,3282,1562,4278,41,34,304,30,24,315,7,55,17,81,11,112,12,125
2018,147,Reg. Season Week 6,10,21,34,4,70000,Sunny,83,8,1092,363,1092,754,5046,1022,36,19,274,24,19,302,7,53,15,50,3,96,6,98
2018,148,Reg. Season Week 6,14,22,35,8,64800,Sunny,54,1,3245,1480,1616,1109,5878,4262,53,26,302,30,20,340,4,19,16,82,6,104,11,205
2018,149,Reg. Season Week 6,15,23,19,2,66600,Rain,46,3,142,741,3256,3284,915,5050,34,19,176,24,19,191,23,114,17,42,2,56,5,64
2018,150,Reg. Season Week 6,13,25,19,24,56900,Sunny,61,2,28,5674,2448,1837,4231,1837,28,17,187,25,14,152,18,102,20,121,4,46,7,76
2018,151,Reg. Season Week 6,40,27,21,1,64200,Sunny,81,5,3238,1654,1532,4891,4215,493,35,23,260,47,23,219,18,81,8,45,10,153,6,119
2018,152,Reg. Season Week 6,24,28,17,14,70000,Rain,69,8,3211,898,1739,1700,547,4153,42,24,352,50,28,229,17,43,10,48,10,174,6,72
