Category,Team/All_Teams,Place,Record,Year,Team
Pass Attempts,7,0,412,2022,7
Pass Attempts,7,1,401,2018,7
Pass Attempts,7,2,373,2019,7
Pass Attempts,7,3,366,2016,7
Pass Attempts,7,4,366,2021,7
Pass Attempts,7,5,361,2017,7
Pass Attempts,7,6,356,2020,7
Pass Attempts,7,7,352,2014,7
Pass Attempts,7,8,332,2015,7
Rush Attempts,7,0,265,2014,7
Rush Attempts,7,1,264,2021,7
Rush Attempts,7,2,246,2015,7
Rush Attempts,7,3,243,2020,7
Rush Attempts,7,4,236,2016,7
Rush Attempts,7,5,210,2019,7
Rush Attempts,7,6,208,2017,7
Rush Attempts,7,7,208,2022,7
Rush Attempts,7,8,194,2018,7
Points Scored,8,0,262,2022,8
Points Scored,8,1,246,2020,8
Points Scored,8,2,243,2021,8
Points Scored,8,3,227,2018,8
Points Scored,8,4,221,2015,8
Points Scored,8,5,215,2017,8
Points Scored,8,6,210,2016,8
Points Scored,8,7,193,2019,8
Points Scored,8,8,166,2014,8
Points Allowed,8,0,198,2015,8
Points Allowed,8,1,205,2018,8
Points Allowed,8,2,211,2020,8
Points Allowed,8,3,212,2022,8
Points Allowed,8,4,213,2016,8
Points Allowed,8,5,214,2017,8
Points Allowed,8,6,220,2014,8
Points Allowed,8,7,240,2019,8
Points Allowed,8,8,256,2021,8
Passing Yards,8,0,3313,2020,8
Passing Yards,8,1,2884,2021,8
Passing Yards,8,2,2826,2022,8
Passing Yards,8,3,2772,2017,8
Passing Yards,8,4,2570,2015,8
Passing Yards,8,5,2528,2016,8
Passing Yards,8,6,2517,2018,8
Passing Yards,8,7,2311,2019,8
Passing Yards,8,8,2048,2014,8
Passing Yards Allowed,8,0,2238,2019,8
Passing Yards Allowed,8,1,2310,2022,8
Passing Yards Allowed,8,2,2360,2020,8
Passing Yards Allowed,8,3,2483,2015,8
Passing Yards Allowed,8,4,2507,2017,8
Passing Yards Allowed,8,5,2548,2016,8
Passing Yards Allowed,8,6,2551,2014,8
Passing Yards Allowed,8,7,2718,2018,8
Passing Yards Allowed,8,8,2721,2021,8
Rushing Yards,8,0,1158,2018,8
Rushing Yards,8,1,1132,2014,8
Rushing Yards,8,2,1073,2016,8
Rushing Yards,8,3,1066,2017,8
Rushing Yards,8,4,1038,2022,8
Rushing Yards,8,5,949,2015,8
Rushing Yards,8,6,912,2019,8
Rushing Yards,8,7,893,2021,8
Rushing Yards,8,8,637,2020,8
Rushing Yards Allowed,8,0,956,2015,8
Rushing Yards Allowed,8,1,1015,2017,8
Rushing Yards Allowed,8,2,1020,2018,8
Rushing Yards Allowed,8,3,1028,2016,8
Rushing Yards Allowed,8,4,1133,2020,8
Rushing Yards Allowed,8,5,1153,2014,8
Rushing Yards Allowed,8,6,1164,2022,8
Rushing Yards Allowed,8,7,1176,2021,8
Rushing Yards Allowed,8,8,1423,2019,8
Total Yards,8,0,3951,2020,8
Total Yards,8,1,3864,2022,8
Total Yards,8,2,3838,2017,8
Total Yards,8,3,3778,2021,8
Total Yards,8,4,3676,2018,8
Total Yards,8,5,3602,2016,8
Total Yards,8,6,3520,2015,8
Total Yards,8,7,3224,2019,8
Total Yards,8,8,3181,2014,8
Total Yards Allowed,8,0,3440,2015,8
Total Yards Allowed,8,1,3474,2022,8
Total Yards Allowed,8,2,3493,2020,8
Total Yards Allowed,8,3,3523,2017,8
Total Yards Allowed,8,4,3577,2016,8
Total Yards Allowed,8,5,3661,2019,8
Total Yards Allowed,8,6,3705,2014,8
Total Yards Allowed,8,7,3738,2018,8
Total Yards Allowed,8,8,3897,2021,8
Pass Attempts,8,0,381,2020,8
Pass Attempts,8,1,380,2021,8
Pass Attempts,8,2,379,2022,8
Pass Attempts,8,3,373,2017,8
Pass Attempts,8,4,364,2016,8
Pass Attempts,8,5,344,2019,8
Pass Attempts,8,6,343,2018,8
Pass Attempts,8,7,342,2014,8
Pass Attempts,8,8,341,2015,8
Rush Attempts,8,0,292,2015,8
Rush Attempts,8,1,280,2017,8
Rush Attempts,8,2,272,2018,8
Rush Attempts,8,3,270,2014,8
Rush Attempts,8,4,256,2022,8
Rush Attempts,8,5,246,2016,8
Rush Attempts,8,6,242,2020,8
Rush Attempts,8,7,240,2021,8
Rush Attempts,8,8,226,2019,8
Points Scored,9,0,246,2022,9
Points Scored,9,1,245,2021,9
Points Scored,9,2,232,2019,9
Points Scored,9,3,221,2020,9
Points Scored,9,4,215,2018,9
Points Scored,9,5,203,2017,9
Points Scored,9,6,185,2016,9
Points Scored,9,7,143,2014,9
Points Scored,9,8,131,2015,9
Points Allowed,9,0,148,2021,9
Points Allowed,9,1,165,2016,9
Points Allowed,9,2,165,2017,9
Points Allowed,9,3,179,2018,9
Points Allowed,9,4,187,2015,9
Points Allowed,9,5,188,2019,9
Points Allowed,9,6,190,2020,9
Points Allowed,9,7,195,2022,9
Points Allowed,9,8,240,2014,9
Passing Yards,9,0,2745,2022,9
Passing Yards,9,1,2667,2021,9
Passing Yards,9,2,2511,2017,9
Passing Yards,9,3,2311,2016,9
Passing Yards,9,4,2238,2018,9
Passing Yards,9,5,2212,2020,9
Passing Yards,9,6,2191,2019,9
Passing Yards,9,7,1849,2015,9
Passing Yards,9,8,1779,2014,9
Passing Yards Allowed,9,0,2099,2015,9
Passing Yards Allowed,9,1,2115,2018,9
Passing Yards Allowed,9,2,2163,2021,9
Passing Yards Allowed,9,3,2261,2020,9
Passing Yards Allowed,9,4,2265,2017,9
Passing Yards Allowed,9,5,2278,2014,9
Passing Yards Allowed,9,6,2364,2016,9
Passing Yards Allowed,9,7,2430,2022,9
Passing Yards Allowed,9,8,2653,2019,9
Rushing Yards,9,0,1229,2018,9
Rushing Yards,9,1,1066,2014,9
Rushing Yards,9,2,1015,2016,9
Rushing Yards,9,3,961,2022,9
Rushing Yards,9,4,952,2021,9
Rushing Yards,9,5,950,2020,9
Rushing Yards,9,6,910,2015,9
Rushing Yards,9,7,909,2017,9
Rushing Yards,9,8,738,2019,9
Rushing Yards Allowed,9,0,809,2019,9
Rushing Yards Allowed,9,1,825,2021,9
Rushing Yards Allowed,9,2,882,2016,9
Rushing Yards Allowed,9,3,908,2017,9
Rushing Yards Allowed,9,4,917,2015,9
Rushing Yards Allowed,9,5,958,2018,9
Rushing Yards Allowed,9,6,998,2022,9
Rushing Yards Allowed,9,7,1124,2020,9
Rushing Yards Allowed,9,8,1150,2014,9
Total Yards,9,0,3707,2022,9
Total Yards,9,1,3620,2021,9
Total Yards,9,2,3468,2018,9
Total Yards,9,3,3420,2017,9
Total Yards,9,4,3326,2016,9
Total Yards,9,5,3162,2020,9
Total Yards,9,6,2930,2019,9
Total Yards,9,7,2846,2014,9
Total Yards,9,8,2760,2015,9
Total Yards Allowed,9,0,2988,2021,9
Total Yards Allowed,9,1,3016,2015,9
Total Yards Allowed,9,2,3073,2018,9
Total Yards Allowed,9,3,3173,2017,9
Total Yards Allowed,9,4,3246,2016,9
Total Yards Allowed,9,5,3385,2020,9
Total Yards Allowed,9,6,3428,2022,9
Total Yards Allowed,9,7,3429,2014,9
Total Yards Allowed,9,8,3463,2019,9
Pass Attempts,9,0,390,2017,9
Pass Attempts,9,1,372,2019,9
Pass Attempts,9,2,368,2022,9
Pass Attempts,9,3,367,2016,9
Pass Attempts,9,4,350,2021,9
Pass Attempts,9,5,343,2020,9
Pass Attempts,9,6,339,2015,9
Pass Attempts,9,7,331,2018,9
Pass Attempts,9,8,330,2014,9
Rush Attempts,9,0,286,2021,9
Rush Attempts,9,1,278,2014,9
Rush Attempts,9,2,276,2018,9
Rush Attempts,9,3,262,2017,9
Rush Attempts,9,4,260,2015,9
Rush Attempts,9,5,256,2022,9
Rush Attempts,9,6,248,2016,9
Rush Attempts,9,7,243,2019,9
Rush Attempts,9,8,242,2020,9
Points Scored,10,0,308,2019,10
Points Scored,10,1,297,2020,10
Points Scored,10,2,293,2021,10
Points Scored,10,3,283,2017,10
Points Scored,10,4,246,2015,10
Points Scored,10,5,235,2016,10
Points Scored,10,6,227,2014,10
Points Scored,10,7,218,2018,10
Points Scored,10,8,216,2022,10
Points Allowed,10,0,147,2019,10
Points Allowed,10,1,159,2016,10
Points Allowed,10,2,166,2014,10
Points Allowed,10,3,177,2015,10
Points Allowed,10,4,194,2017,10
Points Allowed,10,5,196,2020,10
Points Allowed,10,6,199,2021,10
Points Allowed,10,7,209,2018,10
Points Allowed,10,8,255,2022,10
Passing Yards,10,0,3233,2020,10
Passing Yards,10,1,3021,2022,10
Passing Yards,10,2,2965,2017,10
Passing Yards,10,3,2716,2019,10
Passing Yards,10,4,2715,2021,10
Passing Yards,10,5,2548,2018,10
Passing Yards,10,6,2530,2016,10
Passing Yards,10,7,2382,2015,10
Passing Yards,10,8,2263,2014,10
Passing Yards Allowed,10,0,2014,2018,10
Passing Yards Allowed,10,1,2055,2015,10
Passing Yards Allowed,10,2,2140,2014,10
Passing Yards Allowed,10,3,2238,2019,10
Passing Yards Allowed,10,4,2257,2020,10
Passing Yards Allowed,10,5,2260,2021,10
Passing Yards Allowed,10,6,2322,2017,10
Passing Yards Allowed,10,7,2345,2016,10
Passing Yards Allowed,10,8,2353,2022,10
Rushing Yards,10,0,1381,2021,10
Rushing Yards,10,1,1361,2014,10
Rushing Yards,10,2,1304,2019,10
Rushing Yards,10,3,1285,2017,10
Rushing Yards,10,4,1173,2015,10
Rushing Yards,10,5,1157,2016,10
Rushing Yards,10,6,1123,2020,10
Rushing Yards,10,7,1001,2022,10
Rushing Yards,10,8,953,2018,10
Rushing Yards Allowed,10,0,824,2019,10
Rushing Yards Allowed,10,1,851,2017,10
Rushing Yards Allowed,10,2,855,2014,10
Rushing Yards Allowed,10,3,974,2015,10
Rushing Yards Allowed,10,4,1003,2021,10
Rushing Yards Allowed,10,5,1026,2016,10
Rushing Yards Allowed,10,6,1113,2020,10
Rushing Yards Allowed,10,7,1161,2022,10
Rushing Yards Allowed,10,8,1312,2018,10
Total Yards,10,0,4356,2020,10
Total Yards,10,1,4251,2017,10
Total Yards,10,2,4096,2021,10
Total Yards,10,3,4023,2022,10
Total Yards,10,4,4021,2019,10
Total Yards,10,5,3687,2016,10
Total Yards,10,6,3624,2014,10
Total Yards,10,7,3555,2015,10
Total Yards,10,8,3501,2018,10
Total Yards Allowed,10,0,2995,2014,10
Total Yards Allowed,10,1,3029,2015,10
Total Yards Allowed,10,2,3063,2019,10
Total Yards Allowed,10,3,3173,2017,10
Total Yards Allowed,10,4,3263,2021,10
Total Yards Allowed,10,5,3326,2018,10
Total Yards Allowed,10,6,3370,2020,10
Total Yards Allowed,10,7,3371,2016,10
Total Yards Allowed,10,8,3514,2022,10
Pass Attempts,10,0,400,2022,10
Pass Attempts,10,1,380,2018,10
Pass Attempts,10,2,379,2017,10
Pass Attempts,10,3,351,2020,10
Pass Attempts,10,4,347,2021,10
Pass Attempts,10,5,346,2016,10
Pass Attempts,10,6,343,2019,10
Pass Attempts,10,7,341,2015,10
Pass Attempts,10,8,335,2014,10
Rush Attempts,10,0,330,2019,10
Rush Attempts,10,1,318,2014,10
Rush Attempts,10,2,305,2016,10
Rush Attempts,10,3,298,2015,10
Rush Attempts,10,4,296,2017,10
Rush Attempts,10,5,293,2020,10
Rush Attempts,10,6,293,2021,10
Rush Attempts,10,7,249,2018,10
Rush Attempts,10,8,237,2022,10
Points Scored,11,0,221,2022,11
Points Scored,11,1,206,2018,11
Points Scored,11,2,202,2021,11
Points Scored,11,3,201,2014,11
Points Scored,11,4,196,2015,11
Points Scored,11,5,190,2016,11
Points Scored,11,6,178,2017,11
Points Scored,11,7,176,2020,11
Points Scored,11,8,157,2019,11
Points Allowed,11,0,203,2016,11
Points Allowed,11,1,205,2015,11
Points Allowed,11,2,213,2021,11
Points Allowed,11,3,223,2019,11
Points Allowed,11,4,230,2018,11
Points Allowed,11,5,231,2017,11
Points Allowed,11,6,245,2022,11
Points Allowed,11,7,250,2014,11
Points Allowed,11,8,264,2020,11
Passing Yards,11,0,2643,2016,11
Passing Yards,11,1,2560,2014,11
Passing Yards,11,2,2245,2015,11
Passing Yards,11,3,2211,2018,11
Passing Yards,11,4,2166,2021,11
Passing Yards,11,5,2136,2017,11
Passing Yards,11,6,1995,2022,11
Passing Yards,11,7,1667,2020,11
Passing Yards,11,8,1607,2019,11
Passing Yards Allowed,11,0,2093,2018,11
Passing Yards Allowed,11,1,2155,2015,11
Passing Yards Allowed,11,2,2298,2017,11
Passing Yards Allowed,11,3,2392,2019,11
Passing Yards Allowed,11,4,2438,2016,11
Passing Yards Allowed,11,5,2462,2021,11
Passing Yards Allowed,11,6,2541,2020,11
Passing Yards Allowed,11,7,2566,2014,11
Passing Yards Allowed,11,8,2938,2022,11
Rushing Yards,11,0,1340,2022,11
Rushing Yards,11,1,1257,2019,11
Rushing Yards,11,2,1246,2020,11
Rushing Yards,11,3,1155,2018,11
Rushing Yards,11,4,1148,2015,11
Rushing Yards,11,5,1113,2017,11
Rushing Yards,11,6,1031,2021,11
Rushing Yards,11,7,1005,2014,11
Rushing Yards,11,8,892,2016,11
Rushing Yards Allowed,11,0,974,2022,11
Rushing Yards Allowed,11,1,1066,2021,11
Rushing Yards Allowed,11,2,1100,2020,11
Rushing Yards Allowed,11,3,1125,2017,11
Rushing Yards Allowed,11,4,1141,2018,11
Rushing Yards Allowed,11,5,1164,2019,11
Rushing Yards Allowed,11,6,1191,2016,11
Rushing Yards Allowed,11,7,1286,2014,11
Rushing Yards Allowed,11,8,1344,2015,11
Total Yards,11,0,3565,2014,11
Total Yards,11,1,3535,2016,11
Total Yards,11,2,3394,2015,11
Total Yards,11,3,3366,2018,11
Total Yards,11,4,3335,2022,11
Total Yards,11,5,3250,2017,11
Total Yards,11,6,3198,2021,11
Total Yards,11,7,2914,2020,11
Total Yards,11,8,2865,2019,11
Total Yards Allowed,11,0,3235,2018,11
Total Yards Allowed,11,1,3423,2017,11
Total Yards Allowed,11,2,3500,2015,11
Total Yards Allowed,11,3,3529,2021,11
Total Yards Allowed,11,4,3556,2019,11
Total Yards Allowed,11,5,3630,2016,11
Total Yards Allowed,11,6,3642,2020,11
Total Yards Allowed,11,7,3853,2014,11
Total Yards Allowed,11,8,3912,2022,11
Pass Attempts,11,0,371,2016,11
Pass Attempts,11,1,363,2018,11
Pass Attempts,11,2,356,2014,11
Pass Attempts,11,3,352,2021,11
Pass Attempts,11,4,346,2017,11
Pass Attempts,11,5,333,2022,11
Pass Attempts,11,6,321,2015,11
Pass Attempts,11,7,310,2020,11
Pass Attempts,11,8,292,2019,11
Rush Attempts,11,0,317,2019,11
Rush Attempts,11,1,298,2020,11
Rush Attempts,11,2,288,2022,11
Rush Attempts,11,3,281,2015,11
Rush Attempts,11,4,281,2021,11
Rush Attempts,11,5,270,2014,11
Rush Attempts,11,6,266,2018,11
Rush Attempts,11,7,263,2017,11
Rush Attempts,11,8,258,2016,11
Points Scored,12,0,276,2020,12
Points Scored,12,1,261,2018,12
Points Scored,12,2,258,2014,12
Points Scored,12,3,247,2017,12
Points Scored,12,4,236,2021,12
Points Scored,12,5,235,2019,12
Points Scored,12,6,215,2016,12
Points Scored,12,7,210,2022,12
Points Scored,12,8,166,2015,12
Points Allowed,12,0,216,2017,12
Points Allowed,12,1,216,2020,12
Points Allowed,12,2,226,2018,12
Points Allowed,12,3,230,2019,12
Points Allowed,12,4,236,2014,12
Points Allowed,12,5,241,2021,12
Points Allowed,12,6,251,2015,12
Points Allowed,12,7,253,2022,12
Points Allowed,12,8,255,2016,12
Passing Yards,12,0,2968,2019,12
Passing Yards,12,1,2830,2021,12
Passing Yards,12,2,2758,2020,12
Passing Yards,12,3,2715,2014,12
Passing Yards,12,4,2662,2018,12
Passing Yards,12,5,2639,2022,12
Passing Yards,12,6,2609,2016,12
Passing Yards,12,7,2476,2017,12
Passing Yards,12,8,2242,2015,12
Passing Yards Allowed,12,0,1993,2015,12
Passing Yards Allowed,12,1,2207,2016,12
Passing Yards Allowed,12,2,2233,2019,12
Passing Yards Allowed,12,3,2449,2020,12
Passing Yards Allowed,12,4,2519,2017,12
Passing Yards Allowed,12,5,2575,2021,12
Passing Yards Allowed,12,6,2588,2022,12
Passing Yards Allowed,12,7,2629,2018,12
Passing Yards Allowed,12,8,2646,2014,12
Rushing Yards,12,0,1143,2020,12
Rushing Yards,12,1,1091,2015,12
Rushing Yards,12,2,1035,2018,12
Rushing Yards,12,3,1005,2022,12
Rushing Yards,12,4,974,2021,12
Rushing Yards,12,5,953,2014,12
Rushing Yards,12,6,861,2017,12
Rushing Yards,12,7,836,2019,12
Rushing Yards,12,8,819,2016,12
Rushing Yards Allowed,12,0,861,2014,12
Rushing Yards Allowed,12,1,1111,2018,12
Rushing Yards Allowed,12,2,1188,2020,12
Rushing Yards Allowed,12,3,1211,2021,12
Rushing Yards Allowed,12,4,1269,2022,12
Rushing Yards Allowed,12,5,1338,2017,12
Rushing Yards Allowed,12,6,1340,2019,12
Rushing Yards Allowed,12,7,1373,2016,12
Rushing Yards Allowed,12,8,1525,2015,12
Total Yards,12,0,3902,2020,12
Total Yards,12,1,3804,2019,12
Total Yards,12,2,3804,2021,12
Total Yards,12,3,3698,2018,12
Total Yards,12,4,3669,2014,12
Total Yards,12,5,3645,2022,12
Total Yards,12,6,3428,2016,12
Total Yards,12,7,3338,2017,12
Total Yards,12,8,3333,2015,12
Total Yards Allowed,12,0,3508,2014,12
Total Yards Allowed,12,1,3518,2015,12
Total Yards Allowed,12,2,3574,2019,12
Total Yards Allowed,12,3,3580,2016,12
Total Yards Allowed,12,4,3637,2020,12
Total Yards Allowed,12,5,3740,2018,12
Total Yards Allowed,12,6,3787,2021,12
Total Yards Allowed,12,7,3857,2022,12
Total Yards Allowed,12,8,3858,2017,12
Pass Attempts,12,0,437,2015,12
Pass Attempts,12,1,418,2014,12
Pass Attempts,12,2,408,2016,12
Pass Attempts,12,3,408,2021,12
Pass Attempts,12,4,407,2019,12
Pass Attempts,12,5,396,2018,12
Pass Attempts,12,6,396,2022,12
Pass Attempts,12,7,392,2020,12
Pass Attempts,12,8,380,2017,12
Rush Attempts,12,0,253,2018,12
Rush Attempts,12,1,246,2020,12
Rush Attempts,12,2,230,2014,12
Rush Attempts,12,3,220,2021,12
Rush Attempts,12,4,218,2019,12
Rush Attempts,12,5,217,2017,12
Rush Attempts,12,6,215,2015,12
Rush Attempts,12,7,214,2022,12
Rush Attempts,12,8,208,2016,12
Points Scored,13,0,314,2020,13
Points Scored,13,1,230,2018,13
Points Scored,13,2,225,2017,13
Points Scored,13,3,211,2016,13
Points Scored,13,4,203,2019,13
Points Scored,13,5,192,2015,13
Points Scored,13,6,170,2021,13
Points Scored,13,7,168,2022,13
Points Scored,13,8,152,2014,13
Points Allowed,13,0,171,2020,13
Points Allowed,13,1,190,2018,13
Points Allowed,13,2,199,2015,13
Points Allowed,13,3,204,2016,13
Points Allowed,13,4,205,2019,13
Points Allowed,13,5,238,2017,13
Points Allowed,13,6,238,2021,13
Points Allowed,13,7,239,2014,13
Points Allowed,13,8,273,2022,13
Passing Yards,13,0,2688,2020,13
Passing Yards,13,1,2642,2017,13
Passing Yards,13,2,2550,2021,13
Passing Yards,13,3,2322,2022,13
Passing Yards,13,4,2277,2015,13
Passing Yards,13,5,2237,2018,13
Passing Yards,13,6,2189,2019,13
Passing Yards,13,7,2084,2016,13
Passing Yards,13,8,1821,2014,13
Passing Yards Allowed,13,0,2041,2015,13
Passing Yards Allowed,13,1,2096,2019,13
Passing Yards Allowed,13,2,2253,2018,13
Passing Yards Allowed,13,3,2255,2014,13
Passing Yards Allowed,13,4,2380,2021,13
Passing Yards Allowed,13,5,2468,2016,13
Passing Yards Allowed,13,6,2543,2017,13
Passing Yards Allowed,13,7,2581,2022,13
Passing Yards Allowed,13,8,2651,2020,13
Rushing Yards,13,0,1343,2020,13
Rushing Yards,13,1,1310,2019,13
Rushing Yards,13,2,1200,2018,13
Rushing Yards,13,3,1138,2016,13
Rushing Yards,13,4,1117,2015,13
Rushing Yards,13,5,1061,2014,13
Rushing Yards,13,6,1043,2017,13
Rushing Yards,13,7,885,2021,13
Rushing Yards,13,8,783,2022,13
Rushing Yards Allowed,13,0,669,2020,13
Rushing Yards Allowed,13,1,831,2016,13
Rushing Yards Allowed,13,2,858,2015,13
Rushing Yards Allowed,13,3,913,2019,13
Rushing Yards Allowed,13,4,921,2021,13
Rushing Yards Allowed,13,5,935,2017,13
Rushing Yards Allowed,13,6,1066,2014,13
Rushing Yards Allowed,13,7,1132,2018,13
Rushing Yards Allowed,13,8,1389,2022,13
Total Yards,13,0,4031,2020,13
Total Yards,13,1,3685,2017,13
Total Yards,13,2,3500,2019,13
Total Yards,13,3,3437,2018,13
Total Yards,13,4,3435,2021,13
Total Yards,13,5,3395,2015,13
Total Yards,13,6,3223,2016,13
Total Yards,13,7,3106,2022,13
Total Yards,13,8,2883,2014,13
Total Yards Allowed,13,0,2900,2015,13
Total Yards Allowed,13,1,3010,2019,13
Total Yards Allowed,13,2,3300,2016,13
Total Yards Allowed,13,3,3301,2021,13
Total Yards Allowed,13,4,3320,2020,13
Total Yards Allowed,13,5,3321,2014,13
Total Yards Allowed,13,6,3385,2018,13
Total Yards Allowed,13,7,3478,2017,13
Total Yards Allowed,13,8,3970,2022,13
Pass Attempts,13,0,428,2022,13
Pass Attempts,13,1,408,2021,13
Pass Attempts,13,2,350,2017,13
Pass Attempts,13,3,346,2015,13
Pass Attempts,13,4,338,2014,13
Pass Attempts,13,5,338,2019,13
Pass Attempts,13,6,330,2018,13
Pass Attempts,13,7,315,2020,13
Pass Attempts,13,8,300,2016,13
Rush Attempts,13,0,337,2020,13
Rush Attempts,13,1,314,2019,13
Rush Attempts,13,2,300,2018,13
Rush Attempts,13,3,281,2015,13
Rush Attempts,13,4,281,2016,13
Rush Attempts,13,5,261,2017,13
Rush Attempts,13,6,236,2014,13
Rush Attempts,13,7,229,2021,13
Rush Attempts,13,8,211,2022,13
Points Scored,14,0,278,2022,14
Points Scored,14,1,276,2021,14
Points Scored,14,2,253,2017,14
Points Scored,14,3,231,2019,14
Points Scored,14,4,230,2018,14
Points Scored,14,5,225,2020,14
Points Scored,14,6,211,2015,14
Points Scored,14,7,204,2016,14
Points Scored,14,8,165,2014,14
Points Allowed,14,0,181,2022,14
Points Allowed,14,1,206,2016,14
Points Allowed,14,2,208,2015,14
Points Allowed,14,3,211,2018,14
Points Allowed,14,4,215,2019,14
Points Allowed,14,5,215,2020,14
Points Allowed,14,6,216,2021,14
Points Allowed,14,7,220,2014,14
Points Allowed,14,8,236,2017,14
Passing Yards,14,0,3046,2017,14
Passing Yards,14,1,2893,2022,14
Passing Yards,14,2,2888,2021,14
Passing Yards,14,3,2785,2020,14
Passing Yards,14,4,2692,2019,14
Passing Yards,14,5,2686,2016,14
Passing Yards,14,6,2558,2018,14
Passing Yards,14,7,2493,2015,14
Passing Yards,14,8,2285,2014,14
Passing Yards Allowed,14,0,2195,2014,14
Passing Yards Allowed,14,1,2390,2022,14
Passing Yards Allowed,14,2,2506,2015,14
Passing Yards Allowed,14,3,2542,2021,14
Passing Yards Allowed,14,4,2575,2019,14
Passing Yards Allowed,14,5,2591,2016,14
Passing Yards Allowed,14,6,2610,2017,14
Passing Yards Allowed,14,7,2703,2020,14
Passing Yards Allowed,14,8,2753,2018,14
Rushing Yards,14,0,1259,2019,14
Rushing Yards,14,1,1100,2018,14
Rushing Yards,14,2,1098,2021,14
Rushing Yards,14,3,956,2016,14
Rushing Yards,14,4,908,2017,14
Rushing Yards,14,5,900,2020,14
Rushing Yards,14,6,895,2022,14
Rushing Yards,14,7,891,2015,14
Rushing Yards,14,8,870,2014,14
Rushing Yards Allowed,14,0,823,2019,14
Rushing Yards Allowed,14,1,981,2022,14
Rushing Yards Allowed,14,2,986,2017,14
Rushing Yards Allowed,14,3,990,2021,14
Rushing Yards Allowed,14,4,999,2018,14
Rushing Yards Allowed,14,5,1065,2015,14
Rushing Yards Allowed,14,6,1073,2014,14
Rushing Yards Allowed,14,7,1187,2016,14
Rushing Yards Allowed,14,8,1231,2020,14
Total Yards,14,0,3987,2021,14
Total Yards,14,1,3955,2017,14
Total Yards,14,2,3951,2019,14
Total Yards,14,3,3789,2022,14
Total Yards,14,4,3685,2020,14
Total Yards,14,5,3659,2018,14
Total Yards,14,6,3642,2016,14
Total Yards,14,7,3385,2015,14
Total Yards,14,8,3155,2014,14
Total Yards Allowed,14,0,3268,2014,14
Total Yards Allowed,14,1,3372,2022,14
Total Yards Allowed,14,2,3399,2019,14
Total Yards Allowed,14,3,3532,2021,14
Total Yards Allowed,14,4,3571,2015,14
Total Yards Allowed,14,5,3596,2017,14
Total Yards Allowed,14,6,3753,2018,14
Total Yards Allowed,14,7,3778,2016,14
Total Yards Allowed,14,8,3935,2020,14
Pass Attempts,14,0,428,2017,14
Pass Attempts,14,1,425,2014,14
Pass Attempts,14,2,395,2015,14
Pass Attempts,14,3,395,2020,14
Pass Attempts,14,4,389,2016,14
Pass Attempts,14,5,386,2021,14
Pass Attempts,14,6,378,2018,14
Pass Attempts,14,7,375,2019,14
Pass Attempts,14,8,375,2022,14
Rush Attempts,14,0,273,2019,14
Rush Attempts,14,1,264,2021,14
Rush Attempts,14,2,259,2022,14
Rush Attempts,14,3,240,2018,14
Rush Attempts,14,4,236,2015,14
Rush Attempts,14,5,233,2017,14
Rush Attempts,14,6,232,2020,14
Rush Attempts,14,7,228,2014,14
Rush Attempts,14,8,225,2016,14
Points Scored,15,0,263,2014,15
Points Scored,15,1,217,2016,15
Points Scored,15,2,215,2017,15
Points Scored,15,3,211,2022,15
Points Scored,15,4,208,2018,15
Points Scored,15,5,202,2020,15
Points Scored,15,6,189,2019,15
Points Scored,15,7,165,2021,15
Points Scored,15,8,155,2015,15
Points Allowed,15,0,188,2015,15
Points Allowed,15,1,189,2017,15
Points Allowed,15,2,191,2014,15
Points Allowed,15,3,199,2020,15
Points Allowed,15,4,211,2018,15
Points Allowed,15,5,214,2019,15
Points Allowed,15,6,220,2016,15
Points Allowed,15,7,232,2021,15
Points Allowed,15,8,248,2022,15
Passing Yards,15,0,2603,2014,15
Passing Yards,15,1,2238,2018,15
Passing Yards,15,2,2226,2022,15
Passing Yards,15,3,2199,2019,15
Passing Yards,15,4,2195,2021,15
Passing Yards,15,5,2133,2020,15
Passing Yards,15,6,2105,2015,15
Passing Yards,15,7,2021,2016,15
Passing Yards,15,8,1990,2017,15
Passing Yards Allowed,15,0,2081,2015,15
Passing Yards Allowed,15,1,2166,2020,15
Passing Yards Allowed,15,2,2249,2018,15
Passing Yards Allowed,15,3,2253,2014,15
Passing Yards Allowed,15,4,2393,2017,15
Passing Yards Allowed,15,5,2416,2019,15
Passing Yards Allowed,15,6,2566,2016,15
Passing Yards Allowed,15,7,2632,2021,15
Passing Yards Allowed,15,8,2680,2022,15
Rushing Yards,15,0,1461,2016,15
Rushing Yards,15,1,1222,2020,15
Rushing Yards,15,2,1207,2014,15
Rushing Yards,15,3,1135,2019,15
Rushing Yards,15,4,1133,2018,15
Rushing Yards,15,5,1035,2022,15
Rushing Yards,15,6,1027,2017,15
Rushing Yards,15,7,900,2021,15
Rushing Yards,15,8,831,2015,15
Rushing Yards Allowed,15,0,980,2022,15
Rushing Yards Allowed,15,1,1005,2017,15
Rushing Yards Allowed,15,2,1109,2019,15
Rushing Yards Allowed,15,3,1158,2015,15
Rushing Yards Allowed,15,4,1167,2020,15
Rushing Yards Allowed,15,5,1178,2021,15
Rushing Yards Allowed,15,6,1208,2018,15
Rushing Yards Allowed,15,7,1256,2014,15
Rushing Yards Allowed,15,8,1305,2016,15
Total Yards,15,0,3810,2014,15
Total Yards,15,1,3483,2016,15
Total Yards,15,2,3371,2018,15
