Category,Team/All_Teams,Place,Player,Record,Last_Year
Key Run Opportunities,5,19,4156,8,2016
Key Run Opportunities,5,20,711,5,2015
Key Run Opportunities,5,21,1643,4,2014
Key Run Opportunities,5,22,2082,4,2015
Key Run Opportunities,5,23,288,2,2016
Key Run Opportunities,5,24,2528,2,2016
Key Run Opportunities,5,25,2755,2,2016
Key Run Opportunities,5,26,958,1,2014
Key Run Opportunities,5,27,4314,1,2017
Pancake Blocks,5,0,653,7,2017
Pancake Blocks,5,1,288,1,2016
Pancake Blocks,5,2,3540,1,2017
Pancake Blocks,5,3,4424,1,2017
Passes Defensed,5,0,3939,39,2017
Passes Defensed,5,1,1560,33,2017
Passes Defensed,5,2,1336,29,2017
Passes Defensed,5,3,1790,21,2017
Passes Defensed,5,4,3788,21,2017
Passes Defensed,5,5,828,20,2016
Passes Defensed,5,6,4816,20,2017
Passes Defensed,5,7,13,8,2014
Passes Defensed,5,8,1853,7,2016
Passes Defensed,5,9,929,6,2016
Passes Defensed,5,10,1509,4,2015
Passes Defensed,5,11,2255,3,2014
Passes Defensed,5,12,603,3,2017
Passes Defensed,5,13,3886,3,2017
Passes Defensed,5,14,197,2,2014
Passes Defensed,5,15,2195,2,2016
Passes Defensed,5,16,1107,2,2017
Passes Defensed,5,17,2308,2,2017
Passes Defensed,5,18,3822,2,2017
Passes Defensed,5,19,601,1,2014
Passes Defensed,5,20,1066,1,2014
Passes Defensed,5,21,133,1,2015
Passes Defensed,5,22,1223,1,2016
Passes Defensed,5,23,3036,1,2016
Passes Defensed,5,24,1621,1,2017
Passes Defensed,5,25,5503,1,2017
Punt Return Yards,5,0,1598,626,2016
Punt Return Yards,5,1,4816,618,2017
Punt Return Yards,5,2,686,239,2017
Punt Return Yards,5,3,1276,225,2016
Punt Return Yards,5,4,13,23,2014
Punt Return Yards,5,5,926,20,2015
Punt Return TDs,5,0,4816,2,2017
Kickoff Return Yards,5,0,1276,828,2016
Kickoff Return Yards,5,1,5043,810,2017
Kickoff Return Yards,5,2,926,582,2015
Kickoff Return Yards,5,3,231,386,2015
Kickoff Return Yards,5,4,285,158,2014
Kickoff Return Yards,5,5,13,156,2014
Kickoff Return Yards,5,6,3270,129,2016
Kickoff Return Yards,5,7,1039,60,2015
Kickoff Return Yards,5,8,686,52,2017
Kickoff Return Yards,5,9,1107,33,2017
Kickoff Return Yards,5,10,1639,24,2017
Kickoff Return Yards,5,11,1696,21,2016
Kickoff Return Yards,5,12,1336,16,2017
Points Scored,5,0,2834,359,2017
Points Scored,5,1,1639,96,2017
Points Scored,5,2,699,78,2016
Points Scored,5,3,1183,50,2016
Points Scored,5,4,2627,48,2016
Points Scored,5,5,1598,42,2016
Points Scored,5,6,1006,36,2015
Points Scored,5,7,4816,36,2017
Points Scored,5,8,4921,36,2017
Points Scored,5,9,1017,24,2015
Points Scored,5,10,231,18,2015
Points Scored,5,11,959,12,2014
Points Scored,5,12,926,12,2015
Points Scored,5,13,4156,12,2016
Points Scored,5,14,138,12,2017
Points Scored,5,15,903,12,2017
Points Scored,5,16,3395,12,2017
Points Scored,5,17,5043,12,2017
Points Scored,5,18,249,8,2015
Points Scored,5,19,1790,8,2017
Points Scored,5,20,13,6,2014
Points Scored,5,21,203,6,2015
Points Scored,5,22,1316,6,2015
Points Scored,5,23,1853,6,2016
Points Scored,5,24,2528,6,2016
Points Scored,5,25,1336,6,2017
Points Scored,5,26,1560,6,2017
Points Scored,5,27,2308,6,2017
Points Scored,5,28,2538,6,2017
Points Scored,5,29,2583,6,2017
Points Scored,5,30,3540,6,2017
Points Scored,5,31,4015,6,2017
Points Scored,5,32,4142,6,2017
Points Scored,5,33,4934,6,2017
Points Scored,5,34,1621,2,2017
Yards from Scrimmage,5,0,1639,3786,2017
Yards from Scrimmage,5,1,699,2456,2016
Yards from Scrimmage,5,2,1183,2110,2016
Yards from Scrimmage,5,3,4921,1415,2017
Yards from Scrimmage,5,4,2627,1410,2016
Yards from Scrimmage,5,5,1006,1292,2015
Yards from Scrimmage,5,6,1598,1088,2016
Yards from Scrimmage,5,7,231,593,2015
Yards from Scrimmage,5,8,138,554,2017
Yards from Scrimmage,5,9,1017,499,2015
Yards from Scrimmage,5,10,926,384,2015
Yards from Scrimmage,5,11,3395,362,2017
Yards from Scrimmage,5,12,564,353,2015
Yards from Scrimmage,5,13,4142,316,2017
Yards from Scrimmage,5,14,2538,290,2017
Yards from Scrimmage,5,15,2583,266,2017
Yards from Scrimmage,5,16,1316,243,2015
Yards from Scrimmage,5,17,4015,234,2017
Yards from Scrimmage,5,18,686,220,2017
Yards from Scrimmage,5,19,959,219,2014
Yards from Scrimmage,5,20,4156,214,2016
Yards from Scrimmage,5,21,2521,202,2017
Yards from Scrimmage,5,22,1923,167,2017
Yards from Scrimmage,5,23,3270,161,2016
Yards from Scrimmage,5,24,4934,153,2017
Yards from Scrimmage,5,25,5043,122,2017
Yards from Scrimmage,5,26,1276,111,2016
Yards from Scrimmage,5,27,249,91,2015
Yards from Scrimmage,5,28,2528,87,2016
Yards from Scrimmage,5,29,844,81,2016
Yards from Scrimmage,5,30,285,60,2014
Yards from Scrimmage,5,31,4258,60,2017
Yards from Scrimmage,5,32,4021,41,2016
Yards from Scrimmage,5,33,288,38,2016
Yards from Scrimmage,5,34,1896,36,2017
Yards from Scrimmage,5,35,1473,30,2016
Yards from Scrimmage,5,36,903,22,2017
Yards from Scrimmage,5,37,3358,18,2017
Yards from Scrimmage,5,38,3254,15,2016
Yards from Scrimmage,5,39,3231,8,2015
Yards from Scrimmage,5,40,2407,7,2014
Yards from Scrimmage,5,41,1887,6,2015
Yards from Scrimmage,5,42,1811,4,2014
All-Purpose Yards,5,0,1639,3815,2017
All-Purpose Yards,5,1,699,2466,2016
All-Purpose Yards,5,2,1183,2110,2016
All-Purpose Yards,5,3,1598,1714,2016
All-Purpose Yards,5,4,4921,1421,2017
All-Purpose Yards,5,5,2627,1415,2016
All-Purpose Yards,5,6,1006,1292,2015
All-Purpose Yards,5,7,1276,1164,2016
All-Purpose Yards,5,8,926,986,2015
All-Purpose Yards,5,9,231,979,2015
All-Purpose Yards,5,10,5043,932,2017
All-Purpose Yards,5,11,4816,897,2017
All-Purpose Yards,5,12,138,554,2017
All-Purpose Yards,5,13,686,511,2017
All-Purpose Yards,5,14,1017,510,2015
All-Purpose Yards,5,15,3395,362,2017
All-Purpose Yards,5,16,564,353,2015
All-Purpose Yards,5,17,4142,316,2017
All-Purpose Yards,5,18,3270,290,2016
All-Purpose Yards,5,19,2538,290,2017
All-Purpose Yards,5,20,2583,266,2017
All-Purpose Yards,5,21,1316,243,2015
All-Purpose Yards,5,22,13,238,2014
All-Purpose Yards,5,23,4015,234,2017
All-Purpose Yards,5,24,959,219,2014
All-Purpose Yards,5,25,285,218,2014
All-Purpose Yards,5,26,4156,214,2016
All-Purpose Yards,5,27,2521,209,2017
All-Purpose Yards,5,28,1923,167,2017
All-Purpose Yards,5,29,4934,153,2017
All-Purpose Yards,5,30,249,139,2015
All-Purpose Yards,5,31,203,96,2015
All-Purpose Yards,5,32,2528,87,2016
All-Purpose Yards,5,33,844,81,2016
All-Purpose Yards,5,34,1790,73,2017
All-Purpose Yards,5,35,1853,62,2016
All-Purpose Yards,5,36,1039,60,2015
All-Purpose Yards,5,37,4258,60,2017
All-Purpose Yards,5,38,2308,54,2017
All-Purpose Yards,5,39,1336,52,2017
All-Purpose Yards,5,40,3939,44,2017
All-Purpose Yards,5,41,4021,41,2016
All-Purpose Yards,5,42,288,38,2016
All-Purpose Yards,5,43,1560,38,2017
All-Purpose Yards,5,44,1896,36,2017
All-Purpose Yards,5,45,1107,33,2017
All-Purpose Yards,5,46,1473,30,2016
All-Purpose Yards,5,47,603,22,2017
All-Purpose Yards,5,48,903,22,2017
All-Purpose Yards,5,49,1696,21,2016
All-Purpose Yards,5,50,2255,20,2014
All-Purpose Yards,5,51,254,19,2015
All-Purpose Yards,5,52,3358,18,2017
All-Purpose Yards,5,53,3254,15,2016
All-Purpose Yards,5,54,3540,12,2017
All-Purpose Yards,5,55,3788,12,2017
All-Purpose Yards,5,56,197,11,2014
All-Purpose Yards,5,57,4523,10,2017
All-Purpose Yards,5,58,3231,8,2015
All-Purpose Yards,5,59,1777,8,2017
All-Purpose Yards,5,60,2407,7,2014
All-Purpose Yards,5,61,2509,7,2015
All-Purpose Yards,5,62,929,7,2016
All-Purpose Yards,5,63,1887,6,2015
All-Purpose Yards,5,64,1621,6,2017
All-Purpose Yards,5,65,1811,4,2014
Games Started,5,0,1621,64,2017
Games Started,5,1,1639,64,2017
Games Started,5,2,653,62,2017
Games Started,5,3,1336,62,2017
Games Started,5,4,1560,61,2017
Games Started,5,5,1790,55,2017
Games Started,5,6,3788,48,2017
Games Started,5,7,3939,48,2017
Games Started,5,8,1046,46,2016
Games Started,5,9,3540,46,2017
Games Started,5,10,699,41,2016
Games Started,5,11,828,34,2016
Games Started,5,12,1357,34,2016
Games Started,5,13,929,33,2016
Games Started,5,14,254,32,2015
Games Started,5,15,1006,32,2015
Games Started,5,16,4424,32,2017
Games Started,5,17,4816,32,2017
Games Started,5,18,138,31,2017
Games Started,5,19,203,29,2015
Games Started,5,20,3730,27,2017
Games Started,5,21,1183,26,2016
Games Started,5,22,564,25,2015
Games Started,5,23,1853,23,2016
Games Started,5,24,2627,20,2016
Games Started,5,25,4142,19,2017
Games Started,5,26,352,18,2015
Games Started,5,27,210,16,2014
Games Started,5,28,333,16,2014
Games Started,5,29,2255,16,2014
Games Started,5,30,1223,16,2016
Games Started,5,31,2195,16,2016
Games Started,5,32,4285,16,2017
Games Started,5,33,5403,16,2017
Games Started,5,34,601,15,2014
Games Started,5,35,4156,15,2016
Games Started,5,36,2177,15,2017
Games Started,5,37,3395,15,2017
Games Started,5,38,4921,15,2017
Games Started,5,39,1492,14,2017
Games Started,5,40,1777,13,2017
Games Started,5,41,1896,13,2017
Games Started,5,42,1923,12,2017
Games Started,5,43,2538,12,2017
Games Started,5,44,5485,12,2017
Games Started,5,45,13,10,2014
Games Started,5,46,96,10,2015
Games Started,5,47,1509,7,2015
Games Started,5,48,2521,7,2017
Games Started,5,49,4015,7,2017
Games Started,5,50,1598,6,2016
Games Started,5,51,2308,5,2017
Games Started,5,52,2583,5,2017
Games Started,5,53,926,4,2015
Games Started,5,54,231,3,2015
Games Started,5,55,1744,3,2015
Games Started,5,56,3036,3,2016
Games Started,5,57,2883,3,2017
Games Started,5,58,959,2,2014
Games Started,5,59,1643,2,2014
Games Started,5,60,711,2,2015
Games Started,5,61,215,2,2016
Games Started,5,62,876,2,2016
Games Started,5,63,1276,2,2016
Games Started,5,64,2059,2,2017
Games Started,5,65,3886,2,2017
Games Started,5,66,4258,2,2017
Games Started,5,67,5503,2,2017
Games Started,5,68,1017,1,2015
Games Started,5,69,1316,1,2015
Games Started,5,70,844,1,2016
Games Started,5,71,1372,1,2016
Games Started,5,72,686,1,2017
Games Started,5,73,903,1,2017
Games Started,5,74,5043,1,2017
Games Started,5,75,5611,1,2017
Quarterback Rating,6,0,1441,839,2017
Pass Attempts,6,0,1441,2050,2017
Pass Attempts,6,1,1751,187,2017
Pass Attempts,6,2,744,5,2014
Pass Completions,6,0,1441,1289,2017
Pass Completions,6,1,1751,98,2017
Completion Percentage,6,0,1441,629,2017
Passing Yards,6,0,1441,14204,2017
Passing Yards,6,1,1751,1050,2017
Yards per Pass Attempt,6,0,1441,693,2017
Passing Touchdowns,6,0,1441,87,2017
Passing Touchdowns,6,1,1751,6,2017
Times Sacked,6,0,1441,126,2017
Times Sacked,6,1,1751,11,2017
300 Yards Passing,6,0,1441,9,2017
Rushing Attempts,6,0,1134,554,2015
Rushing Attempts,6,1,1808,378,2017
Rushing Attempts,6,2,1845,271,2017
Rushing Attempts,6,3,3302,132,2017
Rushing Attempts,6,4,1854,97,2014
Rushing Attempts,6,5,1441,84,2017
Rushing Attempts,6,6,468,66,2014
Rushing Attempts,6,7,1951,46,2015
Rushing Attempts,6,8,4920,36,2017
Rushing Attempts,6,9,4147,35,2017
Rushing Attempts,6,10,1751,34,2017
Rushing Attempts,6,11,1933,17,2014
Rushing Attempts,6,12,727,15,2016
Rushing Attempts,6,13,342,13,2014
Rushing Attempts,6,14,1962,10,2015
Rushing Attempts,6,15,189,10,2016
Rushing Attempts,6,16,5068,3,2017
Rushing Attempts,6,17,23,2,2014
Rushing Attempts,6,18,611,2,2017
Rushing Attempts,6,19,3389,2,2017
Rushing Attempts,6,20,744,1,2014
Rushing Attempts,6,21,1879,1,2015
Rushing Attempts,6,22,1371,1,2017
Rushing Attempts,6,23,3431,1,2017
Rushing Yards,6,0,1134,2836,2015
Rushing Yards,6,1,1808,1349,2017
Rushing Yards,6,2,1845,932,2017
Rushing Yards,6,3,3302,634,2017
Rushing Yards,6,4,1854,390,2014
Rushing Yards,6,5,1441,353,2017
Rushing Yards,6,6,1751,254,2017
Rushing Yards,6,7,468,208,2014
Rushing Yards,6,8,1951,178,2015
Rushing Yards,6,9,4920,131,2017
Rushing Yards,6,10,727,123,2016
Rushing Yards,6,11,4147,71,2017
Rushing Yards,6,12,1962,46,2015
Rushing Yards,6,13,1933,45,2014
Rushing Yards,6,14,5068,37,2017
Rushing Yards,6,15,342,23,2014
Rushing Yards,6,16,611,20,2017
Rushing Yards,6,17,189,19,2016
Rushing Yards,6,18,744,7,2014
Rushing Yards,6,19,3431,7,2017
Rushing Yards,6,20,1879,6,2015
Rushing Yards,6,21,3389,6,2017
Rushing Yards,6,22,1371,1,2017
Yards per Carry,6,0,1134,512,2015
Rushing Touchdowns,6,0,1134,21,2015
Rushing Touchdowns,6,1,3302,6,2017
Rushing Touchdowns,6,2,1808,4,2017
Rushing Touchdowns,6,3,1845,4,2017
Rushing Touchdowns,6,4,468,3,2014
Rushing Touchdowns,6,5,1854,3,2014
Rushing Touchdowns,6,6,4920,2,2017
Rushing Touchdowns,6,7,727,1,2016
100 Yards Rushing,6,0,1134,14,2015
100 Yards Rushing,6,1,1854,1,2014
100 Yards Rushing,6,2,727,1,2016
100 Yards Rushing,6,3,1845,1,2017
Receptions,6,0,1673,212,2017
Receptions,6,1,189,197,2016
Receptions,6,2,1134,135,2015
Receptions,6,3,611,120,2017
Receptions,6,4,5068,103,2017
Receptions,6,5,4147,97,2017
Receptions,6,6,23,85,2014
Receptions,6,7,46,63,2015
Receptions,6,8,1879,56,2015
Receptions,6,9,3431,42,2017
Receptions,6,10,425,34,2016
Receptions,6,11,1845,33,2017
Receptions,6,12,645,25,2017
Receptions,6,13,1808,25,2017
Receptions,6,14,812,21,2014
Receptions,6,15,3302,15,2017
Receptions,6,16,468,12,2014
Receptions,6,17,2482,12,2014
Receptions,6,18,2510,10,2014
Receptions,6,19,4920,10,2017
Receptions,6,20,1854,9,2014
Receptions,6,21,2026,9,2016
Receptions,6,22,3380,8,2015
Receptions,6,23,727,8,2016
Receptions,6,24,4260,8,2016
Receptions,6,25,188,7,2014
Receptions,6,26,1962,6,2015
Receptions,6,27,342,5,2014
Receptions,6,28,713,4,2015
Receptions,6,29,850,3,2014
Receptions,6,30,1933,3,2014
Receptions,6,31,3370,3,2017
Receptions,6,32,1951,2,2015
Receptions,6,33,3389,2,2017
Receptions,6,34,2522,1,2014
Receptions,6,35,1371,1,2017
Receiving Yards,6,0,189,2558,2016
Receiving Yards,6,1,1673,2402,2017
Receiving Yards,6,2,611,1301,2017
Receiving Yards,6,3,5068,1284,2017
Receiving Yards,6,4,1134,1237,2015
Receiving Yards,6,5,23,1012,2014
Receiving Yards,6,6,4147,816,2017
Receiving Yards,6,7,1879,645,2015
Receiving Yards,6,8,46,616,2015
Receiving Yards,6,9,3431,480,2017
Receiving Yards,6,10,425,464,2016
Receiving Yards,6,11,645,460,2017
Receiving Yards,6,12,1808,228,2017
Receiving Yards,6,13,812,207,2014
Receiving Yards,6,14,1845,200,2017
Receiving Yards,6,15,4920,124,2017
Receiving Yards,6,16,3302,113,2017
Receiving Yards,6,17,2482,109,2014
Receiving Yards,6,18,2510,104,2014
Receiving Yards,6,19,1854,103,2014
Receiving Yards,6,20,188,99,2014
Receiving Yards,6,21,2026,99,2016
Receiving Yards,6,22,4260,89,2016
Receiving Yards,6,23,342,87,2014
Receiving Yards,6,24,727,66,2016
Receiving Yards,6,25,850,60,2014
Receiving Yards,6,26,468,58,2014
Receiving Yards,6,27,3380,52,2015
Receiving Yards,6,28,713,41,2015
Receiving Yards,6,29,1933,40,2014
Receiving Yards,6,30,1962,36,2015
Receiving Yards,6,31,1371,32,2017
Receiving Yards,6,32,3389,21,2017
Receiving Yards,6,33,2522,9,2014
Receiving Yards,6,34,3370,5,2017
Receiving Yards,6,35,1951,1,2015
Yards per Reception,6,0,189,1298,2016
Yards per Reception,6,1,5068,1247,2017
Yards per Reception,6,2,1673,1133,2017
Yards per Reception,6,3,611,1084,2017
Yards per Reception,6,4,1134,916,2015
Yards per Reception,6,5,4147,841,2017
Receiving Touchdowns,6,0,1673,21,2017
Receiving Touchdowns,6,1,189,17,2016
Receiving Touchdowns,6,2,23,10,2014
Receiving Touchdowns,6,3,5068,8,2017
Receiving Touchdowns,6,4,611,7,2017
Receiving Touchdowns,6,5,1134,6,2015
Receiving Touchdowns,6,6,425,6,2016
Receiving Touchdowns,6,7,46,4,2015
Receiving Touchdowns,6,8,1879,4,2015
Receiving Touchdowns,6,9,4147,4,2017
Receiving Touchdowns,6,10,188,2,2014
Receiving Touchdowns,6,11,3380,1,2015
Receiving Touchdowns,6,12,645,1,2017
Receiving Touchdowns,6,13,1808,1,2017
Receiving Touchdowns,6,14,3431,1,2017
Targeted Passes,6,0,189,344,2016
Targeted Passes,6,1,1673,329,2017
Targeted Passes,6,2,611,232,2017
Targeted Passes,6,3,5068,175,2017
Targeted Passes,6,4,1134,171,2015
Targeted Passes,6,5,23,141,2014
Targeted Passes,6,6,4147,113,2017
Targeted Passes,6,7,46,105,2015
Targeted Passes,6,8,1879,92,2015
Targeted Passes,6,9,3431,81,2017
Targeted Passes,6,10,425,60,2016
Targeted Passes,6,11,1845,51,2017
Targeted Passes,6,12,645,49,2017
Targeted Passes,6,13,1808,32,2017
Targeted Passes,6,14,812,31,2014
Targeted Passes,6,15,3302,20,2017
Targeted Passes,6,16,188,17,2014
Targeted Passes,6,17,2482,17,2014
Targeted Passes,6,18,2510,17,2014
Targeted Passes,6,19,4260,17,2016
Targeted Passes,6,20,468,15,2014
Targeted Passes,6,21,2026,15,2016
Targeted Passes,6,22,3380,13,2015
Targeted Passes,6,23,4920,13,2017
Targeted Passes,6,24,1854,11,2014
Targeted Passes,6,25,713,11,2015
Targeted Passes,6,26,727,11,2016
Targeted Passes,6,27,1962,10,2015
Targeted Passes,6,28,850,8,2014
Targeted Passes,6,29,342,7,2014
Targeted Passes,6,30,1933,6,2014
Targeted Passes,6,31,1371,5,2017
Targeted Passes,6,32,3370,4,2017
Targeted Passes,6,33,2522,3,2014
Targeted Passes,6,34,3389,3,2017
Targeted Passes,6,35,1951,2,2015
Targeted Passes,6,36,4229,2,2017
Targeted Passes,6,37,2605,1,2015
Passes Dropped,6,0,189,21,2016
Passes Dropped,6,1,611,20,2017
Passes Dropped,6,2,5068,15,2017
Passes Dropped,6,3,1673,14,2017
Passes Dropped,6,4,3431,9,2017
Passes Dropped,6,5,425,6,2016
Passes Dropped,6,6,23,4,2014
Passes Dropped,6,7,46,4,2015
Passes Dropped,6,8,645,4,2017
Passes Dropped,6,9,1879,3,2015
Passes Dropped,6,10,1962,3,2015
Passes Dropped,6,11,1371,3,2017
Passes Dropped,6,12,342,2,2014
Passes Dropped,6,13,812,2,2014
Passes Dropped,6,14,850,2,2014
Passes Dropped,6,15,1134,2,2015
Passes Dropped,6,16,4260,2,2016
Passes Dropped,6,17,1808,2,2017
Passes Dropped,6,18,1845,2,2017
Passes Dropped,6,19,3302,2,2017
Passes Dropped,6,20,2482,1,2014
Passes Dropped,6,21,2522,1,2014
Passes Dropped,6,22,713,1,2015
Passes Dropped,6,23,4147,1,2017
Passes Dropped,6,24,4229,1,2017
100 Yards Receiving,6,0,189,6,2016
100 Yards Receiving,6,1,5068,5,2017
100 Yards Receiving,6,2,23,4,2014
100 Yards Receiving,6,3,611,2,2017
100 Yards Receiving,6,4,1673,2,2017
100 Yards Receiving,6,5,1134,1,2015
100 Yards Receiving,6,6,645,1,2017
100 Yards Receiving,6,7,4147,1,2017
Interceptions,6,0,1824,14,2017
Interceptions,6,1,1661,12,2017
Interceptions,6,2,1591,11,2017
Interceptions,6,3,3089,8,2017
Interceptions,6,4,373,7,2015
Interceptions,6,5,1000,4,2017
Interceptions,6,6,4760,3,2017
Interceptions,6,7,1596,2,2014
Interceptions,6,8,13,2,2015
Interceptions,6,9,3161,2,2015
Interceptions,6,10,580,2,2016
Interceptions,6,11,1564,2,2017
Interceptions,6,12,3016,2,2017
Interceptions,6,13,1664,1,2014
Interceptions,6,14,774,1,2015
Interceptions,6,15,2236,1,2015
Interceptions,6,16,4626,1,2017
Pass Defense Percentage,6,0,1824,827,2017
Pass Defense Percentage,6,1,1661,817,2017
Pass Defense Percentage,6,2,373,802,2015
Pass Defense Percentage,6,3,1564,793,2017
Pass Defense Percentage,6,4,3089,781,2017
Tackles,6,0,1824,438,2017
Tackles,6,1,1591,298,2017
Tackles,6,2,1000,272,2017
Tackles,6,3,3089,219,2017
Tackles,6,4,1661,207,2017
Tackles,6,5,1137,136,2017
Tackles,6,6,671,125,2017
Tackles,6,7,684,114,2017
Tackles,6,8,373,113,2015
Tackles,6,9,1564,110,2017
Tackles,6,10,2250,76,2017
Tackles,6,11,1596,71,2014
Tackles,6,12,826,63,2017
Tackles,6,13,3016,57,2017
Tackles,6,14,3122,56,2015
Tackles,6,15,3145,54,2017
Tackles,6,16,4626,54,2017
Tackles,6,17,3756,53,2017
Tackles,6,18,774,51,2015
Tackles,6,19,4760,50,2017
Tackles,6,20,13,36,2015
Tackles,6,21,3819,35,2017
Tackles,6,22,1192,34,2014
Tackles,6,23,965,33,2017
Tackles,6,24,1324,31,2016
Tackles,6,25,3700,31,2017
Tackles,6,26,567,28,2014
Tackles,6,27,1565,28,2014
Tackles,6,28,1664,24,2014
Tackles,6,29,1303,23,2015
Tackles,6,30,3161,23,2015
Tackles,6,31,2236,21,2015
Tackles,6,32,2920,21,2017
Tackles,6,33,2185,18,2015
Tackles,6,34,1677,15,2015
Tackles,6,35,580,11,2016
Tackles,6,36,2204,11,2016
Tackles,6,37,5068,11,2017
Tackles,6,38,230,8,2014
Tackles,6,39,2880,8,2014
Tackles,6,40,2918,8,2014
Tackles,6,41,189,7,2016
Tackles,6,42,611,7,2017
Tackles,6,43,1673,7,2017
Tackles,6,44,2995,6,2014
Tackles,6,45,1441,6,2017
Tackles,6,46,23,4,2014
Tackles,6,47,3041,4,2014
Tackles,6,48,378,4,2015
Tackles,6,49,1879,4,2015
Tackles,6,50,46,3,2015
Tackles,6,51,1134,3,2015
Tackles,6,52,689,3,2016
Tackles,6,53,592,3,2017
Tackles,6,54,3431,3,2017
Tackles,6,55,812,2,2014
Tackles,6,56,4540,2,2016
Tackles,6,57,1751,2,2017
Tackles,6,58,4147,2,2017
Tackles,6,59,188,1,2014
Tackles,6,60,1854,1,2014
Tackles,6,61,3380,1,2015
Tackles,6,62,425,1,2016
Tackles,6,63,2303,1,2016
Tackles,6,64,462,1,2017
Tackles,6,65,607,1,2017
Tackles,6,66,1251,1,2017
Tackles,6,67,1371,1,2017
Tackles,6,68,1808,1,2017
Tackles,6,69,3302,1,2017
Tackles,6,70,3389,1,2017
Tackles,6,71,5607,1,2017
Assists,6,0,1824,137,2017
Assists,6,1,1591,99,2017
Assists,6,2,1000,66,2017
Assists,6,3,3089,65,2017
Assists,6,4,1661,55,2017
Assists,6,5,1564,41,2017
Assists,6,6,2250,38,2017
Assists,6,7,684,37,2017
Assists,6,8,373,35,2015
Assists,6,9,671,35,2017
Assists,6,10,1137,35,2017
Assists,6,11,774,24,2015
Assists,6,12,826,23,2017
Assists,6,13,3016,23,2017
Assists,6,14,3756,22,2017
Assists,6,15,4626,21,2017
Assists,6,16,1596,17,2014
Assists,6,17,3145,17,2017
Assists,6,18,965,16,2017
Assists,6,19,567,13,2014
Assists,6,20,1303,13,2015
Assists,6,21,4760,13,2017
Assists,6,22,1677,11,2015
Assists,6,23,3122,11,2015
Assists,6,24,3700,10,2017
Assists,6,25,1192,9,2014
Assists,6,26,2185,9,2015
Assists,6,27,2236,9,2015
Assists,6,28,3161,8,2015
Assists,6,29,2204,8,2016
Assists,6,30,1565,7,2014
Assists,6,31,1664,7,2014
Assists,6,32,13,7,2015
Assists,6,33,2920,7,2017
Assists,6,34,3819,7,2017
Assists,6,35,1324,5,2016
Assists,6,36,230,4,2014
Assists,6,37,2880,4,2014
Assists,6,38,2918,4,2014
Assists,6,39,2995,3,2014
Assists,6,40,580,3,2016
Assists,6,41,3041,2,2014
Assists,6,42,378,1,2015
Assists,6,43,2303,1,2016
Sacks,6,0,684,285,2017
Sacks,6,1,1137,280,2017
Sacks,6,2,1591,200,2017
Sacks,6,3,671,165,2017
Sacks,6,4,3700,90,2017
Sacks,6,5,774,80,2015
Sacks,6,6,1000,80,2017
Sacks,6,7,567,55,2014
Sacks,6,8,1661,50,2017
Sacks,6,9,1677,45,2015
Sacks,6,10,2250,45,2017
Sacks,6,11,3756,45,2017
Sacks,6,12,1303,35,2015
Sacks,6,13,3089,35,2017
Sacks,6,14,2920,30,2017
Sacks,6,15,4626,25,2017
Sacks,6,16,965,20,2017
Sacks,6,17,1564,20,2017
Sacks,6,18,2918,15,2014
Sacks,6,19,373,15,2015
Sacks,6,20,2185,15,2015
Sacks,6,21,2204,15,2016
Sacks,6,22,3016,15,2017
Sacks,6,23,1596,10,2014
Sacks,6,24,2880,10,2014
Sacks,6,25,4540,10,2016
Sacks,6,26,1824,10,2017
Sacks,6,27,3819,10,2017
Sacks,6,28,1192,5,2014
Sacks,6,29,3122,5,2015
Hurries,6,0,1137,54,2017
Hurries,6,1,684,43,2017
Hurries,6,2,671,26,2017
Hurries,6,3,3700,17,2017
Hurries,6,4,1303,15,2015
Hurries,6,5,774,14,2015
Hurries,6,6,965,14,2017
Hurries,6,7,1000,14,2017
Hurries,6,8,567,11,2014
Hurries,6,9,1591,11,2017
Hurries,6,10,1677,9,2015
Hurries,6,11,2920,9,2017
Hurries,6,12,3756,9,2017
Hurries,6,13,2250,7,2017
Hurries,6,14,2204,6,2016
Hurries,6,15,2185,4,2015
Hurries,6,16,2880,3,2014
Hurries,6,17,2918,3,2014
Hurries,6,18,3089,3,2017
Hurries,6,19,4540,2,2016
Hurries,6,20,1824,2,2017
Hurries,6,21,4626,2,2017
Hurries,6,22,1192,1,2014
Hurries,6,23,1565,1,2014
Hurries,6,24,2995,1,2014
Hurries,6,25,13,1,2015
Hurries,6,26,373,1,2015
Hurries,6,27,1564,1,2017
Blocked Passes,6,0,1137,13,2017
Blocked Passes,6,1,684,12,2017
Blocked Passes,6,2,671,11,2017
Blocked Passes,6,3,774,6,2015
Blocked Passes,6,4,1591,5,2017
Blocked Passes,6,5,965,4,2017
Blocked Passes,6,6,2250,3,2017
Blocked Passes,6,7,3700,2,2017
Blocked Passes,6,8,3756,2,2017
Blocked Passes,6,9,567,1,2014
Blocked Passes,6,10,2880,1,2014
Blocked Passes,6,11,2918,1,2014
Blocked Passes,6,12,373,1,2015
Blocked Passes,6,13,1677,1,2015
Blocked Passes,6,14,2185,1,2015
Blocked Passes,6,15,2204,1,2016
Blocked Passes,6,16,1000,1,2017
Blocked Passes,6,17,3089,1,2017
Blocked Passes,6,18,4626,1,2017
Field Goals,6,0,278,121,2017
Key Run Blocks,6,0,1251,147,2017
