Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Passes Dropped,7,57,2634,1,2015,7,3
Passes Dropped,7,58,557,1,2015,7,24
Passes Dropped,7,59,284,1,2015,7,16
Passes Dropped,7,60,2628,1,2015,7,16
Passes Dropped,7,61,947,1,2015,7,29
Passes Dropped,7,62,2634,1,2015,7,29
Passes Dropped,7,63,284,1,2015,7,19
Passes Dropped,7,64,557,1,2015,7,19
Passes Dropped,7,65,1604,1,2015,7,19
Passes Dropped,7,66,2634,1,2015,7,19
Passes Dropped,7,67,284,1,2015,7,21
Interceptions,7,0,221,1,2014,7,25
Interceptions,7,1,59,1,2014,7,28
Interceptions,7,2,1128,1,2014,7,26
Interceptions,7,3,1528,1,2014,7,26
Interceptions,7,4,221,1,2014,7,31
Interceptions,7,5,31,1,2014,7,29
Interceptions,7,6,1528,1,2014,7,29
Interceptions,7,7,221,1,2014,7,18
Interceptions,7,8,580,1,2014,7,18
Interceptions,7,9,1115,1,2014,7,5
Interceptions,7,10,221,1,2014,7,21
Interceptions,7,11,580,1,2014,7,11
Interceptions,7,12,1115,1,2014,7,11
Interceptions,7,13,1128,1,2014,7,11
Interceptions,7,14,31,1,2014,7,29
Interceptions,7,15,1528,1,2015,7,18
Interceptions,7,16,316,1,2015,7,14
Interceptions,7,17,1528,1,2015,7,14
Interceptions,7,18,230,1,2015,7,17
Interceptions,7,19,1195,1,2015,7,1
Interceptions,7,20,1115,1,2015,7,3
Interceptions,7,21,1528,1,2015,7,3
Interceptions,7,22,1128,1,2015,7,24
Interceptions,7,23,1597,1,2015,7,24
Interceptions,7,24,1597,1,2015,7,16
Pass Defense Percentage,7,0,59,1000,2014,7,28
Pass Defense Percentage,7,1,1115,1000,2015,7,3
Pass Defense Percentage,7,2,1128,1000,2015,7,24
Pass Defense Percentage,7,3,1195,1000,2015,7,29
Pass Defense Percentage,7,4,221,999,2014,7,18
Pass Defense Percentage,7,5,1115,995,2014,7,11
Pass Defense Percentage,7,6,316,995,2015,7,14
Pass Defense Percentage,7,7,1528,993,2015,7,18
Pass Defense Percentage,7,8,251,954,2014,7,5
Pass Defense Percentage,7,9,1115,945,2015,7,18
Pass Defense Percentage,7,10,3158,934,2015,7,4
Pass Defense Percentage,7,11,1597,934,2015,7,16
Pass Defense Percentage,7,12,1528,931,2014,7,31
Pass Defense Percentage,7,13,1528,925,2014,7,29
Pass Defense Percentage,7,14,1128,913,2014,7,11
Pass Defense Percentage,7,15,1195,911,2014,7,17
Pass Defense Percentage,7,16,1528,910,2014,7,24
Pass Defense Percentage,7,17,316,892,2015,7,3
Pass Defense Percentage,7,18,912,885,2014,7,12
Pass Defense Percentage,7,19,59,883,2014,7,21
Pass Defense Percentage,7,20,1195,881,2015,7,27
Pass Defense Percentage,7,21,221,878,2014,7,25
Pass Defense Percentage,7,22,221,878,2014,7,31
Pass Defense Percentage,7,23,912,876,2014,7,17
Pass Defense Percentage,7,24,1528,876,2014,7,0
Pass Defense Percentage,7,25,1115,876,2015,7,17
Pass Defense Percentage,7,26,1115,871,2014,7,5
Pass Defense Percentage,7,27,3859,870,2015,7,14
Pass Defense Percentage,7,28,1597,866,2015,7,24
Pass Defense Percentage,7,29,3158,865,2015,7,27
Pass Defense Percentage,7,30,3158,860,2015,7,18
Pass Defense Percentage,7,31,251,857,2014,7,12
Pass Defense Percentage,7,32,59,854,2014,7,24
Pass Defense Percentage,7,33,251,853,2014,7,18
Pass Defense Percentage,7,34,1528,852,2014,7,12
Pass Defense Percentage,7,35,1115,850,2015,7,19
Pass Defense Percentage,7,36,580,848,2014,7,25
Pass Defense Percentage,7,37,3158,848,2015,7,17
Pass Defense Percentage,7,38,221,847,2014,7,21
Pass Defense Percentage,7,39,59,844,2014,7,11
Pass Defense Percentage,7,40,221,843,2014,7,12
Pass Defense Percentage,7,41,221,840,2014,7,5
Pass Defense Percentage,7,42,1128,840,2014,7,5
Pass Defense Percentage,7,43,221,825,2014,7,28
Pass Defense Percentage,7,44,1128,825,2014,7,28
Pass Defense Percentage,7,45,912,825,2014,7,26
Pass Defense Percentage,7,46,912,825,2014,7,31
Pass Defense Percentage,7,47,1528,825,2014,7,18
Pass Defense Percentage,7,48,1115,825,2014,7,0
Pass Defense Percentage,7,49,1128,825,2014,7,12
Pass Defense Percentage,7,50,221,825,2014,7,21
Pass Defense Percentage,7,51,912,825,2014,7,5
Pass Defense Percentage,7,52,912,825,2014,7,21
Pass Defense Percentage,7,53,251,825,2014,7,11
Pass Defense Percentage,7,54,1528,825,2014,7,11
Pass Defense Percentage,7,55,316,825,2015,7,18
Pass Defense Percentage,7,56,1115,825,2015,7,14
Pass Defense Percentage,7,57,3158,825,2015,7,1
Pass Defense Percentage,7,58,1128,825,2015,7,16
Pass Defense Percentage,7,59,251,821,2014,7,17
Pass Defense Percentage,7,60,1528,821,2014,7,17
Pass Defense Percentage,7,61,251,820,2014,7,21
Pass Defense Percentage,7,62,1597,820,2015,7,27
Pass Defense Percentage,7,63,1195,820,2015,7,19
Pass Defense Percentage,7,64,1128,819,2014,7,26
Pass Defense Percentage,7,65,1528,819,2014,7,26
Pass Defense Percentage,7,66,221,819,2014,7,29
Pass Defense Percentage,7,67,251,819,2014,7,29
Pass Defense Percentage,7,68,1128,819,2015,7,14
Pass Defense Percentage,7,69,1128,819,2015,7,18
Pass Defense Percentage,7,70,912,818,2014,7,18
Pass Defense Percentage,7,71,1115,818,2014,7,12
Pass Defense Percentage,7,72,1597,818,2015,7,1
Pass Defense Percentage,7,73,1128,812,2015,7,1
Pass Defense Percentage,7,74,1128,798,2014,7,29
Pass Defense Percentage,7,75,1528,796,2014,7,5
Pass Defense Percentage,7,76,59,795,2014,7,31
Pass Defense Percentage,7,77,221,792,2014,7,17
Pass Defense Percentage,7,78,1528,790,2014,7,25
Pass Defense Percentage,7,79,1128,789,2014,7,21
Pass Defense Percentage,7,80,1528,788,2014,7,18
Pass Defense Percentage,7,81,251,787,2014,7,29
Pass Defense Percentage,7,82,316,786,2015,7,27
Pass Defense Percentage,7,83,912,784,2014,7,0
Pass Defense Percentage,7,84,1115,784,2015,7,4
Pass Defense Percentage,7,85,912,782,2014,7,21
Pass Defense Percentage,7,86,1195,782,2015,7,1
Pass Defense Percentage,7,87,3859,781,2015,7,4
Pass Defense Percentage,7,88,1195,781,2015,7,21
Pass Defense Percentage,7,89,1195,781,2015,7,21
Pass Defense Percentage,7,90,3158,779,2015,7,14
Pass Defense Percentage,7,91,316,779,2015,7,10
Pass Defense Percentage,7,92,251,778,2014,7,21
Pass Defense Percentage,7,93,59,777,2014,7,18
Pass Defense Percentage,7,94,1115,777,2014,7,18
Pass Defense Percentage,7,95,1115,777,2015,7,1
Pass Defense Percentage,7,96,316,777,2015,7,21
Pass Defense Percentage,7,97,316,775,2015,7,29
Pass Defense Percentage,7,98,230,774,2015,7,14
Pass Defense Percentage,7,99,251,773,2014,7,28
Tackles,7,0,1128,18,2014,7,21
Tackles,7,1,1128,15,2014,7,24
Tackles,7,2,1128,14,2014,7,21
Tackles,7,3,1128,14,2015,7,18
Tackles,7,4,1128,14,2015,7,1
Tackles,7,5,1128,14,2015,7,29
Tackles,7,6,1128,13,2015,7,29
Tackles,7,7,1128,13,2015,7,21
Tackles,7,8,221,12,2014,7,0
Tackles,7,9,1528,12,2014,7,21
Tackles,7,10,1528,11,2014,7,21
Tackles,7,11,1128,11,2015,7,27
Tackles,7,12,1128,11,2015,7,18
Tackles,7,13,1128,11,2015,7,21
Tackles,7,14,1128,11,2015,7,3
Tackles,7,15,435,10,2014,7,17
Tackles,7,16,1528,9,2014,7,29
Tackles,7,17,1128,9,2014,7,18
Tackles,7,18,1128,9,2015,7,4
Tackles,7,19,59,8,2014,7,25
Tackles,7,20,1128,8,2014,7,28
Tackles,7,21,1195,8,2014,7,28
Tackles,7,22,1528,8,2014,7,28
Tackles,7,23,1528,8,2014,7,26
Tackles,7,24,912,8,2014,7,18
Tackles,7,25,1528,8,2014,7,18
Tackles,7,26,1128,8,2014,7,5
Tackles,7,27,1128,8,2014,7,29
Tackles,7,28,584,8,2015,7,18
Tackles,7,29,1128,8,2015,7,10
Tackles,7,30,1195,8,2015,7,27
Tackles,7,31,3859,8,2015,7,27
Tackles,7,32,1597,8,2015,7,17
Tackles,7,33,1128,8,2015,7,16
Tackles,7,34,3014,8,2015,7,19
Tackles,7,35,316,8,2015,7,21
Tackles,7,36,1128,7,2014,7,18
Tackles,7,37,59,7,2014,7,29
Tackles,7,38,221,7,2014,7,29
Tackles,7,39,912,7,2014,7,29
Tackles,7,40,59,7,2014,7,0
Tackles,7,41,1128,7,2014,7,0
Tackles,7,42,912,7,2014,7,12
Tackles,7,43,1115,7,2015,7,18
Tackles,7,44,1597,7,2015,7,4
Tackles,7,45,316,7,2015,7,27
Tackles,7,46,1528,7,2015,7,17
Tackles,7,47,1528,7,2015,7,1
Tackles,7,48,584,7,2015,7,3
Tackles,7,49,316,7,2015,7,24
Tackles,7,50,316,7,2015,7,19
Tackles,7,51,1128,7,2015,7,19
Tackles,7,52,3158,7,2015,7,19
Tackles,7,53,1493,7,2015,7,21
Tackles,7,54,584,6,2014,7,25
Tackles,7,55,435,6,2014,7,28
Tackles,7,56,435,6,2014,7,26
Tackles,7,57,1128,6,2014,7,26
Tackles,7,58,1128,6,2014,7,17
Tackles,7,59,580,6,2014,7,31
Tackles,7,60,1195,6,2014,7,31
Tackles,7,61,59,6,2014,7,18
Tackles,7,62,221,6,2014,7,18
Tackles,7,63,584,6,2014,7,0
Tackles,7,64,1528,6,2014,7,0
Tackles,7,65,584,6,2014,7,18
Tackles,7,66,1115,6,2014,7,5
Tackles,7,67,1115,6,2014,7,21
Tackles,7,68,59,6,2014,7,11
Tackles,7,69,1128,6,2014,7,11
Tackles,7,70,1528,6,2014,7,11
Tackles,7,71,1528,6,2014,7,29
Tackles,7,72,1597,6,2015,7,18
Tackles,7,73,316,6,2015,7,10
Tackles,7,74,1597,6,2015,7,10
Tackles,7,75,3158,6,2015,7,10
Tackles,7,76,1195,6,2015,7,17
Tackles,7,77,2958,6,2015,7,21
Tackles,7,78,1597,6,2015,7,3
Tackles,7,79,3158,6,2015,7,3
Tackles,7,80,1597,6,2015,7,24
Tackles,7,81,316,6,2015,7,16
Tackles,7,82,584,6,2015,7,16
Tackles,7,83,1597,6,2015,7,21
Tackles,7,84,1128,5,2014,7,25
Tackles,7,85,1528,5,2014,7,25
Tackles,7,86,59,5,2014,7,28
Tackles,7,87,584,5,2014,7,28
Tackles,7,88,1115,5,2014,7,28
Tackles,7,89,59,5,2014,7,17
Tackles,7,90,221,5,2014,7,17
Tackles,7,91,221,5,2014,7,31
Tackles,7,92,584,5,2014,7,31
Tackles,7,93,1128,5,2014,7,31
Tackles,7,94,59,5,2014,7,24
Tackles,7,95,1528,5,2014,7,24
Tackles,7,96,1115,5,2014,7,18
Tackles,7,97,1128,5,2014,7,29
Tackles,7,98,580,5,2014,7,0
Tackles,7,99,59,5,2014,7,12
Assists,7,0,435,7,2015,7,16
Assists,7,1,1597,6,2015,7,29
Assists,7,2,1128,6,2015,7,21
Assists,7,3,59,5,2014,7,28
Assists,7,4,1528,5,2014,7,28
Assists,7,5,1128,5,2014,7,18
Assists,7,6,3014,5,2015,7,1
Assists,7,7,1128,5,2015,7,24
Assists,7,8,1128,4,2014,7,24
Assists,7,9,1128,4,2014,7,29
Assists,7,10,912,4,2014,7,0
Assists,7,11,435,4,2014,7,21
Assists,7,12,1128,4,2014,7,21
Assists,7,13,251,4,2014,7,21
Assists,7,14,584,4,2014,7,29
Assists,7,15,1115,4,2014,7,29
Assists,7,16,316,4,2015,7,18
Assists,7,17,1128,4,2015,7,27
Assists,7,18,3158,4,2015,7,29
Assists,7,19,1128,4,2015,7,18
Assists,7,20,1528,4,2015,7,18
Assists,7,21,1493,4,2015,7,1
Assists,7,22,316,4,2015,7,19
Assists,7,23,221,3,2014,7,25
Assists,7,24,435,3,2014,7,25
Assists,7,25,580,3,2014,7,25
Assists,7,26,221,3,2014,7,28
Assists,7,27,584,3,2014,7,28
Assists,7,28,1128,3,2014,7,28
Assists,7,29,584,3,2014,7,31
Assists,7,30,251,3,2014,7,24
Assists,7,31,435,3,2014,7,24
Assists,7,32,584,3,2014,7,18
Assists,7,33,251,3,2014,7,29
Assists,7,34,584,3,2014,7,29
Assists,7,35,1528,3,2014,7,0
Assists,7,36,1128,3,2014,7,12
Assists,7,37,221,3,2014,7,21
Assists,7,38,584,3,2014,7,21
Assists,7,39,1528,3,2014,7,21
Assists,7,40,912,3,2014,7,11
Assists,7,41,59,3,2014,7,29
Assists,7,42,3859,3,2015,7,18
Assists,7,43,3158,3,2015,7,4
Assists,7,44,3859,3,2015,7,4
Assists,7,45,435,3,2015,7,27
Assists,7,46,584,3,2015,7,27
Assists,7,47,1195,3,2015,7,27
Assists,7,48,3859,3,2015,7,27
Assists,7,49,316,3,2015,7,18
Assists,7,50,1597,3,2015,7,17
Assists,7,51,1195,3,2015,7,1
Assists,7,52,1528,3,2015,7,1
Assists,7,53,584,3,2015,7,21
Assists,7,54,1528,3,2015,7,21
Assists,7,55,171,3,2015,7,3
Assists,7,56,3158,3,2015,7,3
Assists,7,57,316,3,2015,7,24
Assists,7,58,1493,3,2015,7,16
Assists,7,59,3014,3,2015,7,16
Assists,7,60,1128,3,2015,7,29
Assists,7,61,3158,3,2015,7,29
Assists,7,62,1128,3,2015,7,19
Assists,7,63,3158,3,2015,7,19
Assists,7,64,171,3,2015,7,21
Assists,7,65,316,3,2015,7,21
Assists,7,66,584,3,2015,7,21
Assists,7,67,1128,3,2015,7,21
Assists,7,68,1597,3,2015,7,21
Assists,7,69,171,2,2014,7,25
Assists,7,70,319,2,2014,7,25
Assists,7,71,584,2,2014,7,25
Assists,7,72,1115,2,2014,7,25
Assists,7,73,171,2,2014,7,28
Assists,7,74,221,2,2014,7,26
Assists,7,75,584,2,2014,7,26
Assists,7,76,1128,2,2014,7,26
Assists,7,77,1195,2,2014,7,26
Assists,7,78,171,2,2014,7,17
Assists,7,79,1195,2,2014,7,17
Assists,7,80,1528,2,2014,7,17
Assists,7,81,221,2,2014,7,31
Assists,7,82,251,2,2014,7,31
Assists,7,83,1195,2,2014,7,31
Assists,7,84,1528,2,2014,7,31
Assists,7,85,31,2,2014,7,24
Assists,7,86,171,2,2014,7,24
Assists,7,87,221,2,2014,7,24
Assists,7,88,319,2,2014,7,24
Assists,7,89,497,2,2014,7,24
Assists,7,90,1195,2,2014,7,24
Assists,7,91,1528,2,2014,7,24
Assists,7,92,1680,2,2014,7,24
Assists,7,93,59,2,2014,7,18
Assists,7,94,1128,2,2014,7,18
Assists,7,95,912,2,2014,7,29
Assists,7,96,1115,2,2014,7,29
Assists,7,97,1528,2,2014,7,29
Assists,7,98,59,2,2014,7,0
Assists,7,99,221,2,2014,7,0
Sacks,7,0,435,40,2014,7,17
Sacks,7,1,584,20,2014,7,25
Sacks,7,2,584,20,2014,7,28
Sacks,7,3,584,20,2014,7,31
Sacks,7,4,435,20,2014,7,29
Sacks,7,5,171,20,2015,7,27
Sacks,7,6,584,20,2015,7,17
Sacks,7,7,584,20,2015,7,16
Sacks,7,8,171,15,2014,7,29
Sacks,7,9,435,15,2015,7,3
Sacks,7,10,1128,15,2015,7,29
Sacks,7,11,435,15,2015,7,21
Sacks,7,12,435,10,2014,7,25
Sacks,7,13,1228,10,2014,7,25
Sacks,7,14,319,10,2014,7,28
Sacks,7,15,1680,10,2014,7,28
Sacks,7,16,171,10,2014,7,26
Sacks,7,17,435,10,2014,7,26
Sacks,7,18,31,10,2014,7,17
Sacks,7,19,171,10,2014,7,17
Sacks,7,20,319,10,2014,7,17
Sacks,7,21,912,10,2014,7,17
Sacks,7,22,584,10,2014,7,18
Sacks,7,23,2949,10,2014,7,18
Sacks,7,24,1680,10,2014,7,29
Sacks,7,25,2949,10,2014,7,29
Sacks,7,26,584,10,2014,7,0
Sacks,7,27,59,10,2014,7,12
Sacks,7,28,319,10,2014,7,12
Sacks,7,29,584,10,2014,7,18
Sacks,7,30,584,10,2014,7,21
Sacks,7,31,251,10,2014,7,21
Sacks,7,32,435,10,2014,7,21
Sacks,7,33,497,10,2014,7,21
Sacks,7,34,584,10,2014,7,11
Sacks,7,35,2949,10,2014,7,11
Sacks,7,36,1128,10,2015,7,18
Sacks,7,37,1195,10,2015,7,18
Sacks,7,38,584,10,2015,7,14
Sacks,7,39,316,10,2015,7,10
Sacks,7,40,435,10,2015,7,10
Sacks,7,41,584,10,2015,7,10
Sacks,7,42,3859,10,2015,7,10
Sacks,7,43,1597,10,2015,7,27
Sacks,7,44,3014,10,2015,7,18
Sacks,7,45,435,10,2015,7,17
Sacks,7,46,1128,10,2015,7,17
Sacks,7,47,2958,10,2015,7,1
Sacks,7,48,1128,10,2015,7,21
Sacks,7,49,584,10,2015,7,3
Sacks,7,50,1695,10,2015,7,3
Sacks,7,51,584,10,2015,7,24
Sacks,7,52,1493,10,2015,7,24
Sacks,7,53,171,10,2015,7,16
Sacks,7,54,316,10,2015,7,16
Sacks,7,55,435,5,2014,7,24
Sacks,7,56,584,5,2014,7,24
Sacks,7,57,584,5,2014,7,29
Sacks,7,58,171,5,2014,7,0
Sacks,7,59,912,5,2014,7,0
Sacks,7,60,435,5,2015,7,4
Sacks,7,61,1695,5,2015,7,4
Sacks,7,62,584,5,2015,7,27
Sacks,7,63,1128,5,2015,7,27
Sacks,7,64,584,5,2015,7,1
Sacks,7,65,1115,5,2015,7,1
Sacks,7,66,1128,5,2015,7,3
Sacks,7,67,1493,5,2015,7,29
Sacks,7,68,584,5,2015,7,21
Hurries,7,0,435,4,2014,7,31
Hurries,7,1,584,3,2014,7,25
Hurries,7,2,435,3,2014,7,17
Hurries,7,3,435,3,2014,7,12
Hurries,7,4,171,3,2014,7,11
Hurries,7,5,171,3,2015,7,4
Hurries,7,6,171,2,2014,7,31
Hurries,7,7,319,2,2014,7,29
Hurries,7,8,171,2,2014,7,12
Hurries,7,9,584,2,2014,7,12
Hurries,7,10,171,2,2014,7,21
Hurries,7,11,171,2,2014,7,5
Hurries,7,12,435,2,2014,7,5
Hurries,7,13,584,2,2014,7,5
Hurries,7,14,319,2,2014,7,21
Hurries,7,15,435,2,2015,7,18
Hurries,7,16,584,2,2015,7,27
Hurries,7,17,1493,2,2015,7,27
Hurries,7,18,584,2,2015,7,1
Hurries,7,19,171,2,2015,7,16
Hurries,7,20,584,2,2015,7,21
Hurries,7,21,171,1,2014,7,25
Hurries,7,22,319,1,2014,7,25
Hurries,7,23,435,1,2014,7,25
Hurries,7,24,171,1,2014,7,28
Hurries,7,25,319,1,2014,7,28
Hurries,7,26,435,1,2014,7,28
Hurries,7,27,171,1,2014,7,26
Hurries,7,28,319,1,2014,7,26
Hurries,7,29,1528,1,2014,7,26
Hurries,7,30,221,1,2014,7,17
Hurries,7,31,319,1,2014,7,17
Hurries,7,32,497,1,2014,7,31
Hurries,7,33,584,1,2014,7,31
Hurries,7,34,435,1,2014,7,24
Hurries,7,35,584,1,2014,7,24
Hurries,7,36,171,1,2014,7,18
Hurries,7,37,584,1,2014,7,18
Hurries,7,38,1128,1,2014,7,18
Hurries,7,39,171,1,2014,7,29
Hurries,7,40,435,1,2014,7,29
Hurries,7,41,435,1,2014,7,0
Hurries,7,42,584,1,2014,7,0
Hurries,7,43,319,1,2014,7,18
Hurries,7,44,435,1,2014,7,18
Hurries,7,45,584,1,2014,7,21
Hurries,7,46,435,1,2014,7,21
Hurries,7,47,435,1,2014,7,11
Hurries,7,48,435,1,2014,7,29
Hurries,7,49,497,1,2014,7,29
Hurries,7,50,171,1,2015,7,18
Hurries,7,51,3859,1,2015,7,18
Hurries,7,52,171,1,2015,7,14
Hurries,7,53,584,1,2015,7,14
Hurries,7,54,1695,1,2015,7,14
Hurries,7,55,435,1,2015,7,10
Hurries,7,56,584,1,2015,7,10
Hurries,7,57,435,1,2015,7,4
Hurries,7,58,1128,1,2015,7,4
Hurries,7,59,171,1,2015,7,27
Hurries,7,60,316,1,2015,7,27
Hurries,7,61,1128,1,2015,7,27
Hurries,7,62,1128,1,2015,7,29
Hurries,7,63,1695,1,2015,7,29
Hurries,7,64,2958,1,2015,7,29
Hurries,7,65,3158,1,2015,7,29
Hurries,7,66,3158,1,2015,7,18
Hurries,7,67,1493,1,2015,7,17
Hurries,7,68,2958,1,2015,7,17
Hurries,7,69,435,1,2015,7,1
Hurries,7,70,171,1,2015,7,21
Hurries,7,71,171,1,2015,7,3
Hurries,7,72,435,1,2015,7,3
Hurries,7,73,584,1,2015,7,3
Hurries,7,74,1493,1,2015,7,3
Hurries,7,75,171,1,2015,7,24
Hurries,7,76,435,1,2015,7,24
Hurries,7,77,1493,1,2015,7,16
Hurries,7,78,1695,1,2015,7,16
Hurries,7,79,171,1,2015,7,21
Blocked Passes,7,0,171,2,2015,7,14
Blocked Passes,7,1,171,1,2014,7,25
Blocked Passes,7,2,171,1,2014,7,28
Blocked Passes,7,3,435,1,2014,7,28
Blocked Passes,7,4,435,1,2014,7,17
Blocked Passes,7,5,171,1,2014,7,31
Blocked Passes,7,6,435,1,2014,7,31
Blocked Passes,7,7,2949,1,2014,7,31
Blocked Passes,7,8,435,1,2014,7,24
Blocked Passes,7,9,435,1,2014,7,29
Blocked Passes,7,10,497,1,2014,7,29
Blocked Passes,7,11,435,1,2014,7,0
Blocked Passes,7,12,2949,1,2014,7,18
Blocked Passes,7,13,171,1,2014,7,21
Blocked Passes,7,14,171,1,2014,7,21
Blocked Passes,7,15,435,1,2014,7,21
Blocked Passes,7,16,584,1,2014,7,11
Blocked Passes,7,17,1128,1,2014,7,11
Blocked Passes,7,18,1680,1,2014,7,11
Blocked Passes,7,19,435,1,2014,7,29
Blocked Passes,7,20,584,1,2015,7,10
Blocked Passes,7,21,171,1,2015,7,4
Blocked Passes,7,22,435,1,2015,7,4
Blocked Passes,7,23,1695,1,2015,7,18
Blocked Passes,7,24,435,1,2015,7,17
Blocked Passes,7,25,584,1,2015,7,1
Blocked Passes,7,26,584,1,2015,7,21
Blocked Passes,7,27,171,1,2015,7,24
Blocked Passes,7,28,171,1,2015,7,16
Blocked Passes,7,29,584,1,2015,7,29
Field Goals,7,0,545,5,2014,7,11
Field Goals,7,1,22,5,2015,7,14
Field Goals,7,2,545,3,2014,7,26
Field Goals,7,3,545,3,2014,7,17
Field Goals,7,4,545,3,2014,7,0
Field Goals,7,5,545,3,2014,7,12
Field Goals,7,6,545,3,2014,7,5
Field Goals,7,7,22,3,2015,7,4
Field Goals,7,8,22,3,2015,7,18
Field Goals,7,9,22,3,2015,7,17
Field Goals,7,10,545,2,2014,7,25
Field Goals,7,11,545,2,2014,7,31
Field Goals,7,12,545,2,2014,7,18
Field Goals,7,13,545,2,2014,7,18
Field Goals,7,14,545,2,2014,7,21
Field Goals,7,15,22,2,2015,7,21
Field Goals,7,16,22,2,2015,7,16
Field Goals,7,17,545,1,2014,7,28
Field Goals,7,18,545,1,2014,7,29
Field Goals,7,19,545,1,2014,7,21
Field Goals,7,20,545,1,2014,7,29
Field Goals,7,21,22,1,2015,7,18
Field Goals,7,22,22,1,2015,7,1
Field Goals,7,23,22,1,2015,7,3
Field Goals,7,24,22,1,2015,7,24
Field Goals,7,25,22,1,2015,7,21
Key Run Blocks,7,0,234,5,2014,7,17
Key Run Blocks,7,1,128,5,2014,7,18
Key Run Blocks,7,2,234,5,2015,7,17
Key Run Blocks,7,3,128,4,2014,7,11
Key Run Blocks,7,4,234,4,2014,7,29
Key Run Blocks,7,5,234,4,2015,7,4
Key Run Blocks,7,6,1530,4,2015,7,17
Key Run Blocks,7,7,128,4,2015,7,21
Key Run Blocks,7,8,259,4,2015,7,21
Key Run Blocks,7,9,128,3,2014,7,28
Key Run Blocks,7,10,234,3,2014,7,26
Key Run Blocks,7,11,128,3,2014,7,31
Key Run Blocks,7,12,259,3,2014,7,31
Key Run Blocks,7,13,1530,3,2014,7,31
Key Run Blocks,7,14,259,3,2014,7,24
Key Run Blocks,7,15,259,3,2014,7,18
Key Run Blocks,7,16,259,3,2014,7,0
Key Run Blocks,7,17,1483,3,2014,7,11
Key Run Blocks,7,18,128,3,2014,7,29
Key Run Blocks,7,19,128,3,2015,7,4
Key Run Blocks,7,20,1530,3,2015,7,27
Key Run Blocks,7,21,1530,3,2015,7,24
Key Run Blocks,7,22,128,3,2015,7,29
Key Run Blocks,7,23,245,3,2015,7,21
Key Run Blocks,7,24,234,2,2014,7,25
Key Run Blocks,7,25,660,2,2014,7,28
Key Run Blocks,7,26,128,2,2014,7,26
Key Run Blocks,7,27,259,2,2014,7,17
Key Run Blocks,7,28,1530,2,2014,7,17
Key Run Blocks,7,29,234,2,2014,7,31
Key Run Blocks,7,30,245,2,2014,7,31
Key Run Blocks,7,31,234,2,2014,7,24
Key Run Blocks,7,32,128,2,2014,7,0
Key Run Blocks,7,33,660,2,2014,7,12
Key Run Blocks,7,34,259,2,2014,7,5
Key Run Blocks,7,35,2660,2,2014,7,5
Key Run Blocks,7,36,259,2,2014,7,11
Key Run Blocks,7,37,1530,2,2014,7,11
Key Run Blocks,7,38,128,2,2015,7,18
Key Run Blocks,7,39,660,2,2015,7,14
Key Run Blocks,7,40,747,2,2015,7,14
Key Run Blocks,7,41,1530,2,2015,7,14
Key Run Blocks,7,42,128,2,2015,7,29
Key Run Blocks,7,43,234,2,2015,7,18
Key Run Blocks,7,44,1530,2,2015,7,18
Key Run Blocks,7,45,128,2,2015,7,17
Key Run Blocks,7,46,1530,2,2015,7,1
Key Run Blocks,7,47,234,2,2015,7,21
Key Run Blocks,7,48,2783,2,2015,7,21
Key Run Blocks,7,49,259,2,2015,7,24
Key Run Blocks,7,50,128,2,2015,7,16
Key Run Blocks,7,51,1530,2,2015,7,21
Key Run Blocks,7,52,2783,2,2015,7,21
Key Run Blocks,7,53,245,1,2014,7,25
Key Run Blocks,7,54,259,1,2014,7,25
Key Run Blocks,7,55,660,1,2014,7,25
Key Run Blocks,7,56,2783,1,2014,7,25
Key Run Blocks,7,57,1530,1,2014,7,28
Key Run Blocks,7,58,245,1,2014,7,26
Key Run Blocks,7,59,259,1,2014,7,26
Key Run Blocks,7,60,660,1,2014,7,26
Key Run Blocks,7,61,1530,1,2014,7,26
Key Run Blocks,7,62,245,1,2014,7,17
Key Run Blocks,7,63,660,1,2014,7,31
Key Run Blocks,7,64,128,1,2014,7,24
Key Run Blocks,7,65,1530,1,2014,7,24
Key Run Blocks,7,66,128,1,2014,7,18
Key Run Blocks,7,67,234,1,2014,7,18
Key Run Blocks,7,68,660,1,2014,7,18
Key Run Blocks,7,69,1530,1,2014,7,18
Key Run Blocks,7,70,128,1,2014,7,29
Key Run Blocks,7,71,234,1,2014,7,29
Key Run Blocks,7,72,259,1,2014,7,29
Key Run Blocks,7,73,1530,1,2014,7,29
Key Run Blocks,7,74,1530,1,2014,7,0
Key Run Blocks,7,75,2660,1,2014,7,0
Key Run Blocks,7,76,2024,1,2014,7,12
Key Run Blocks,7,77,259,1,2014,7,18
Key Run Blocks,7,78,660,1,2014,7,18
Key Run Blocks,7,79,128,1,2014,7,21
Key Run Blocks,7,80,245,1,2014,7,21
Key Run Blocks,7,81,1530,1,2014,7,21
Key Run Blocks,7,82,259,1,2014,7,21
Key Run Blocks,7,83,1530,1,2014,7,21
Key Run Blocks,7,84,660,1,2014,7,11
Key Run Blocks,7,85,1200,1,2014,7,11
Key Run Blocks,7,86,259,1,2014,7,29
Key Run Blocks,7,87,660,1,2014,7,29
Key Run Blocks,7,88,1530,1,2014,7,29
Key Run Blocks,7,89,234,1,2015,7,18
Key Run Blocks,7,90,660,1,2015,7,18
Key Run Blocks,7,91,1530,1,2015,7,18
