Category,Team/All_Teams,Place,Record,Year,Team
Points Allowed,99,9,176,2014,29
Points Allowed,99,10,177,2015,10
Points Allowed,99,11,178,2014,20
Points Allowed,99,12,180,2015,6
Points Allowed,99,13,180,2015,28
Points Allowed,99,14,183,2015,23
Points Allowed,99,15,185,2014,7
Points Allowed,99,16,186,2015,19
Points Allowed,99,17,186,2015,24
Points Allowed,99,18,187,2015,9
Points Allowed,99,19,188,2014,4
Points Allowed,99,20,188,2015,15
Points Allowed,99,21,190,2015,2
Points Allowed,99,22,191,2014,15
Points Allowed,99,23,195,2014,21
Points Allowed,99,24,196,2015,5
Points Allowed,99,25,197,2014,23
Points Allowed,99,26,198,2015,8
Points Allowed,99,27,199,2015,13
Points Allowed,99,28,201,2014,6
Points Allowed,99,29,203,2014,3
Points Allowed,99,30,205,2014,17
Points Allowed,99,31,205,2015,11
Points Allowed,99,32,206,2015,16
Points Allowed,99,33,208,2015,14
Points Allowed,99,34,210,2015,31
Points Allowed,99,35,212,2014,28
Points Allowed,99,36,215,2014,25
Points Allowed,99,37,216,2015,0
Points Allowed,99,38,217,2015,1
Points Allowed,99,39,217,2015,21
Points Allowed,99,40,218,2014,22
Points Allowed,99,41,218,2015,26
Points Allowed,99,42,220,2014,8
Points Allowed,99,43,220,2014,14
Points Allowed,99,44,221,2014,26
Points Allowed,99,45,223,2014,0
Points Allowed,99,46,223,2014,31
Points Allowed,99,47,224,2015,20
Points Allowed,99,48,231,2015,3
Points Allowed,99,49,236,2014,5
Points Allowed,99,50,236,2014,12
Points Allowed,99,51,239,2014,13
Points Allowed,99,52,240,2014,9
Points Allowed,99,53,243,2015,17
Points Allowed,99,54,243,2015,22
Points Allowed,99,55,245,2014,30
Points Allowed,99,56,250,2014,2
Points Allowed,99,57,250,2014,11
Points Allowed,99,58,251,2015,12
Points Allowed,99,59,253,2014,1
Points Allowed,99,60,260,2015,18
Points Allowed,99,61,268,2014,18
Points Allowed,99,62,280,2015,7
Points Allowed,99,63,303,2015,30
Passing Yards,99,0,2934,2014,29
Passing Yards,99,1,2857,2014,22
Passing Yards,99,2,2844,2015,18
Passing Yards,99,3,2820,2015,19
Passing Yards,99,4,2807,2014,25
Passing Yards,99,5,2763,2014,18
Passing Yards,99,6,2740,2014,26
Passing Yards,99,7,2719,2015,17
Passing Yards,99,8,2715,2014,12
Passing Yards,99,9,2660,2014,19
Passing Yards,99,10,2611,2015,21
Passing Yards,99,11,2603,2014,15
Passing Yards,99,12,2594,2015,25
Passing Yards,99,13,2570,2015,8
Passing Yards,99,14,2560,2014,11
Passing Yards,99,15,2558,2014,21
Passing Yards,99,16,2507,2014,6
Passing Yards,99,17,2501,2015,1
Passing Yards,99,18,2498,2014,31
Passing Yards,99,19,2493,2015,14
Passing Yards,99,20,2486,2015,20
Passing Yards,99,21,2450,2015,29
Passing Yards,99,22,2429,2014,16
Passing Yards,99,23,2382,2015,10
Passing Yards,99,24,2370,2014,2
Passing Yards,99,25,2365,2014,1
Passing Yards,99,26,2364,2014,0
Passing Yards,99,27,2346,2014,23
Passing Yards,99,28,2321,2015,26
Passing Yards,99,29,2310,2014,28
Passing Yards,99,30,2306,2015,22
Passing Yards,99,31,2305,2015,16
Passing Yards,99,32,2290,2015,5
Passing Yards,99,33,2285,2014,14
Passing Yards,99,34,2277,2015,13
Passing Yards,99,35,2272,2015,24
Passing Yards,99,36,2263,2014,10
Passing Yards,99,37,2260,2015,23
Passing Yards,99,38,2247,2014,17
Passing Yards,99,39,2245,2015,11
Passing Yards,99,40,2242,2015,12
Passing Yards,99,41,2215,2014,5
Passing Yards,99,42,2210,2015,28
Passing Yards,99,43,2145,2015,6
Passing Yards,99,44,2125,2015,2
Passing Yards,99,45,2105,2015,15
Passing Yards,99,46,2098,2015,4
Passing Yards,99,47,2064,2015,27
Passing Yards,99,48,2048,2014,8
Passing Yards,99,49,2030,2014,7
Passing Yards,99,50,2030,2014,20
Passing Yards,99,51,2028,2015,3
Passing Yards,99,52,2026,2015,31
Passing Yards,99,53,1957,2014,27
Passing Yards,99,54,1928,2015,0
Passing Yards,99,55,1898,2015,30
Passing Yards,99,56,1866,2014,3
Passing Yards,99,57,1849,2015,9
Passing Yards,99,58,1846,2014,24
Passing Yards,99,59,1828,2014,4
Passing Yards,99,60,1821,2014,13
Passing Yards,99,61,1817,2014,30
Passing Yards,99,62,1813,2015,7
Passing Yards,99,63,1779,2014,9
Passing Yards Allowed,99,0,1918,2014,19
Passing Yards Allowed,99,1,1993,2015,12
Passing Yards Allowed,99,2,2003,2014,24
Passing Yards Allowed,99,3,2010,2015,25
Passing Yards Allowed,99,4,2035,2014,16
Passing Yards Allowed,99,5,2041,2015,13
Passing Yards Allowed,99,6,2055,2015,10
Passing Yards Allowed,99,7,2057,2015,29
Passing Yards Allowed,99,8,2081,2014,5
Passing Yards Allowed,99,9,2081,2015,15
Passing Yards Allowed,99,10,2084,2014,2
Passing Yards Allowed,99,11,2099,2015,9
Passing Yards Allowed,99,12,2140,2014,10
Passing Yards Allowed,99,13,2155,2015,11
Passing Yards Allowed,99,14,2156,2015,30
Passing Yards Allowed,99,15,2160,2014,22
Passing Yards Allowed,99,16,2168,2015,16
Passing Yards Allowed,99,17,2185,2015,5
Passing Yards Allowed,99,18,2195,2014,14
Passing Yards Allowed,99,19,2197,2015,27
Passing Yards Allowed,99,20,2203,2014,4
Passing Yards Allowed,99,21,2216,2014,3
Passing Yards Allowed,99,22,2229,2015,31
Passing Yards Allowed,99,23,2242,2015,17
Passing Yards Allowed,99,24,2248,2014,30
Passing Yards Allowed,99,25,2253,2014,15
Passing Yards Allowed,99,26,2254,2015,2
Passing Yards Allowed,99,27,2255,2014,13
Passing Yards Allowed,99,28,2272,2015,1
Passing Yards Allowed,99,29,2274,2014,26
Passing Yards Allowed,99,30,2278,2014,9
Passing Yards Allowed,99,31,2279,2015,0
Passing Yards Allowed,99,32,2281,2015,23
Passing Yards Allowed,99,33,2290,2015,24
Passing Yards Allowed,99,34,2290,2015,26
Passing Yards Allowed,99,35,2315,2014,6
Passing Yards Allowed,99,36,2329,2014,17
Passing Yards Allowed,99,37,2333,2014,0
Passing Yards Allowed,99,38,2333,2015,21
Passing Yards Allowed,99,39,2334,2014,23
Passing Yards Allowed,99,40,2339,2015,3
Passing Yards Allowed,99,41,2344,2014,27
Passing Yards Allowed,99,42,2351,2014,7
Passing Yards Allowed,99,43,2363,2015,28
Passing Yards Allowed,99,44,2400,2014,29
Passing Yards Allowed,99,45,2419,2015,22
Passing Yards Allowed,99,46,2420,2014,1
Passing Yards Allowed,99,47,2433,2014,20
Passing Yards Allowed,99,48,2469,2015,6
Passing Yards Allowed,99,49,2483,2015,8
Passing Yards Allowed,99,50,2500,2014,21
Passing Yards Allowed,99,51,2502,2015,4
Passing Yards Allowed,99,52,2506,2015,14
Passing Yards Allowed,99,53,2522,2015,20
Passing Yards Allowed,99,54,2528,2015,19
Passing Yards Allowed,99,55,2530,2014,31
Passing Yards Allowed,99,56,2551,2014,8
Passing Yards Allowed,99,57,2551,2015,7
Passing Yards Allowed,99,58,2566,2014,11
Passing Yards Allowed,99,59,2615,2014,18
Passing Yards Allowed,99,60,2646,2014,12
Passing Yards Allowed,99,61,2651,2014,25
Passing Yards Allowed,99,62,2759,2014,28
Passing Yards Allowed,99,63,2930,2015,18
Rushing Yards,99,0,1624,2015,3
Rushing Yards,99,1,1603,2014,27
Rushing Yards,99,2,1547,2015,24
Rushing Yards,99,3,1520,2014,21
Rushing Yards,99,4,1463,2015,6
Rushing Yards,99,5,1442,2015,0
Rushing Yards,99,6,1420,2014,3
Rushing Yards,99,7,1418,2015,2
Rushing Yards,99,8,1382,2015,23
Rushing Yards,99,9,1365,2014,24
Rushing Yards,99,10,1361,2014,10
Rushing Yards,99,11,1360,2015,21
Rushing Yards,99,12,1327,2014,20
Rushing Yards,99,13,1319,2015,27
Rushing Yards,99,14,1305,2015,22
Rushing Yards,99,15,1300,2015,4
Rushing Yards,99,16,1297,2014,4
Rushing Yards,99,17,1289,2015,20
Rushing Yards,99,18,1283,2015,19
Rushing Yards,99,19,1249,2014,6
Rushing Yards,99,20,1207,2014,15
Rushing Yards,99,21,1206,2014,28
Rushing Yards,99,22,1197,2015,28
Rushing Yards,99,23,1185,2014,19
Rushing Yards,99,24,1173,2015,10
Rushing Yards,99,25,1166,2015,16
Rushing Yards,99,26,1148,2015,11
Rushing Yards,99,27,1138,2014,7
Rushing Yards,99,28,1132,2014,8
Rushing Yards,99,29,1120,2015,25
Rushing Yards,99,30,1118,2014,25
Rushing Yards,99,31,1117,2015,13
Rushing Yards,99,32,1115,2015,31
Rushing Yards,99,33,1103,2015,29
Rushing Yards,99,34,1098,2014,0
Rushing Yards,99,35,1096,2015,7
Rushing Yards,99,36,1091,2015,12
Rushing Yards,99,37,1091,2015,18
Rushing Yards,99,38,1080,2014,23
Rushing Yards,99,39,1066,2014,9
Rushing Yards,99,40,1061,2014,13
Rushing Yards,99,41,1059,2014,22
Rushing Yards,99,42,1056,2015,5
Rushing Yards,99,43,1045,2014,5
Rushing Yards,99,44,1018,2014,16
Rushing Yards,99,45,1005,2014,11
Rushing Yards,99,46,993,2014,31
Rushing Yards,99,47,980,2014,26
Rushing Yards,99,48,972,2014,17
Rushing Yards,99,49,966,2015,17
Rushing Yards,99,50,957,2014,2
Rushing Yards,99,51,953,2014,12
Rushing Yards,99,52,949,2015,8
Rushing Yards,99,53,926,2014,18
Rushing Yards,99,54,910,2015,9
Rushing Yards,99,55,891,2015,14
Rushing Yards,99,56,880,2015,26
Rushing Yards,99,57,870,2014,14
Rushing Yards,99,58,847,2014,30
Rushing Yards,99,59,837,2014,29
Rushing Yards,99,60,831,2015,15
Rushing Yards,99,61,701,2015,1
Rushing Yards,99,62,613,2014,1
Rushing Yards,99,63,561,2015,30
Rushing Yards Allowed,99,0,729,2014,21
Rushing Yards Allowed,99,1,761,2014,28
Rushing Yards Allowed,99,2,784,2014,27
Rushing Yards Allowed,99,3,855,2014,10
Rushing Yards Allowed,99,4,858,2015,13
Rushing Yards Allowed,99,5,861,2014,12
Rushing Yards Allowed,99,6,898,2015,4
Rushing Yards Allowed,99,7,917,2015,9
Rushing Yards Allowed,99,8,923,2015,24
Rushing Yards Allowed,99,9,925,2014,25
Rushing Yards Allowed,99,10,946,2015,27
Rushing Yards Allowed,99,11,950,2015,23
Rushing Yards Allowed,99,12,953,2015,28
Rushing Yards Allowed,99,13,956,2015,8
Rushing Yards Allowed,99,14,974,2015,10
Rushing Yards Allowed,99,15,996,2014,23
Rushing Yards Allowed,99,16,1009,2014,20
Rushing Yards Allowed,99,17,1017,2015,20
Rushing Yards Allowed,99,18,1022,2014,19
Rushing Yards Allowed,99,19,1029,2014,24
Rushing Yards Allowed,99,20,1040,2014,18
Rushing Yards Allowed,99,21,1045,2015,2
Rushing Yards Allowed,99,22,1057,2014,2
Rushing Yards Allowed,99,23,1063,2014,6
Rushing Yards Allowed,99,24,1065,2015,14
Rushing Yards Allowed,99,25,1066,2014,13
Rushing Yards Allowed,99,26,1073,2014,14
Rushing Yards Allowed,99,27,1080,2015,1
Rushing Yards Allowed,99,28,1110,2015,21
Rushing Yards Allowed,99,29,1113,2015,25
Rushing Yards Allowed,99,30,1122,2014,3
Rushing Yards Allowed,99,31,1126,2015,19
Rushing Yards Allowed,99,32,1150,2014,9
Rushing Yards Allowed,99,33,1151,2014,26
Rushing Yards Allowed,99,34,1153,2014,8
Rushing Yards Allowed,99,35,1158,2015,15
Rushing Yards Allowed,99,36,1159,2014,4
Rushing Yards Allowed,99,37,1165,2014,29
Rushing Yards Allowed,99,38,1166,2015,29
Rushing Yards Allowed,99,39,1168,2014,17
Rushing Yards Allowed,99,40,1185,2015,5
Rushing Yards Allowed,99,41,1203,2014,16
Rushing Yards Allowed,99,42,1206,2015,3
Rushing Yards Allowed,99,43,1215,2015,26
Rushing Yards Allowed,99,44,1221,2014,0
Rushing Yards Allowed,99,45,1236,2015,22
Rushing Yards Allowed,99,46,1256,2014,15
Rushing Yards Allowed,99,47,1259,2015,16
Rushing Yards Allowed,99,48,1262,2015,18
Rushing Yards Allowed,99,49,1267,2014,22
Rushing Yards Allowed,99,50,1285,2014,7
Rushing Yards Allowed,99,51,1285,2015,17
Rushing Yards Allowed,99,52,1286,2014,11
Rushing Yards Allowed,99,53,1327,2015,6
Rushing Yards Allowed,99,54,1336,2015,0
Rushing Yards Allowed,99,55,1344,2015,11
Rushing Yards Allowed,99,56,1358,2014,30
Rushing Yards Allowed,99,57,1364,2014,31
Rushing Yards Allowed,99,58,1373,2014,5
Rushing Yards Allowed,99,59,1399,2015,31
Rushing Yards Allowed,99,60,1422,2015,7
Rushing Yards Allowed,99,61,1525,2015,12
Rushing Yards Allowed,99,62,1556,2014,1
Rushing Yards Allowed,99,63,1637,2015,30
Total Yards,99,0,4104,2015,19
Total Yards,99,1,4078,2014,21
Total Yards,99,2,3971,2015,21
Total Yards,99,3,3936,2015,18
Total Yards,99,4,3926,2014,25
Total Yards,99,5,3916,2014,22
Total Yards,99,6,3845,2014,19
Total Yards,99,7,3820,2015,24
Total Yards,99,8,3810,2014,15
Total Yards,99,9,3776,2015,20
Total Yards,99,10,3771,2014,29
Total Yards,99,11,3756,2014,6
Total Yards,99,12,3720,2014,26
Total Yards,99,13,3715,2015,25
Total Yards,99,14,3690,2014,18
Total Yards,99,15,3685,2015,17
Total Yards,99,16,3669,2014,12
Total Yards,99,17,3653,2015,3
Total Yards,99,18,3642,2015,23
Total Yards,99,19,3624,2014,10
Total Yards,99,20,3611,2015,22
Total Yards,99,21,3608,2015,6
Total Yards,99,22,3565,2014,11
Total Yards,99,23,3561,2014,27
Total Yards,99,24,3555,2015,10
Total Yards,99,25,3553,2015,29
Total Yards,99,26,3543,2015,2
Total Yards,99,27,3520,2015,8
Total Yards,99,28,3517,2014,28
Total Yards,99,29,3491,2014,31
Total Yards,99,30,3471,2015,16
Total Yards,99,31,3463,2014,0
Total Yards,99,32,3448,2014,16
Total Yards,99,33,3426,2014,23
Total Yards,99,34,3407,2015,28
Total Yards,99,35,3398,2015,4
Total Yards,99,36,3395,2015,13
Total Yards,99,37,3394,2015,11
Total Yards,99,38,3385,2015,14
Total Yards,99,39,3383,2015,27
Total Yards,99,40,3371,2015,0
Total Yards,99,41,3358,2014,20
Total Yards,99,42,3347,2015,5
Total Yards,99,43,3333,2015,12
Total Yards,99,44,3328,2014,2
Total Yards,99,45,3286,2014,3
Total Yards,99,46,3260,2014,5
Total Yards,99,47,3220,2014,17
Total Yards,99,48,3212,2014,24
Total Yards,99,49,3203,2015,1
Total Yards,99,50,3201,2015,26
Total Yards,99,51,3181,2014,8
Total Yards,99,52,3168,2014,7
Total Yards,99,53,3155,2014,14
Total Yards,99,54,3141,2015,31
Total Yards,99,55,3125,2014,4
Total Yards,99,56,2978,2014,1
Total Yards,99,57,2936,2015,15
Total Yards,99,58,2910,2015,7
Total Yards,99,59,2883,2014,13
Total Yards,99,60,2846,2014,9
Total Yards,99,61,2760,2015,9
Total Yards,99,62,2665,2014,30
Total Yards,99,63,2460,2015,30
Total Yards Allowed,99,0,2900,2015,13
Total Yards Allowed,99,1,2941,2014,19
Total Yards Allowed,99,2,2995,2014,10
Total Yards Allowed,99,3,3016,2015,9
Total Yards Allowed,99,4,3029,2015,10
Total Yards Allowed,99,5,3032,2014,24
Total Yards Allowed,99,6,3123,2015,25
Total Yards Allowed,99,7,3128,2014,27
Total Yards Allowed,99,8,3141,2014,2
Total Yards Allowed,99,9,3143,2015,27
Total Yards Allowed,99,10,3213,2015,24
Total Yards Allowed,99,11,3224,2015,29
Total Yards Allowed,99,12,3230,2014,21
Total Yards Allowed,99,13,3231,2015,23
Total Yards Allowed,99,14,3238,2014,16
Total Yards Allowed,99,15,3240,2015,15
Total Yards Allowed,99,16,3268,2014,14
Total Yards Allowed,99,17,3300,2015,2
Total Yards Allowed,99,18,3316,2015,28
Total Yards Allowed,99,19,3321,2014,13
Total Yards Allowed,99,20,3330,2014,23
Total Yards Allowed,99,21,3338,2014,3
Total Yards Allowed,99,22,3353,2015,1
Total Yards Allowed,99,23,3362,2014,4
Total Yards Allowed,99,24,3370,2015,5
Total Yards Allowed,99,25,3379,2014,6
Total Yards Allowed,99,26,3400,2015,4
Total Yards Allowed,99,27,3425,2014,26
Total Yards Allowed,99,28,3428,2014,22
Total Yards Allowed,99,29,3428,2015,16
Total Yards Allowed,99,30,3429,2014,9
Total Yards Allowed,99,31,3440,2015,8
Total Yards Allowed,99,32,3442,2014,20
Total Yards Allowed,99,33,3444,2015,21
Total Yards Allowed,99,34,3454,2014,5
Total Yards Allowed,99,35,3498,2014,17
Total Yards Allowed,99,36,3500,2015,11
Total Yards Allowed,99,37,3505,2015,26
Total Yards Allowed,99,38,3508,2014,12
Total Yards Allowed,99,39,3510,2014,15
Total Yards Allowed,99,40,3518,2015,12
Total Yards Allowed,99,41,3520,2014,28
Total Yards Allowed,99,42,3527,2015,17
Total Yards Allowed,99,43,3540,2015,20
Total Yards Allowed,99,44,3545,2015,3
Total Yards Allowed,99,45,3554,2014,0
Total Yards Allowed,99,46,3565,2014,29
Total Yards Allowed,99,47,3571,2015,14
Total Yards Allowed,99,48,3576,2014,25
Total Yards Allowed,99,49,3607,2014,30
Total Yards Allowed,99,50,3616,2015,0
Total Yards Allowed,99,51,3628,2015,31
Total Yards Allowed,99,52,3637,2014,7
Total Yards Allowed,99,53,3655,2014,18
Total Yards Allowed,99,54,3655,2015,19
Total Yards Allowed,99,55,3656,2015,22
Total Yards Allowed,99,56,3705,2014,8
Total Yards Allowed,99,57,3793,2015,30
Total Yards Allowed,99,58,3796,2015,6
Total Yards Allowed,99,59,3853,2014,11
Total Yards Allowed,99,60,3894,2014,31
Total Yards Allowed,99,61,3974,2015,7
Total Yards Allowed,99,62,3976,2014,1
Total Yards Allowed,99,63,4193,2015,18
Pass Attempts,99,0,437,2015,12
Pass Attempts,99,1,428,2014,1
Pass Attempts,99,2,425,2014,14
Pass Attempts,99,3,418,2014,12
Pass Attempts,99,4,415,2014,2
Pass Attempts,99,5,400,2014,18
Pass Attempts,99,6,395,2015,14
Pass Attempts,99,7,394,2015,22
Pass Attempts,99,8,390,2014,17
Pass Attempts,99,9,390,2015,1
Pass Attempts,99,10,386,2014,30
Pass Attempts,99,11,381,2015,18
Pass Attempts,99,12,380,2014,22
Pass Attempts,99,13,378,2014,5
Pass Attempts,99,14,376,2015,17
Pass Attempts,99,15,375,2015,15
Pass Attempts,99,16,373,2014,31
Pass Attempts,99,17,373,2015,30
Pass Attempts,99,18,368,2015,5
Pass Attempts,99,19,366,2014,21
Pass Attempts,99,20,358,2015,26
Pass Attempts,99,21,356,2014,0
Pass Attempts,99,22,356,2014,6
Pass Attempts,99,23,356,2014,11
Pass Attempts,99,24,355,2014,25
Pass Attempts,99,25,353,2014,26
Pass Attempts,99,26,352,2014,7
Pass Attempts,99,27,352,2014,29
Pass Attempts,99,28,350,2014,16
Pass Attempts,99,29,346,2015,13
Pass Attempts,99,30,346,2015,16
Pass Attempts,99,31,342,2014,8
Pass Attempts,99,32,342,2014,23
Pass Attempts,99,33,341,2015,8
Pass Attempts,99,34,341,2015,10
Pass Attempts,99,35,339,2015,9
Pass Attempts,99,36,339,2015,21
Pass Attempts,99,37,338,2014,13
Pass Attempts,99,38,335,2014,10
Pass Attempts,99,39,335,2014,24
Pass Attempts,99,40,335,2015,27
Pass Attempts,99,41,333,2014,19
Pass Attempts,99,42,332,2015,7
Pass Attempts,99,43,330,2014,9
Pass Attempts,99,44,330,2015,2
Pass Attempts,99,45,329,2014,15
Pass Attempts,99,46,328,2015,29
Pass Attempts,99,47,326,2014,28
Pass Attempts,99,48,321,2015,11
Pass Attempts,99,49,320,2015,23
Pass Attempts,99,50,320,2015,25
Pass Attempts,99,51,317,2015,20
Pass Attempts,99,52,313,2015,6
Pass Attempts,99,53,311,2015,19
Pass Attempts,99,54,309,2015,31
Pass Attempts,99,55,308,2015,24
Pass Attempts,99,56,304,2015,4
Pass Attempts,99,57,296,2014,20
Pass Attempts,99,58,295,2015,3
Pass Attempts,99,59,293,2015,0
Pass Attempts,99,60,286,2015,28
Pass Attempts,99,61,281,2014,27
Pass Attempts,99,62,280,2014,4
Pass Attempts,99,63,277,2014,3
Rush Attempts,99,0,376,2015,24
Rush Attempts,99,1,346,2014,27
Rush Attempts,99,2,338,2014,4
Rush Attempts,99,3,338,2015,28
Rush Attempts,99,4,336,2015,3
Rush Attempts,99,5,335,2014,3
Rush Attempts,99,6,335,2014,24
Rush Attempts,99,7,323,2014,21
Rush Attempts,99,8,323,2015,2
Rush Attempts,99,9,321,2014,20
Rush Attempts,99,10,318,2014,10
Rush Attempts,99,11,312,2014,19
Rush Attempts,99,12,311,2015,20
Rush Attempts,99,13,308,2015,23
Rush Attempts,99,14,306,2015,4
Rush Attempts,99,15,306,2015,27
Rush Attempts,99,16,305,2015,0
Rush Attempts,99,17,302,2015,6
Rush Attempts,99,18,301,2015,19
Rush Attempts,99,19,301,2015,29
Rush Attempts,99,20,298,2015,10
Rush Attempts,99,21,294,2014,28
Rush Attempts,99,22,294,2015,25
Rush Attempts,99,23,292,2015,8
Rush Attempts,99,24,290,2014,6
Rush Attempts,99,25,290,2015,31
Rush Attempts,99,26,285,2014,23
Rush Attempts,99,27,282,2014,0
Rush Attempts,99,28,282,2015,21
Rush Attempts,99,29,281,2015,11
Rush Attempts,99,30,281,2015,13
Rush Attempts,99,31,278,2014,9
Rush Attempts,99,32,277,2015,16
Rush Attempts,99,33,275,2014,15
Rush Attempts,99,34,273,2014,22
Rush Attempts,99,35,270,2014,8
Rush Attempts,99,36,270,2014,11
Rush Attempts,99,37,265,2014,5
Rush Attempts,99,38,265,2014,7
Rush Attempts,99,39,263,2014,25
Rush Attempts,99,40,263,2014,26
Rush Attempts,99,41,260,2015,5
Rush Attempts,99,42,260,2015,9
Rush Attempts,99,43,258,2014,16
Rush Attempts,99,44,258,2015,26
Rush Attempts,99,45,255,2014,29
Rush Attempts,99,46,255,2015,18
Rush Attempts,99,47,253,2014,2
Rush Attempts,99,48,250,2015,22
Rush Attempts,99,49,246,2015,7
Rush Attempts,99,50,244,2014,31
Rush Attempts,99,51,236,2014,13
Rush Attempts,99,52,236,2015,14
Rush Attempts,99,53,233,2015,17
Rush Attempts,99,54,231,2015,15
Rush Attempts,99,55,230,2014,12
Rush Attempts,99,56,229,2014,17
Rush Attempts,99,57,228,2014,14
Rush Attempts,99,58,223,2015,1
Rush Attempts,99,59,221,2014,18
Rush Attempts,99,60,216,2014,30
Rush Attempts,99,61,215,2015,12
Rush Attempts,99,62,181,2015,30
Rush Attempts,99,63,174,2014,1
